;kode_sarana;jenis_sarana;nama_pemilik;nama_daop;lokasi;tahun_pembuatan;umur;range_usia;asal_pabrikan
7;K109913;Kereta;PT Kereta Api Indonesia (Persero);DAOP 1 JAKARTA;JAWA;1999;22;21-30 th;ID
7;M109802;Kereta;PT Kereta Api Indonesia (Persero);DAOP 1 JAKARTA;JAWA;1998;23;21-30 th;ID
7;P06403;Kereta;PT Kereta Api Indonesia (Persero);DAOP 1 JAKARTA;JAWA;1964;57;>30 th;LN
7;P06704;Kereta;PT Kereta Api Indonesia (Persero);DAOP 1 JAKARTA;JAWA;1967;54;>30 th;LN
7;CC2061364;Lokomotif;PT Kereta Api Indonesia (Persero);DAOP 1 JAKARTA;JAWA;2013;8;<=10 th;LN
7;CC2061371;Lokomotif;PT Kereta Api Indonesia (Persero);DAOP 1 JAKARTA;JAWA;2013;8;<=10 th;LN
7;CC2061373;Lokomotif;PT Kereta Api Indonesia (Persero);DAOP 1 JAKARTA;JAWA;2013;8;<=10 th;LN
7;CC2061374;Lokomotif;PT Kereta Api Indonesia (Persero);DAOP 1 JAKARTA;JAWA;2013;8;<=10 th;LN
7;CC2061375;Lokomotif;PT Kereta Api Indonesia (Persero);DAOP 1 JAKARTA;JAWA;2013;8;<=10 th;LN
7;CC2061376;Lokomotif;PT Kereta Api Indonesia (Persero);DAOP 1 JAKARTA;JAWA;2013;8;<=10 th;LN
7;CC2061377;Lokomotif;PT Kereta Api Indonesia (Persero);DAOP 1 JAKARTA;JAWA;2013;8;<=10 th;LN
7;K109511;Kereta;PT Kereta Api Indonesia (Persero);DAOP 1 JAKARTA;JAWA;1995;26;21-30 th;ID
7;K109522;Kereta;PT Kereta Api Indonesia (Persero);DAOP 1 JAKARTA;JAWA;1995;26;21-30 th;ID
7;CC2061378;Lokomotif;PT Kereta Api Indonesia (Persero);DAOP 1 JAKARTA;JAWA;2013;8;<=10 th;LN
7;CC2061379;Lokomotif;PT Kereta Api Indonesia (Persero);DAOP 1 JAKARTA;JAWA;2013;8;<=10 th;LN
7;CC2061387;Lokomotif;PT Kereta Api Indonesia (Persero);DAOP 1 JAKARTA;JAWA;2013;8;<=10 th;LN
7;CC2061388;Lokomotif;PT Kereta Api Indonesia (Persero);DAOP 1 JAKARTA;JAWA;2013;8;<=10 th;LN
7;CC2061389;Lokomotif;PT Kereta Api Indonesia (Persero);DAOP 1 JAKARTA;JAWA;2013;8;<=10 th;LN
7;CC2061355;Lokomotif;PT Kereta Api Indonesia (Persero);DAOP 1 JAKARTA;JAWA;2013;8;<=10 th;LN
7;CC2061380;Lokomotif;PT Kereta Api Indonesia (Persero);DAOP 1 JAKARTA;JAWA;2013;8;<=10 th;LN
7;P06407;Kereta;PT Kereta Api Indonesia (Persero);DAOP 1 JAKARTA;JAWA;1964;57;>30 th;LN
7;P06807;Kereta;PT Kereta Api Indonesia (Persero);DAOP 1 JAKARTA;JAWA;1968;53;>30 th;LN
7;P08402;Kereta;PT Kereta Api Indonesia (Persero);DAOP 1 JAKARTA;JAWA;1984;37;>30 th;LN
7;K100220;Kereta;PT Kereta Api Indonesia (Persero);DAOP 1 JAKARTA;JAWA;2002;19;11-20 th;ID
7;K100221;Kereta;PT Kereta Api Indonesia (Persero);DAOP 1 JAKARTA;JAWA;2002;19;11-20 th;ID
7;K100223;Kereta;PT Kereta Api Indonesia (Persero);DAOP 1 JAKARTA;JAWA;2002;19;11-20 th;ID
7;K100224;Kereta;PT Kereta Api Indonesia (Persero);DAOP 1 JAKARTA;JAWA;2002;19;11-20 th;ID
7;K100225;Kereta;PT Kereta Api Indonesia (Persero);DAOP 1 JAKARTA;JAWA;2002;19;11-20 th;ID
7;K100226;Kereta;PT Kereta Api Indonesia (Persero);DAOP 1 JAKARTA;JAWA;2002;19;11-20 th;ID
7;K100227;Kereta;PT Kereta Api Indonesia (Persero);DAOP 1 JAKARTA;JAWA;2002;19;11-20 th;ID
7;K100228;Kereta;PT Kereta Api Indonesia (Persero);DAOP 1 JAKARTA;JAWA;2002;19;11-20 th;ID
7;K100232;Kereta;PT Kereta Api Indonesia (Persero);DAOP 1 JAKARTA;JAWA;2002;19;11-20 th;ID
7;K100233;Kereta;PT Kereta Api Indonesia (Persero);DAOP 1 JAKARTA;JAWA;2002;19;11-20 th;ID
7;K100238;Kereta;PT Kereta Api Indonesia (Persero);DAOP 1 JAKARTA;JAWA;2002;19;11-20 th;ID
7;CC2061354;Lokomotif;PT Kereta Api Indonesia (Persero);DAOP 1 JAKARTA;JAWA;2013;8;<=10 th;LN
7;CC2061360;Lokomotif;PT Kereta Api Indonesia (Persero);DAOP 1 JAKARTA;JAWA;2013;8;<=10 th;LN
7;CC2061370;Lokomotif;PT Kereta Api Indonesia (Persero);DAOP 1 JAKARTA;JAWA;2013;8;<=10 th;LN
7;CC2061372;Lokomotif;PT Kereta Api Indonesia (Persero);DAOP 1 JAKARTA;JAWA;2013;8;<=10 th;LN
7;CC2061386;Lokomotif;PT Kereta Api Indonesia (Persero);DAOP 1 JAKARTA;JAWA;2013;8;<=10 th;LN
7;K109603;Kereta;PT Kereta Api Indonesia (Persero);DAOP 1 JAKARTA;JAWA;1996;25;21-30 th;ID
7;K109608;Kereta;PT Kereta Api Indonesia (Persero);DAOP 1 JAKARTA;JAWA;1996;25;21-30 th;ID
7;K109811;Kereta;PT Kereta Api Indonesia (Persero);DAOP 1 JAKARTA;JAWA;1998;23;21-30 th;ID
7;K109813;Kereta;PT Kereta Api Indonesia (Persero);DAOP 1 JAKARTA;JAWA;1998;23;21-30 th;ID
7;M109501;Kereta;PT Kereta Api Indonesia (Persero);DAOP 1 JAKARTA;JAWA;1995;26;21-30 th;ID
7;P00801;Kereta;PT Kereta Api Indonesia (Persero);DAOP 1 JAKARTA;JAWA;2008;13;11-20 th;ID
7;P09601;Kereta;PT Kereta Api Indonesia (Persero);DAOP 1 JAKARTA;JAWA;1996;25;21-30 th;ID
7;K301241;Kereta;PT Kereta Api Indonesia (Persero);DAOP 1 JAKARTA;JAWA;2012;9;<=10 th;ID
7;K301244;Kereta;PT Kereta Api Indonesia (Persero);DAOP 1 JAKARTA;JAWA;2012;9;<=10 th;ID
7;K301247;Kereta;PT Kereta Api Indonesia (Persero);DAOP 1 JAKARTA;JAWA;2012;9;<=10 th;ID
7;K301248;Kereta;PT Kereta Api Indonesia (Persero);DAOP 1 JAKARTA;JAWA;2012;9;<=10 th;ID
7;K301249;Kereta;PT Kereta Api Indonesia (Persero);DAOP 1 JAKARTA;JAWA;2012;9;<=10 th;ID
7;P00101;Kereta;PT Kereta Api Indonesia (Persero);DAOP 1 JAKARTA;JAWA;2001;20;11-20 th;ID
7;P06817;Kereta;PT Kereta Api Indonesia (Persero);DAOP 1 JAKARTA;JAWA;1968;53;>30 th;LN
7;B00806;Kereta;PT Kereta Api Indonesia (Persero);DAOP 1 JAKARTA;JAWA;2008;13;11-20 th;ID
7;B00807;Kereta;PT Kereta Api Indonesia (Persero);DAOP 1 JAKARTA;JAWA;2008;13;11-20 th;ID
7;SN08002;Peralatan Khusus;PT Kereta Api Indonesia (Persero);DAOP 1 JAKARTA;JAWA;1980;41;>30 th;LN
7;B00915;Kereta;PT Kereta Api Indonesia (Persero);DAOP 1 JAKARTA;JAWA;2009;12;11-20 th;ID
7;P06815;Kereta;PT Kereta Api Indonesia (Persero);DAOP 1 JAKARTA;JAWA;1968;53;>30 th;LN
7;B00801;Kereta;PT Kereta Api Indonesia (Persero);DAOP 1 JAKARTA;JAWA;2008;13;11-20 th;ID
7;B00802;Kereta;PT Kereta Api Indonesia (Persero);DAOP 1 JAKARTA;JAWA;2008;13;11-20 th;ID
7;MP301202;Kereta;PT Kereta Api Indonesia (Persero);DAOP 1 JAKARTA;JAWA;2012;9;<=10 th;ID
7;GD421185;Gerbong;PT Kereta Api Indonesia (Persero);DAOP 1 JAKARTA;JAWA;2011;10;<=10 th;ID
7;GD421186;Gerbong;PT Kereta Api Indonesia (Persero);DAOP 1 JAKARTA;JAWA;2011;10;<=10 th;ID
7;GD421187;Gerbong;PT Kereta Api Indonesia (Persero);DAOP 1 JAKARTA;JAWA;2011;10;<=10 th;ID
7;GD421188;Gerbong;PT Kereta Api Indonesia (Persero);DAOP 1 JAKARTA;JAWA;2011;10;<=10 th;ID
7;GD421189;Gerbong;PT Kereta Api Indonesia (Persero);DAOP 1 JAKARTA;JAWA;2011;10;<=10 th;ID
7;GD421190;Gerbong;PT Kereta Api Indonesia (Persero);DAOP 1 JAKARTA;JAWA;2011;10;<=10 th;ID
7;GD421191;Gerbong;PT Kereta Api Indonesia (Persero);DAOP 1 JAKARTA;JAWA;2011;10;<=10 th;ID
7;GD421192;Gerbong;PT Kereta Api Indonesia (Persero);DAOP 1 JAKARTA;JAWA;2011;10;<=10 th;ID
7;GD421193;Gerbong;PT Kereta Api Indonesia (Persero);DAOP 1 JAKARTA;JAWA;2011;10;<=10 th;ID
7;GD421194;Gerbong;PT Kereta Api Indonesia (Persero);DAOP 1 JAKARTA;JAWA;2011;10;<=10 th;ID
7;GD421195;Gerbong;PT Kereta Api Indonesia (Persero);DAOP 1 JAKARTA;JAWA;2011;10;<=10 th;ID
7;GD421196;Gerbong;PT Kereta Api Indonesia (Persero);DAOP 1 JAKARTA;JAWA;2011;10;<=10 th;ID
7;GD421197;Gerbong;PT Kereta Api Indonesia (Persero);DAOP 1 JAKARTA;JAWA;2011;10;<=10 th;ID
7;GD421198;Gerbong;PT Kereta Api Indonesia (Persero);DAOP 1 JAKARTA;JAWA;2011;10;<=10 th;ID
7;GD421199;Gerbong;PT Kereta Api Indonesia (Persero);DAOP 1 JAKARTA;JAWA;2011;10;<=10 th;ID
7;GD4211100;Gerbong;PT Kereta Api Indonesia (Persero);DAOP 1 JAKARTA;JAWA;2011;10;<=10 th;ID
7;GD4211101;Gerbong;PT Kereta Api Indonesia (Persero);DAOP 1 JAKARTA;JAWA;2011;10;<=10 th;ID
7;GD4211102;Gerbong;PT Kereta Api Indonesia (Persero);DAOP 1 JAKARTA;JAWA;2011;10;<=10 th;ID
7;GD4211103;Gerbong;PT Kereta Api Indonesia (Persero);DAOP 1 JAKARTA;JAWA;2011;10;<=10 th;ID
7;GD4211104;Gerbong;PT Kereta Api Indonesia (Persero);DAOP 1 JAKARTA;JAWA;2011;10;<=10 th;ID
7;GD4211106;Gerbong;PT Kereta Api Indonesia (Persero);DAOP 1 JAKARTA;JAWA;2011;10;<=10 th;ID
7;GD4211107;Gerbong;PT Kereta Api Indonesia (Persero);DAOP 1 JAKARTA;JAWA;2011;10;<=10 th;ID
7;GD4211108;Gerbong;PT Kereta Api Indonesia (Persero);DAOP 1 JAKARTA;JAWA;2011;10;<=10 th;ID
7;GD4211113;Gerbong;PT Kereta Api Indonesia (Persero);DAOP 1 JAKARTA;JAWA;2011;10;<=10 th;ID
7;GD4211117;Gerbong;PT Kereta Api Indonesia (Persero);DAOP 1 JAKARTA;JAWA;2011;10;<=10 th;ID
7;GD4211118;Gerbong;PT Kereta Api Indonesia (Persero);DAOP 1 JAKARTA;JAWA;2011;10;<=10 th;ID
7;GD421112;Gerbong;PT Kereta Api Indonesia (Persero);DAOP 1 JAKARTA;JAWA;2011;10;<=10 th;ID
7;GD4211121;Gerbong;PT Kereta Api Indonesia (Persero);DAOP 1 JAKARTA;JAWA;2011;10;<=10 th;ID
7;GD4211132;Gerbong;PT Kereta Api Indonesia (Persero);DAOP 1 JAKARTA;JAWA;2011;10;<=10 th;ID
7;GD4211133;Gerbong;PT Kereta Api Indonesia (Persero);DAOP 1 JAKARTA;JAWA;2011;10;<=10 th;ID
7;GD4211134;Gerbong;PT Kereta Api Indonesia (Persero);DAOP 1 JAKARTA;JAWA;2011;10;<=10 th;ID
7;GD4211135;Gerbong;PT Kereta Api Indonesia (Persero);DAOP 1 JAKARTA;JAWA;2011;10;<=10 th;ID
7;GD4211137;Gerbong;PT Kereta Api Indonesia (Persero);DAOP 1 JAKARTA;JAWA;2011;10;<=10 th;ID
7;GD4211140;Gerbong;PT Kereta Api Indonesia (Persero);DAOP 1 JAKARTA;JAWA;2011;10;<=10 th;ID
7;GD4211142;Gerbong;PT Kereta Api Indonesia (Persero);DAOP 1 JAKARTA;JAWA;2011;10;<=10 th;ID
7;GD4211144;Gerbong;PT Kereta Api Indonesia (Persero);DAOP 1 JAKARTA;JAWA;2011;10;<=10 th;ID
7;GD4211146;Gerbong;PT Kereta Api Indonesia (Persero);DAOP 1 JAKARTA;JAWA;2011;10;<=10 th;ID
7;GD4211148;Gerbong;PT Kereta Api Indonesia (Persero);DAOP 1 JAKARTA;JAWA;2011;10;<=10 th;ID
7;GD4211149;Gerbong;PT Kereta Api Indonesia (Persero);DAOP 1 JAKARTA;JAWA;2011;10;<=10 th;ID
7;GD4211150;Gerbong;PT Kereta Api Indonesia (Persero);DAOP 1 JAKARTA;JAWA;2011;10;<=10 th;ID
7;GD4211152;Gerbong;PT Kereta Api Indonesia (Persero);DAOP 1 JAKARTA;JAWA;2011;10;<=10 th;ID
7;GD4211157;Gerbong;PT Kereta Api Indonesia (Persero);DAOP 1 JAKARTA;JAWA;2011;10;<=10 th;ID
7;GD4211158;Gerbong;PT Kereta Api Indonesia (Persero);DAOP 1 JAKARTA;JAWA;2011;10;<=10 th;ID
7;GD4211159;Gerbong;PT Kereta Api Indonesia (Persero);DAOP 1 JAKARTA;JAWA;2011;10;<=10 th;ID
7;GD4211161;Gerbong;PT Kereta Api Indonesia (Persero);DAOP 1 JAKARTA;JAWA;2011;10;<=10 th;ID
7;GD4211163;Gerbong;PT Kereta Api Indonesia (Persero);DAOP 1 JAKARTA;JAWA;2011;10;<=10 th;ID
7;GD4211165;Gerbong;PT Kereta Api Indonesia (Persero);DAOP 1 JAKARTA;JAWA;2011;10;<=10 th;ID
7;GD4211166;Gerbong;PT Kereta Api Indonesia (Persero);DAOP 1 JAKARTA;JAWA;2011;10;<=10 th;ID
7;GD4211168;Gerbong;PT Kereta Api Indonesia (Persero);DAOP 1 JAKARTA;JAWA;2011;10;<=10 th;ID
7;GD4211169;Gerbong;PT Kereta Api Indonesia (Persero);DAOP 1 JAKARTA;JAWA;2011;10;<=10 th;ID
7;GD4211170;Gerbong;PT Kereta Api Indonesia (Persero);DAOP 1 JAKARTA;JAWA;2011;10;<=10 th;ID
7;GD4211171;Gerbong;PT Kereta Api Indonesia (Persero);DAOP 1 JAKARTA;JAWA;2011;10;<=10 th;ID
7;GD4211172;Gerbong;PT Kereta Api Indonesia (Persero);DAOP 1 JAKARTA;JAWA;2011;10;<=10 th;ID
7;GD4211173;Gerbong;PT Kereta Api Indonesia (Persero);DAOP 1 JAKARTA;JAWA;2011;10;<=10 th;ID
7;GD4211174;Gerbong;PT Kereta Api Indonesia (Persero);DAOP 1 JAKARTA;JAWA;2011;10;<=10 th;ID
7;GD4211175;Gerbong;PT Kereta Api Indonesia (Persero);DAOP 1 JAKARTA;JAWA;2011;10;<=10 th;ID
7;GD4211176;Gerbong;PT Kereta Api Indonesia (Persero);DAOP 1 JAKARTA;JAWA;2011;10;<=10 th;ID
7;GD4211177;Gerbong;PT Kereta Api Indonesia (Persero);DAOP 1 JAKARTA;JAWA;2011;10;<=10 th;ID
7;GD4211178;Gerbong;PT Kereta Api Indonesia (Persero);DAOP 1 JAKARTA;JAWA;2011;10;<=10 th;ID
7;GD4211179;Gerbong;PT Kereta Api Indonesia (Persero);DAOP 1 JAKARTA;JAWA;2011;10;<=10 th;ID
7;GD4211180;Gerbong;PT Kereta Api Indonesia (Persero);DAOP 1 JAKARTA;JAWA;2011;10;<=10 th;ID
7;GD4211181;Gerbong;PT Kereta Api Indonesia (Persero);DAOP 1 JAKARTA;JAWA;2011;10;<=10 th;ID
7;GD4211182;Gerbong;PT Kereta Api Indonesia (Persero);DAOP 1 JAKARTA;JAWA;2011;10;<=10 th;ID
7;GD4211184;Gerbong;PT Kereta Api Indonesia (Persero);DAOP 1 JAKARTA;JAWA;2011;10;<=10 th;ID
7;GD4211185;Gerbong;PT Kereta Api Indonesia (Persero);DAOP 1 JAKARTA;JAWA;2011;10;<=10 th;ID
7;GD4211186;Gerbong;PT Kereta Api Indonesia (Persero);DAOP 1 JAKARTA;JAWA;2011;10;<=10 th;ID
7;GD4211190;Gerbong;PT Kereta Api Indonesia (Persero);DAOP 1 JAKARTA;JAWA;2011;10;<=10 th;ID
7;GD4211191;Gerbong;PT Kereta Api Indonesia (Persero);DAOP 1 JAKARTA;JAWA;2011;10;<=10 th;ID
7;GD4211192;Gerbong;PT Kereta Api Indonesia (Persero);DAOP 1 JAKARTA;JAWA;2011;10;<=10 th;ID
7;GD4211195;Gerbong;PT Kereta Api Indonesia (Persero);DAOP 1 JAKARTA;JAWA;2011;10;<=10 th;ID
7;GD4211196;Gerbong;PT Kereta Api Indonesia (Persero);DAOP 1 JAKARTA;JAWA;2011;10;<=10 th;ID
7;GD4211197;Gerbong;PT Kereta Api Indonesia (Persero);DAOP 1 JAKARTA;JAWA;2011;10;<=10 th;ID
7;GD4211199;Gerbong;PT Kereta Api Indonesia (Persero);DAOP 1 JAKARTA;JAWA;2011;10;<=10 th;ID
7;GD4211200;Gerbong;PT Kereta Api Indonesia (Persero);DAOP 1 JAKARTA;JAWA;2011;10;<=10 th;ID
7;GD4211202;Gerbong;PT Kereta Api Indonesia (Persero);DAOP 1 JAKARTA;JAWA;2011;10;<=10 th;ID
7;GD4211203;Gerbong;PT Kereta Api Indonesia (Persero);DAOP 1 JAKARTA;JAWA;2011;10;<=10 th;ID
7;GD4211204;Gerbong;PT Kereta Api Indonesia (Persero);DAOP 1 JAKARTA;JAWA;2011;10;<=10 th;ID
7;GD4211207;Gerbong;PT Kereta Api Indonesia (Persero);DAOP 1 JAKARTA;JAWA;2011;10;<=10 th;ID
7;GD4211209;Gerbong;PT Kereta Api Indonesia (Persero);DAOP 1 JAKARTA;JAWA;2011;10;<=10 th;ID
7;GD4211210;Gerbong;PT Kereta Api Indonesia (Persero);DAOP 1 JAKARTA;JAWA;2011;10;<=10 th;ID
7;GD4211211;Gerbong;PT Kereta Api Indonesia (Persero);DAOP 1 JAKARTA;JAWA;2011;10;<=10 th;ID
7;GD4211212;Gerbong;PT Kereta Api Indonesia (Persero);DAOP 1 JAKARTA;JAWA;2011;10;<=10 th;ID
7;GD4211213;Gerbong;PT Kereta Api Indonesia (Persero);DAOP 1 JAKARTA;JAWA;2011;10;<=10 th;ID
7;GD4211214;Gerbong;PT Kereta Api Indonesia (Persero);DAOP 1 JAKARTA;JAWA;2011;10;<=10 th;ID
7;GD4211215;Gerbong;PT Kereta Api Indonesia (Persero);DAOP 1 JAKARTA;JAWA;2011;10;<=10 th;ID
7;GD4211217;Gerbong;PT Kereta Api Indonesia (Persero);DAOP 1 JAKARTA;JAWA;2011;10;<=10 th;ID
7;GD4211218;Gerbong;PT Kereta Api Indonesia (Persero);DAOP 1 JAKARTA;JAWA;2011;10;<=10 th;ID
7;GD4211219;Gerbong;PT Kereta Api Indonesia (Persero);DAOP 1 JAKARTA;JAWA;2011;10;<=10 th;ID
7;GD4211220;Gerbong;PT Kereta Api Indonesia (Persero);DAOP 1 JAKARTA;JAWA;2011;10;<=10 th;ID
7;GD4211221;Gerbong;PT Kereta Api Indonesia (Persero);DAOP 1 JAKARTA;JAWA;2011;10;<=10 th;ID
7;GD4211222;Gerbong;PT Kereta Api Indonesia (Persero);DAOP 1 JAKARTA;JAWA;2011;10;<=10 th;ID
7;GD4211224;Gerbong;PT Kereta Api Indonesia (Persero);DAOP 1 JAKARTA;JAWA;2011;10;<=10 th;ID
7;GD4211225;Gerbong;PT Kereta Api Indonesia (Persero);DAOP 1 JAKARTA;JAWA;2011;10;<=10 th;ID
7;GD4211228;Gerbong;PT Kereta Api Indonesia (Persero);DAOP 1 JAKARTA;JAWA;2011;10;<=10 th;ID
7;GD4211229;Gerbong;PT Kereta Api Indonesia (Persero);DAOP 1 JAKARTA;JAWA;2011;10;<=10 th;ID
7;GD4211230;Gerbong;PT Kereta Api Indonesia (Persero);DAOP 1 JAKARTA;JAWA;2011;10;<=10 th;ID
7;GD4211232;Gerbong;PT Kereta Api Indonesia (Persero);DAOP 1 JAKARTA;JAWA;2011;10;<=10 th;ID
7;GD4211233;Gerbong;PT Kereta Api Indonesia (Persero);DAOP 1 JAKARTA;JAWA;2011;10;<=10 th;ID
7;GD4211234;Gerbong;PT Kereta Api Indonesia (Persero);DAOP 1 JAKARTA;JAWA;2011;10;<=10 th;ID
7;GD4211236;Gerbong;PT Kereta Api Indonesia (Persero);DAOP 1 JAKARTA;JAWA;2011;10;<=10 th;ID
7;GD4211237;Gerbong;PT Kereta Api Indonesia (Persero);DAOP 1 JAKARTA;JAWA;2011;10;<=10 th;ID
7;GD4211238;Gerbong;PT Kereta Api Indonesia (Persero);DAOP 1 JAKARTA;JAWA;2011;10;<=10 th;ID
7;GD4211239;Gerbong;PT Kereta Api Indonesia (Persero);DAOP 1 JAKARTA;JAWA;2011;10;<=10 th;ID
7;GD4211240;Gerbong;PT Kereta Api Indonesia (Persero);DAOP 1 JAKARTA;JAWA;2011;10;<=10 th;ID
7;GD4211241;Gerbong;PT Kereta Api Indonesia (Persero);DAOP 1 JAKARTA;JAWA;2011;10;<=10 th;ID
7;GD4211242;Gerbong;PT Kereta Api Indonesia (Persero);DAOP 1 JAKARTA;JAWA;2011;10;<=10 th;ID
7;GD4211243;Gerbong;PT Kereta Api Indonesia (Persero);DAOP 1 JAKARTA;JAWA;2011;10;<=10 th;ID
7;GD4211244;Gerbong;PT Kereta Api Indonesia (Persero);DAOP 1 JAKARTA;JAWA;2011;10;<=10 th;ID
7;GD4211245;Gerbong;PT Kereta Api Indonesia (Persero);DAOP 1 JAKARTA;JAWA;2011;10;<=10 th;ID
7;GD4212222;Gerbong;PT Kereta Api Indonesia (Persero);DAOP 1 JAKARTA;JAWA;2012;9;<=10 th;ID
7;GD4212223;Gerbong;PT Kereta Api Indonesia (Persero);DAOP 1 JAKARTA;JAWA;2012;9;<=10 th;ID
7;GD4212224;Gerbong;PT Kereta Api Indonesia (Persero);DAOP 1 JAKARTA;JAWA;2012;9;<=10 th;ID
7;GD4212225;Gerbong;PT Kereta Api Indonesia (Persero);DAOP 1 JAKARTA;JAWA;2012;9;<=10 th;ID
7;GD4212226;Gerbong;PT Kereta Api Indonesia (Persero);DAOP 1 JAKARTA;JAWA;2012;9;<=10 th;ID
7;GD4212227;Gerbong;PT Kereta Api Indonesia (Persero);DAOP 1 JAKARTA;JAWA;2012;9;<=10 th;ID
7;GD4212228;Gerbong;PT Kereta Api Indonesia (Persero);DAOP 1 JAKARTA;JAWA;2012;9;<=10 th;ID
7;GD4212229;Gerbong;PT Kereta Api Indonesia (Persero);DAOP 1 JAKARTA;JAWA;2012;9;<=10 th;ID
7;GD4212230;Gerbong;PT Kereta Api Indonesia (Persero);DAOP 1 JAKARTA;JAWA;2012;9;<=10 th;ID
7;GD4212231;Gerbong;PT Kereta Api Indonesia (Persero);DAOP 1 JAKARTA;JAWA;2012;9;<=10 th;ID
7;GD4212232;Gerbong;PT Kereta Api Indonesia (Persero);DAOP 1 JAKARTA;JAWA;2012;9;<=10 th;ID
7;GD4212233;Gerbong;PT Kereta Api Indonesia (Persero);DAOP 1 JAKARTA;JAWA;2012;9;<=10 th;ID
7;GD4212235;Gerbong;PT Kereta Api Indonesia (Persero);DAOP 1 JAKARTA;JAWA;2012;9;<=10 th;ID
7;GD4212236;Gerbong;PT Kereta Api Indonesia (Persero);DAOP 1 JAKARTA;JAWA;2012;9;<=10 th;ID
7;GD4212237;Gerbong;PT Kereta Api Indonesia (Persero);DAOP 1 JAKARTA;JAWA;2012;9;<=10 th;ID
7;GD4212238;Gerbong;PT Kereta Api Indonesia (Persero);DAOP 1 JAKARTA;JAWA;2012;9;<=10 th;ID
7;GD4212239;Gerbong;PT Kereta Api Indonesia (Persero);DAOP 1 JAKARTA;JAWA;2012;9;<=10 th;ID
7;GD4212242;Gerbong;PT Kereta Api Indonesia (Persero);DAOP 1 JAKARTA;JAWA;2012;9;<=10 th;ID
7;GD4212243;Gerbong;PT Kereta Api Indonesia (Persero);DAOP 1 JAKARTA;JAWA;2012;9;<=10 th;ID
7;GD4212245;Gerbong;PT Kereta Api Indonesia (Persero);DAOP 1 JAKARTA;JAWA;2012;9;<=10 th;ID
7;GD4212246;Gerbong;PT Kereta Api Indonesia (Persero);DAOP 1 JAKARTA;JAWA;2012;9;<=10 th;ID
7;GD4212248;Gerbong;PT Kereta Api Indonesia (Persero);DAOP 1 JAKARTA;JAWA;2012;9;<=10 th;ID
7;GD4212249;Gerbong;PT Kereta Api Indonesia (Persero);DAOP 1 JAKARTA;JAWA;2012;9;<=10 th;ID
7;GD4212250;Gerbong;PT Kereta Api Indonesia (Persero);DAOP 1 JAKARTA;JAWA;2012;9;<=10 th;ID
7;GD4212251;Gerbong;PT Kereta Api Indonesia (Persero);DAOP 1 JAKARTA;JAWA;2012;9;<=10 th;ID
7;GD4212252;Gerbong;PT Kereta Api Indonesia (Persero);DAOP 1 JAKARTA;JAWA;2012;9;<=10 th;ID
7;GD4212253;Gerbong;PT Kereta Api Indonesia (Persero);DAOP 1 JAKARTA;JAWA;2012;9;<=10 th;ID
7;GD4212254;Gerbong;PT Kereta Api Indonesia (Persero);DAOP 1 JAKARTA;JAWA;2012;9;<=10 th;ID
7;GD4212255;Gerbong;PT Kereta Api Indonesia (Persero);DAOP 1 JAKARTA;JAWA;2012;9;<=10 th;ID
7;GD4212256;Gerbong;PT Kereta Api Indonesia (Persero);DAOP 1 JAKARTA;JAWA;2012;9;<=10 th;ID
7;GD4212258;Gerbong;PT Kereta Api Indonesia (Persero);DAOP 1 JAKARTA;JAWA;2012;9;<=10 th;ID
7;GD4212259;Gerbong;PT Kereta Api Indonesia (Persero);DAOP 1 JAKARTA;JAWA;2012;9;<=10 th;ID
7;GD4212261;Gerbong;PT Kereta Api Indonesia (Persero);DAOP 1 JAKARTA;JAWA;2012;9;<=10 th;ID
7;GD4212262;Gerbong;PT Kereta Api Indonesia (Persero);DAOP 1 JAKARTA;JAWA;2012;9;<=10 th;ID
7;GD4212263;Gerbong;PT Kereta Api Indonesia (Persero);DAOP 1 JAKARTA;JAWA;2012;9;<=10 th;ID
7;GD4212264;Gerbong;PT Kereta Api Indonesia (Persero);DAOP 1 JAKARTA;JAWA;2012;9;<=10 th;ID
7;GD4212265;Gerbong;PT Kereta Api Indonesia (Persero);DAOP 1 JAKARTA;JAWA;2012;9;<=10 th;ID
7;GD4212266;Gerbong;PT Kereta Api Indonesia (Persero);DAOP 1 JAKARTA;JAWA;2012;9;<=10 th;ID
7;GD4212267;Gerbong;PT Kereta Api Indonesia (Persero);DAOP 1 JAKARTA;JAWA;2012;9;<=10 th;ID
7;GD4212268;Gerbong;PT Kereta Api Indonesia (Persero);DAOP 1 JAKARTA;JAWA;2012;9;<=10 th;ID
7;GD4212269;Gerbong;PT Kereta Api Indonesia (Persero);DAOP 1 JAKARTA;JAWA;2012;9;<=10 th;ID
7;GD4212270;Gerbong;PT Kereta Api Indonesia (Persero);DAOP 1 JAKARTA;JAWA;2012;9;<=10 th;ID
7;GD4212272;Gerbong;PT Kereta Api Indonesia (Persero);DAOP 1 JAKARTA;JAWA;2012;9;<=10 th;ID
7;GD4212273;Gerbong;PT Kereta Api Indonesia (Persero);DAOP 1 JAKARTA;JAWA;2012;9;<=10 th;ID
7;GD4212274;Gerbong;PT Kereta Api Indonesia (Persero);DAOP 1 JAKARTA;JAWA;2012;9;<=10 th;ID
7;GD4212275;Gerbong;PT Kereta Api Indonesia (Persero);DAOP 1 JAKARTA;JAWA;2012;9;<=10 th;ID
