,NOMOR_IDENTITAS,DAOP,DEPO,JENIS,TAHUN,NAMA_DAOP2,NAMA_DEPO,KODE_DEPO
263,GD421161,DAOP 1,RK,GERBONG,11,DAOP 1,DEPO KERETA RK,57.0
264,GD421162,DAOP 1,RK,GERBONG,11,DAOP 1,DEPO KERETA RK,57.0
265,GD421163,DAOP 1,RK,GERBONG,11,DAOP 1,DEPO KERETA RK,57.0
266,GD421164,DAOP 1,RK,GERBONG,11,DAOP 1,DEPO KERETA RK,57.0
267,GD421185,DAOP 1,RK,GERBONG,11,DAOP 1,DEPO KERETA RK,57.0
268,GD421186,DAOP 1,RK,GERBONG,11,DAOP 1,DEPO KERETA RK,57.0
269,GD421187,DAOP 1,RK,GERBONG,11,DAOP 1,DEPO KERETA RK,57.0
270,GD421188,DAOP 1,RK,GERBONG,11,DAOP 1,DEPO KERETA RK,57.0
271,GD421189,DAOP 1,RK,GERBONG,11,DAOP 1,DEPO KERETA RK,57.0
272,GD421190,DAOP 1,RK,GERBONG,11,DAOP 1,DEPO KERETA RK,57.0
273,GD421191,DAOP 1,RK,GERBONG,11,DAOP 1,DEPO KERETA RK,57.0
274,GD421192,DAOP 1,RK,GERBONG,11,DAOP 1,DEPO KERETA RK,57.0
275,GD421193,DAOP 1,RK,GERBONG,11,DAOP 1,DEPO KERETA RK,57.0
276,GD421194,DAOP 1,RK,GERBONG,11,DAOP 1,DEPO KERETA RK,57.0
277,GD421195,DAOP 1,RK,GERBONG,11,DAOP 1,DEPO KERETA RK,57.0
278,GD421196,DAOP 1,RK,GERBONG,11,DAOP 1,DEPO KERETA RK,57.0
279,GD421197,DAOP 1,RK,GERBONG,11,DAOP 1,DEPO KERETA RK,57.0
280,GD421198,DAOP 1,RK,GERBONG,11,DAOP 1,DEPO KERETA RK,57.0
281,GD421199,DAOP 1,RK,GERBONG,11,DAOP 1,DEPO KERETA RK,57.0
282,GD4212221,DIVRE 3,SIG,GERBONG,12,DIVRE III,DEPO GERBONG SIG,82.0
283,GD4212222,DAOP 1,JAKG,GERBONG,12,DAOP 1,DEPO GERBONG JAKG,19.0
284,GD4212223,DAOP 8,SDT,GERBONG,12,DAOP 8,DEPO GERBONG SDT,64.0
285,GD4212224,DAOP 1,JAKG,GERBONG,12,DAOP 1,DEPO GERBONG JAKG,19.0
286,GD4212225,DAOP 1,RK,GERBONG,12,DAOP 1,DEPO KERETA RK,57.0
287,GD4212226,DAOP 1,JAKG,GERBONG,12,DAOP 1,DEPO GERBONG JAKG,19.0
288,GD4212227,DAOP 1,JAKG,GERBONG,12,DAOP 1,DEPO GERBONG JAKG,19.0
289,GD4212229,DAOP 1,RK,GERBONG,12,DAOP 1,DEPO KERETA RK,57.0
290,GD4212230,DAOP 1,JAKG,GERBONG,12,DAOP 1,DEPO GERBONG JAKG,19.0
291,GD4212231,DAOP 1,RK,GERBONG,12,DAOP 1,DEPO KERETA RK,57.0
292,GD4212232,DAOP 8,SDT,GERBONG,12,DAOP 8,DEPO GERBONG SDT,64.0
293,GD4212233,DIVRE 3,SIG,GERBONG,12,DIVRE III,DEPO GERBONG SIG,82.0
294,GD4212234,DIVRE 3,SIG,GERBONG,12,DIVRE III,DEPO GERBONG SIG,82.0
295,GD4212235,DAOP 1,RK,GERBONG,12,DAOP 1,DEPO KERETA RK,57.0
296,GD4212236,DAOP 1,RK,GERBONG,12,DAOP 1,DEPO KERETA RK,57.0
297,GD4212237,DAOP 1,RK,GERBONG,12,DAOP 1,DEPO KERETA RK,57.0
298,GD4212238,DAOP 8,SDT,GERBONG,12,DAOP 8,DEPO GERBONG SDT,64.0
299,GD4212239,DAOP 1,JAKG,GERBONG,12,DAOP 1,DEPO GERBONG JAKG,19.0
300,GD4212240,DAOP 8,SDT,GERBONG,12,DAOP 8,DEPO GERBONG SDT,64.0
301,GD4212241,DIVRE 3,SIG,GERBONG,12,DIVRE III,DEPO GERBONG SIG,82.0
302,GD4212242,DAOP 1,JAKG,GERBONG,12,DAOP 1,DEPO GERBONG JAKG,19.0
303,GD4212243,DAOP 1,JAKG,GERBONG,12,DAOP 1,DEPO GERBONG JAKG,19.0
304,GD4212244,DIVRE 3,SIG,GERBONG,12,DIVRE III,DEPO GERBONG SIG,82.0
305,GD4212245,DAOP 8,SDT,GERBONG,12,DAOP 8,DEPO GERBONG SDT,64.0
306,GD4212246,DAOP 1,JAKG,GERBONG,12,DAOP 1,DEPO GERBONG JAKG,19.0
307,GD4212247,DAOP 8,SDT,GERBONG,12,DAOP 8,DEPO GERBONG SDT,64.0
308,GD4212248,DAOP 1,JAKG,GERBONG,12,DAOP 1,DEPO GERBONG JAKG,19.0
309,GD4212249,DAOP 1,RK,GERBONG,12,DAOP 1,DEPO KERETA RK,57.0
310,GD4212250,DAOP 1,RK,GERBONG,12,DAOP 1,DEPO KERETA RK,57.0
311,GD4212251,DAOP 1,RK,GERBONG,12,DAOP 1,DEPO KERETA RK,57.0
312,GD4212252,DAOP 1,RK,GERBONG,12,DAOP 1,DEPO KERETA RK,57.0
313,GD4212253,DAOP 1,RK,GERBONG,12,DAOP 1,DEPO KERETA RK,57.0
314,GD4212254,DAOP 1,RK,GERBONG,12,DAOP 1,DEPO KERETA RK,57.0
315,GD4212255,DAOP 1,JAKG,GERBONG,12,DAOP 1,DEPO GERBONG JAKG,19.0
316,GD4212256,DAOP 1,JAKG,GERBONG,12,DAOP 1,DEPO GERBONG JAKG,19.0
317,GD4212257,DIVRE 3,SIG,GERBONG,12,DIVRE III,DEPO GERBONG SIG,82.0
318,GD4212258,DAOP 1,JAKG,GERBONG,12,DAOP 1,DEPO GERBONG JAKG,19.0
319,GD4212259,DAOP 8,SDT,GERBONG,12,DAOP 8,DEPO GERBONG SDT,64.0
320,GD4212260,DIVRE 3,SIG,GERBONG,12,DIVRE III,DEPO GERBONG SIG,82.0
321,GD4212261,DAOP 8,SDT,GERBONG,12,DAOP 8,DEPO GERBONG SDT,64.0
322,GD4212262,DAOP 1,JAKG,GERBONG,12,DAOP 1,DEPO GERBONG JAKG,19.0
323,GD4212263,DAOP 1,JAKG,GERBONG,12,DAOP 1,DEPO GERBONG JAKG,19.0
324,GD4212264,DAOP 1,JAKG,GERBONG,12,DAOP 1,DEPO GERBONG JAKG,19.0
325,GD4212265,DAOP 1,JAKG,GERBONG,12,DAOP 1,DEPO GERBONG JAKG,19.0
326,GD4212266,DAOP 8,SDT,GERBONG,12,DAOP 8,DEPO GERBONG SDT,64.0
327,GD4212267,DAOP 1,JAKG,GERBONG,12,DAOP 1,DEPO GERBONG JAKG,19.0
328,GD4212268,DAOP 1,JAKG,GERBONG,12,DAOP 1,DEPO GERBONG JAKG,19.0
329,GD4212269,DAOP 8,SDT,GERBONG,12,DAOP 8,DEPO GERBONG SDT,64.0
330,GD4212270,DAOP 1,JAKG,GERBONG,12,DAOP 1,DEPO GERBONG JAKG,19.0
331,GD4212271,DAOP 8,SDT,GERBONG,12,DAOP 8,DEPO GERBONG SDT,64.0
332,GD4212272,DAOP 1,RK,GERBONG,12,DAOP 1,DEPO KERETA RK,57.0
333,GD4212273,DAOP 1,RK,GERBONG,12,DAOP 1,DEPO KERETA RK,57.0
334,GD4212274,DAOP 1,RK,GERBONG,12,DAOP 1,DEPO KERETA RK,57.0
335,GD4212275,DAOP 1,RK,GERBONG,12,DAOP 1,DEPO KERETA RK,57.0
336,GD4212276,DAOP 1,JAKG,GERBONG,12,DAOP 1,DEPO GERBONG JAKG,19.0
337,GD4212277,DAOP 1,RK,GERBONG,12,DAOP 1,DEPO KERETA RK,57.0
338,GD4212278,DAOP 1,RK,GERBONG,12,DAOP 1,DEPO KERETA RK,57.0
339,GD4212280,DAOP 1,RK,GERBONG,12,DAOP 1,DEPO KERETA RK,57.0
340,GD4212281,DAOP 1,RK,GERBONG,12,DAOP 1,DEPO KERETA RK,57.0
341,GD4212282,DAOP 1,RK,GERBONG,12,DAOP 1,DEPO KERETA RK,57.0
342,GD4212283,DAOP 8,SDT,GERBONG,12,DAOP 8,DEPO GERBONG SDT,64.0
343,GD4212284,DAOP 1,JAKG,GERBONG,12,DAOP 1,DEPO GERBONG JAKG,19.0
344,GD4212285,DAOP 1,JAKG,GERBONG,12,DAOP 1,DEPO GERBONG JAKG,19.0
345,GD4212286,DAOP 8,SDT,GERBONG,12,DAOP 8,DEPO GERBONG SDT,64.0
346,GD4212287,DAOP 1,JAKG,GERBONG,12,DAOP 1,DEPO GERBONG JAKG,19.0
347,GD4212288,DAOP 8,SDT,GERBONG,12,DAOP 8,DEPO GERBONG SDT,64.0
348,GD4212289,DAOP 1,RK,GERBONG,12,DAOP 1,DEPO KERETA RK,57.0
349,GD4212290,DAOP 1,RK,GERBONG,12,DAOP 1,DEPO KERETA RK,57.0
350,GD4212291,DAOP 1,RK,GERBONG,12,DAOP 1,DEPO KERETA RK,57.0
351,GD4212292,DAOP 1,RK,GERBONG,12,DAOP 1,DEPO KERETA RK,57.0
352,GD4212293,DAOP 1,RK,GERBONG,12,DAOP 1,DEPO KERETA RK,57.0
353,GD4212294,DAOP 1,RK,GERBONG,12,DAOP 1,DEPO KERETA RK,57.0
354,GD4212295,DAOP 1,RK,GERBONG,12,DAOP 1,DEPO KERETA RK,57.0
355,GD4212296,DAOP 1,RK,GERBONG,12,DAOP 1,DEPO KERETA RK,57.0
356,GD4212297,DAOP 8,SDT,GERBONG,12,DAOP 8,DEPO GERBONG SDT,64.0
357,GD4212298,DAOP 1,JAKG,GERBONG,12,DAOP 1,DEPO GERBONG JAKG,19.0
358,GD4212299,DAOP 8,SDT,GERBONG,12,DAOP 8,DEPO GERBONG SDT,64.0
359,GD4212300,DAOP 1,JAKG,GERBONG,12,DAOP 1,DEPO GERBONG JAKG,19.0
360,GD4212301,DAOP 1,JAKG,GERBONG,12,DAOP 1,DEPO GERBONG JAKG,19.0
361,GD4212302,DAOP 1,RK,GERBONG,12,DAOP 1,DEPO KERETA RK,57.0
362,GD4212303,DAOP 1,RK,GERBONG,12,DAOP 1,DEPO KERETA RK,57.0
363,GD4212304,DAOP 1,RK,GERBONG,12,DAOP 1,DEPO KERETA RK,57.0
364,GD4212305,DAOP 1,JAKG,GERBONG,12,DAOP 1,DEPO GERBONG JAKG,19.0
365,GD4212306,DAOP 1,JAKG,GERBONG,12,DAOP 1,DEPO GERBONG JAKG,19.0
366,GD4212307,DAOP 1,JAKG,GERBONG,12,DAOP 1,DEPO GERBONG JAKG,19.0
367,GD4212308,DAOP 1,JAKG,GERBONG,12,DAOP 1,DEPO GERBONG JAKG,19.0
368,GD4212309,DAOP 1,JAKG,GERBONG,12,DAOP 1,DEPO GERBONG JAKG,19.0
369,GD4212310,DAOP 8,SDT,GERBONG,12,DAOP 8,DEPO GERBONG SDT,64.0
370,GD4212311,DAOP 1,JAKG,GERBONG,12,DAOP 1,DEPO GERBONG JAKG,19.0
371,GD4212312,DAOP 8,SDT,GERBONG,12,DAOP 8,DEPO GERBONG SDT,64.0
372,GD4212313,DAOP 1,JAKG,GERBONG,12,DAOP 1,DEPO GERBONG JAKG,19.0
373,GD4212314,DIVRE 3,SIG,GERBONG,12,DIVRE III,DEPO GERBONG SIG,82.0
374,GD4212315,DAOP 1,JAKG,GERBONG,12,DAOP 1,DEPO GERBONG JAKG,19.0
375,GD4212316,DAOP 1,JAKG,GERBONG,12,DAOP 1,DEPO GERBONG JAKG,19.0
376,GD4212317,DAOP 1,JAKG,GERBONG,12,DAOP 1,DEPO GERBONG JAKG,19.0
377,GD4212318,DIVRE 3,SIG,GERBONG,12,DIVRE III,DEPO GERBONG SIG,82.0
378,GD4212319,DAOP 1,JAKG,GERBONG,12,DAOP 1,DEPO GERBONG JAKG,19.0
379,GD4212320,DAOP 1,JAKG,GERBONG,12,DAOP 1,DEPO GERBONG JAKG,19.0
380,GD4212321,DAOP 1,RK,GERBONG,12,DAOP 1,DEPO KERETA RK,57.0
381,GD4212322,DAOP 1,RK,GERBONG,12,DAOP 1,DEPO KERETA RK,57.0
382,GD4212323,DAOP 1,RK,GERBONG,12,DAOP 1,DEPO KERETA RK,57.0
383,GD4212324,DAOP 1,RK,GERBONG,12,DAOP 1,DEPO KERETA RK,57.0
384,GD4212325,DIVRE 3,SIG,GERBONG,12,DIVRE III,DEPO GERBONG SIG,82.0
385,GD4212326,DAOP 8,SDT,GERBONG,12,DAOP 8,DEPO GERBONG SDT,64.0
386,GD4212327,DIVRE 3,SIG,GERBONG,12,DIVRE III,DEPO GERBONG SIG,82.0
387,GD4212328,DAOP 1,JAKG,GERBONG,12,DAOP 1,DEPO GERBONG JAKG,19.0
388,GD4212329,DAOP 1,JAKG,GERBONG,12,DAOP 1,DEPO GERBONG JAKG,19.0
389,GD4212330,DAOP 8,SDT,GERBONG,12,DAOP 8,DEPO GERBONG SDT,64.0
390,GD4212331,DAOP 1,JAKG,GERBONG,12,DAOP 1,DEPO GERBONG JAKG,19.0
391,GD4212332,DAOP 1,JAKG,GERBONG,12,DAOP 1,DEPO GERBONG JAKG,19.0
392,GD4212333,DAOP 1,JAKG,GERBONG,12,DAOP 1,DEPO GERBONG JAKG,19.0
393,GD4212334,DIVRE 3,SIG,GERBONG,12,DIVRE III,DEPO GERBONG SIG,82.0
394,GD4212335,DAOP 1,RK,GERBONG,12,DAOP 1,DEPO KERETA RK,57.0
395,GD4212336,DAOP 1,JAKG,GERBONG,12,DAOP 1,DEPO GERBONG JAKG,19.0
396,GD4212337,DAOP 1,JAKG,GERBONG,12,DAOP 1,DEPO GERBONG JAKG,19.0
397,GD4212338,DAOP 1,JAKG,GERBONG,12,DAOP 1,DEPO GERBONG JAKG,19.0
398,GD4212339,DAOP 1,JAKG,GERBONG,12,DAOP 1,DEPO GERBONG JAKG,19.0
399,GD4212340,DAOP 1,RK,GERBONG,12,DAOP 1,DEPO KERETA RK,57.0
400,GD4212368,DAOP 1,RK,GERBONG,12,DAOP 1,DEPO KERETA RK,57.0
401,GD4212384,DAOP 8,SDT,GERBONG,12,DAOP 8,DEPO GERBONG SDT,64.0
402,GD4212421,DAOP 1,JAKG,GERBONG,12,DAOP 1,DEPO GERBONG JAKG,19.0
403,GD4212422,DAOP 1,JAKG,GERBONG,12,DAOP 1,DEPO GERBONG JAKG,19.0
404,GD4212423,DAOP 1,JAKG,GERBONG,12,DAOP 1,DEPO GERBONG JAKG,19.0
405,GD4212424,DIVRE 3,SIG,GERBONG,12,DIVRE III,DEPO GERBONG SIG,82.0
406,GD4212425,DAOP 1,JAKG,GERBONG,12,DAOP 1,DEPO GERBONG JAKG,19.0
407,GD4212426,DIVRE 3,SIG,GERBONG,12,DIVRE III,DEPO GERBONG SIG,82.0
408,GD4212427,DIVRE 3,SIG,GERBONG,12,DIVRE III,DEPO GERBONG SIG,82.0
409,GD4212428,DAOP 8,SDT,GERBONG,12,DAOP 8,DEPO GERBONG SDT,64.0
410,GD4212429,DAOP 8,SDT,GERBONG,12,DAOP 8,DEPO GERBONG SDT,64.0
411,GD4212430,DAOP 1,JAKG,GERBONG,12,DAOP 1,DEPO GERBONG JAKG,19.0
412,GD4212431,DAOP 1,JAKG,GERBONG,12,DAOP 1,DEPO GERBONG JAKG,19.0
413,GD4212432,DAOP 8,SDT,GERBONG,12,DAOP 8,DEPO GERBONG SDT,64.0
414,GD4212433,DAOP 1,JAKG,GERBONG,12,DAOP 1,DEPO GERBONG JAKG,19.0
415,GD4212434,DAOP 8,SDT,GERBONG,12,DAOP 8,DEPO GERBONG SDT,64.0
416,GD4212435,DAOP 8,SDT,GERBONG,12,DAOP 8,DEPO GERBONG SDT,64.0
417,GD4212436,DAOP 8,SDT,GERBONG,12,DAOP 8,DEPO GERBONG SDT,64.0
418,GD4212437,DAOP 8,SDT,GERBONG,12,DAOP 8,DEPO GERBONG SDT,64.0
419,GD4212438,DIVRE 3,SIG,GERBONG,12,DIVRE III,DEPO GERBONG SIG,82.0
420,GD4212439,DAOP 1,JAKG,GERBONG,12,DAOP 1,DEPO GERBONG JAKG,19.0
421,GD4212440,DIVRE 3,SIG,GERBONG,12,DIVRE III,DEPO GERBONG SIG,82.0
422,GD4212441,DAOP 1,JAKG,GERBONG,12,DAOP 1,DEPO GERBONG JAKG,19.0
423,GD4212442,DAOP 1,JAKG,GERBONG,12,DAOP 1,DEPO GERBONG JAKG,19.0
424,GD4212443,DAOP 1,JAKG,GERBONG,12,DAOP 1,DEPO GERBONG JAKG,19.0
425,GD4212444,DAOP 8,SDT,GERBONG,12,DAOP 8,DEPO GERBONG SDT,64.0
426,GD4212445,DAOP 1,JAKG,GERBONG,12,DAOP 1,DEPO GERBONG JAKG,19.0
427,GD4212446,DAOP 1,JAKG,GERBONG,12,DAOP 1,DEPO GERBONG JAKG,19.0
428,GD4212447,DAOP 8,SDT,GERBONG,12,DAOP 8,DEPO GERBONG SDT,64.0
429,GD4212448,DAOP 1,JAKG,GERBONG,12,DAOP 1,DEPO GERBONG JAKG,19.0
430,GD4212449,DAOP 8,SDT,GERBONG,12,DAOP 8,DEPO GERBONG SDT,64.0
431,GD4212450,DAOP 1,JAKG,GERBONG,12,DAOP 1,DEPO GERBONG JAKG,19.0
432,GD4212451,DAOP 1,JAKG,GERBONG,12,DAOP 1,DEPO GERBONG JAKG,19.0
433,GD4212452,DAOP 1,JAKG,GERBONG,12,DAOP 1,DEPO GERBONG JAKG,19.0
434,GD4212453,DAOP 1,RK,GERBONG,12,DAOP 1,DEPO KERETA RK,57.0
435,GD4212454,DAOP 1,JAKG,GERBONG,12,DAOP 1,DEPO GERBONG JAKG,19.0
436,GD4212455,DIVRE 3,SIG,GERBONG,12,DIVRE III,DEPO GERBONG SIG,82.0
437,GD4212456,DIVRE 3,SIG,GERBONG,12,DIVRE III,DEPO GERBONG SIG,82.0
438,GD4212457,DAOP 1,JAKG,GERBONG,12,DAOP 1,DEPO GERBONG JAKG,19.0
439,GD4212458,DAOP 1,JAKG,GERBONG,12,DAOP 1,DEPO GERBONG JAKG,19.0
440,GD4212459,DAOP 1,JAKG,GERBONG,12,DAOP 1,DEPO GERBONG JAKG,19.0
441,GD4212460,DIVRE 3,SIG,GERBONG,12,DIVRE III,DEPO GERBONG SIG,82.0
442,GD4212461,DIVRE 3,SIG,GERBONG,12,DIVRE III,DEPO GERBONG SIG,82.0
443,GD4212462,DAOP 1,JAKG,GERBONG,12,DAOP 1,DEPO GERBONG JAKG,19.0
444,GD4212463,DAOP 1,JAKG,GERBONG,12,DAOP 1,DEPO GERBONG JAKG,19.0
445,GD4212464,DAOP 1,JAKG,GERBONG,12,DAOP 1,DEPO GERBONG JAKG,19.0
446,GD4212465,DAOP 1,JAKG,GERBONG,12,DAOP 1,DEPO GERBONG JAKG,19.0
447,GD4212466,DIVRE 3,SIG,GERBONG,12,DIVRE III,DEPO GERBONG SIG,82.0
448,GD4212467,DAOP 1,JAKG,GERBONG,12,DAOP 1,DEPO GERBONG JAKG,19.0
449,GD4212468,DIVRE 3,SIG,GERBONG,12,DIVRE III,DEPO GERBONG SIG,82.0
450,GD4212469,DAOP 1,JAKG,GERBONG,12,DAOP 1,DEPO GERBONG JAKG,19.0
451,GD4212470,DIVRE 3,SIG,GERBONG,12,DIVRE III,DEPO GERBONG SIG,82.0
452,GD4212471,DAOP 1,JAKG,GERBONG,12,DAOP 1,DEPO GERBONG JAKG,19.0
453,GD4212472,DIVRE 3,SIG,GERBONG,12,DIVRE III,DEPO GERBONG SIG,82.0
454,GD4212473,DAOP 1,JAKG,GERBONG,12,DAOP 1,DEPO GERBONG JAKG,19.0
455,GD4212474,DAOP 1,JAKG,GERBONG,12,DAOP 1,DEPO GERBONG JAKG,19.0
456,GD4212475,DIVRE 3,SIG,GERBONG,12,DIVRE III,DEPO GERBONG SIG,82.0
457,GD4212476,DAOP 1,JAKG,GERBONG,12,DAOP 1,DEPO GERBONG JAKG,19.0
458,GD4212477,DAOP 1,JAKG,GERBONG,12,DAOP 1,DEPO GERBONG JAKG,19.0
459,GD4212478,DAOP 1,JAKG,GERBONG,12,DAOP 1,DEPO GERBONG JAKG,19.0
460,GD4212479,DAOP 8,SDT,GERBONG,12,DAOP 8,DEPO GERBONG SDT,64.0
461,GD4212480,DAOP 1,JAKG,GERBONG,12,DAOP 1,DEPO GERBONG JAKG,19.0
462,GD4212484,DAOP 8,SDT,GERBONG,12,DAOP 8,DEPO GERBONG SDT,64.0
463,GD4212485,DAOP 1,JAKG,GERBONG,12,DAOP 1,DEPO GERBONG JAKG,19.0
464,GD4212486,DAOP 1,JAKG,GERBONG,12,DAOP 1,DEPO GERBONG JAKG,19.0
465,GD4212487,DIVRE 3,SIG,GERBONG,12,DIVRE III,DEPO GERBONG SIG,82.0
466,GD4212488,DAOP 8,SDT,GERBONG,12,DAOP 8,DEPO GERBONG SDT,64.0
467,GD4212489,DAOP 1,JAKG,GERBONG,12,DAOP 1,DEPO GERBONG JAKG,19.0
468,GD4212490,DIVRE 3,SIG,GERBONG,12,DIVRE III,DEPO GERBONG SIG,82.0
469,GD4212492,DAOP 8,SDT,GERBONG,12,DAOP 8,DEPO GERBONG SDT,64.0
470,GD4212493,DAOP 1,JAKG,GERBONG,12,DAOP 1,DEPO GERBONG JAKG,19.0
471,GD4212494,DIVRE 3,SIG,GERBONG,12,DIVRE III,DEPO GERBONG SIG,82.0
472,GD4212496,DAOP 1,JAKG,GERBONG,12,DAOP 1,DEPO GERBONG JAKG,19.0
473,GD4212497,DAOP 8,SDT,GERBONG,12,DAOP 8,DEPO GERBONG SDT,64.0
474,GD4212498,DAOP 8,SDT,GERBONG,12,DAOP 8,DEPO GERBONG SDT,64.0
475,GD4212499,DAOP 1,JAKG,GERBONG,12,DAOP 1,DEPO GERBONG JAKG,19.0
476,GD4212500,DIVRE 3,SIG,GERBONG,12,DIVRE III,DEPO GERBONG SIG,82.0
477,GD4212501,DAOP 1,JAKG,GERBONG,12,DAOP 1,DEPO GERBONG JAKG,19.0
478,GD4212502,DAOP 1,JAKG,GERBONG,12,DAOP 1,DEPO GERBONG JAKG,19.0
479,GD4212503,DAOP 1,JAKG,GERBONG,12,DAOP 1,DEPO GERBONG JAKG,19.0
480,GD4212504,DAOP 1,JAKG,GERBONG,12,DAOP 1,DEPO GERBONG JAKG,19.0
481,GD4212505,DAOP 8,SDT,GERBONG,12,DAOP 8,DEPO GERBONG SDT,64.0
482,GD4212506,DAOP 8,SDT,GERBONG,12,DAOP 8,DEPO GERBONG SDT,64.0
483,GD4212507,DAOP 8,SDT,GERBONG,12,DAOP 8,DEPO GERBONG SDT,64.0
484,GD4212508,DAOP 8,SDT,GERBONG,12,DAOP 8,DEPO GERBONG SDT,64.0
485,GD4212509,DAOP 1,JAKG,GERBONG,12,DAOP 1,DEPO GERBONG JAKG,19.0
486,GD4212510,DAOP 1,JAKG,GERBONG,12,DAOP 1,DEPO GERBONG JAKG,19.0
487,GD4212516,DAOP 8,SDT,GERBONG,12,DAOP 8,DEPO GERBONG SDT,64.0
488,GD421301,DAOP 1,JAKG,GERBONG,13,DAOP 1,DEPO GERBONG JAKG,19.0
489,GD421302,DAOP 8,SDT,GERBONG,13,DAOP 8,DEPO GERBONG SDT,64.0
490,GD421303,DAOP 1,JAKG,GERBONG,13,DAOP 1,DEPO GERBONG JAKG,19.0
491,GD421304,DAOP 1,JAKG,GERBONG,13,DAOP 1,DEPO GERBONG JAKG,19.0
492,GD421305,DAOP 1,JAKG,GERBONG,13,DAOP 1,DEPO GERBONG JAKG,19.0
493,GD421306,DAOP 1,JAKG,GERBONG,13,DAOP 1,DEPO GERBONG JAKG,19.0
494,GD421308,DAOP 1,JAKG,GERBONG,13,DAOP 1,DEPO GERBONG JAKG,19.0
495,GD421309,DAOP 1,JAKG,GERBONG,13,DAOP 1,DEPO GERBONG JAKG,19.0
496,GD421310,DAOP 8,SDT,GERBONG,13,DAOP 8,DEPO GERBONG SDT,64.0
497,GD421311,DAOP 8,SDT,GERBONG,13,DAOP 8,DEPO GERBONG SDT,64.0
498,GD421312,DAOP 1,JAKG,GERBONG,13,DAOP 1,DEPO GERBONG JAKG,19.0
499,GD421313,DAOP 8,SDT,GERBONG,13,DAOP 8,DEPO GERBONG SDT,64.0
500,GD421314,DAOP 1,JAKG,GERBONG,13,DAOP 1,DEPO GERBONG JAKG,19.0
501,GD421316,DAOP 1,JAKG,GERBONG,13,DAOP 1,DEPO GERBONG JAKG,19.0
502,GD421317,DIVRE 3,SIG,GERBONG,13,DIVRE III,DEPO GERBONG SIG,82.0
503,GD4213179,DAOP 8,SDT,GERBONG,13,DAOP 8,DEPO GERBONG SDT,64.0
504,GD421318,DIVRE 3,SIG,GERBONG,13,DIVRE III,DEPO GERBONG SIG,82.0
505,GD4213181,DAOP 8,SDT,GERBONG,13,DAOP 8,DEPO GERBONG SDT,64.0
506,GD4213183,DAOP 1,JAKG,GERBONG,13,DAOP 1,DEPO GERBONG JAKG,19.0
507,GD4213186,DAOP 1,JAKG,GERBONG,13,DAOP 1,DEPO GERBONG JAKG,19.0
508,GD421319,DAOP 1,JAKG,GERBONG,13,DAOP 1,DEPO GERBONG JAKG,19.0
509,GD4213194,DAOP 1,JAKG,GERBONG,13,DAOP 1,DEPO GERBONG JAKG,19.0
510,GD4213195,DIVRE 3,SIG,GERBONG,13,DIVRE III,DEPO GERBONG SIG,82.0
511,GD4213196,DAOP 1,JAKG,GERBONG,13,DAOP 1,DEPO GERBONG JAKG,19.0
512,GD421320,DAOP 8,SDT,GERBONG,13,DAOP 8,DEPO GERBONG SDT,64.0
513,GD421321,DIVRE 3,SIG,GERBONG,13,DIVRE III,DEPO GERBONG SIG,82.0
514,GD4213211,DAOP 1,JAKG,GERBONG,13,DAOP 1,DEPO GERBONG JAKG,19.0
515,GD4213213,DAOP 8,SDT,GERBONG,13,DAOP 8,DEPO GERBONG SDT,64.0
516,GD4213214,DAOP 1,JAKG,GERBONG,13,DAOP 1,DEPO GERBONG JAKG,19.0
517,GD4213217,DIVRE 3,SIG,GERBONG,13,DIVRE III,DEPO GERBONG SIG,82.0
518,GD4213218,DAOP 1,JAKG,GERBONG,13,DAOP 1,DEPO GERBONG JAKG,19.0
519,GD4213219,DAOP 8,SDT,GERBONG,13,DAOP 8,DEPO GERBONG SDT,64.0
520,GD421322,DIVRE 3,SIG,GERBONG,13,DIVRE III,DEPO GERBONG SIG,82.0
521,GD4213221,DIVRE 3,SIG,GERBONG,13,DIVRE III,DEPO GERBONG SIG,82.0
522,GD4213222,DAOP 1,JAKG,GERBONG,13,DAOP 1,DEPO GERBONG JAKG,19.0
523,GD4213223,DAOP 1,JAKG,GERBONG,13,DAOP 1,DEPO GERBONG JAKG,19.0
524,GD4213224,DAOP 1,JAKG,GERBONG,13,DAOP 1,DEPO GERBONG JAKG,19.0
525,GD4213225,DAOP 8,SDT,GERBONG,13,DAOP 8,DEPO GERBONG SDT,64.0
526,GD421323,DAOP 1,JAKG,GERBONG,13,DAOP 1,DEPO GERBONG JAKG,19.0
527,GD4213236,DAOP 1,JAKG,GERBONG,13,DAOP 1,DEPO GERBONG JAKG,19.0
528,GD4213242,DAOP 1,JAKG,GERBONG,13,DAOP 1,DEPO GERBONG JAKG,19.0
529,GD4213243,DAOP 1,JAKG,GERBONG,13,DAOP 1,DEPO GERBONG JAKG,19.0
530,GD4213244,DAOP 1,JAKG,GERBONG,13,DAOP 1,DEPO GERBONG JAKG,19.0
531,GD421325,DAOP 1,JAKG,GERBONG,13,DAOP 1,DEPO GERBONG JAKG,19.0
532,GD4213255,DAOP 8,SDT,GERBONG,13,DAOP 8,DEPO GERBONG SDT,64.0
533,GD4213256,DAOP 1,JAKG,GERBONG,13,DAOP 1,DEPO GERBONG JAKG,19.0
