,NOMOR_IDENTITAS,DAOP,DEPO,JENIS,TAHUN,NAMA_DAOP2,NAMA_DEPO,KODE_DEPO
7503,K100229,DAOP 8 SURABAYA,ML,KERETA,2,DAOP 8,DEPO KERETA ML,39.0
7504,K100230,DAOP 8 SURABAYA,ML,KERETA,2,DAOP 8,DEPO KERETA ML,39.0
7505,K100231,DAOP 8 SURABAYA,ML,KERETA,2,DAOP 8,DEPO KERETA ML,39.0
7506,K100232,DAOP 1 JAKARTA,JAKK,KERETA,2,DAOP 1,DEPO KERETA JAKK,16.0
7507,K100233,DAOP 1 JAKARTA,JAKK,KERETA,2,DAOP 1,DEPO KERETA JAKK,16.0
7508,K100234,DAOP 4 SEMARANG,SMC,KERETA,2,DAOP 4,DEPO KERETA SMC,25.0
7509,K100235,DAOP 1 JAKARTA,JAKK,KERETA,2,DAOP 1,DEPO KERETA JAKK,16.0
7510,K100236,DAOP 4 SEMARANG,SMC,KERETA,2,DAOP 4,DEPO KERETA SMC,25.0
7511,K100237,DAOP 4 SEMARANG,SMC,KERETA,2,DAOP 4,DEPO KERETA SMC,25.0
7512,K100238,DAOP 1 JAKARTA,JAKK,KERETA,2,DAOP 1,DEPO KERETA JAKK,16.0
7513,K100239,DAOP 4 SEMARANG,SMC,KERETA,2,DAOP 4,DEPO KERETA SMC,25.0
7514,K100240,DAOP 4 SEMARANG,SMC,KERETA,2,DAOP 4,DEPO KERETA SMC,25.0
7515,K100241,DAOP 4 SEMARANG,SMC,KERETA,2,DAOP 4,DEPO KERETA SMC,25.0
7516,K100801,DAOP 1 JAKARTA,JAKK,KERETA,8,DAOP 1,DEPO KERETA JAKK,16.0
7517,K100802,DAOP 1 JAKARTA,JAKK,KERETA,8,DAOP 1,DEPO KERETA JAKK,16.0
7518,K100803,DAOP 1 JAKARTA,JAKK,KERETA,8,DAOP 1,DEPO KERETA JAKK,16.0
7519,K100804,DAOP 1 JAKARTA,JAKK,KERETA,8,DAOP 1,DEPO KERETA JAKK,16.0
7520,K100805,DAOP 1 JAKARTA,JAKK,KERETA,8,DAOP 1,DEPO KERETA JAKK,16.0
7521,K100806,DAOP 1 JAKARTA,JAKK,KERETA,8,DAOP 1,DEPO KERETA JAKK,16.0
7522,K100807,DAOP 1 JAKARTA,JAKK,KERETA,8,DAOP 1,DEPO KERETA JAKK,16.0
7523,K100808,DAOP 1 JAKARTA,JAKK,KERETA,8,DAOP 1,DEPO KERETA JAKK,16.0
7524,K100901,DAOP 6 YOGYAKARTA,SLO,KERETA,9,DAOP 6,DEPO KERETA SLO,31.0
7525,K100902,DAOP 6 YOGYAKARTA,SLO,KERETA,9,DAOP 6,DEPO KERETA SLO,31.0
7526,K100903,DAOP 8 SURABAYA,ML,KERETA,9,DAOP 8,DEPO KERETA ML,39.0
7527,K100904,DAOP 8 SURABAYA,ML,KERETA,9,DAOP 8,DEPO KERETA ML,39.0
7528,K100905,DAOP 8 SURABAYA,ML,KERETA,9,DAOP 8,DEPO KERETA ML,39.0
7529,K100906,DAOP 8 SURABAYA,ML,KERETA,9,DAOP 8,DEPO KERETA ML,39.0
7530,K100907,DAOP 8 SURABAYA,ML,KERETA,9,DAOP 8,DEPO KERETA ML,39.0
7531,K100908,DAOP 8 SURABAYA,ML,KERETA,9,DAOP 8,DEPO KERETA ML,39.0
7532,K100909,DAOP 5 PURWOKERTO,PWT,KERETA,9,DAOP 5,DEPO KERETA PWT,27.0
7533,K100910,DAOP 5 PURWOKERTO,PWT,KERETA,9,DAOP 5,DEPO KERETA PWT,27.0
7534,K100911,DAOP 5 PURWOKERTO,PWT,KERETA,9,DAOP 5,DEPO KERETA PWT,27.0
7535,K100912,DAOP 5 PURWOKERTO,PWT,KERETA,9,DAOP 5,DEPO KERETA PWT,27.0
7536,K100913,DAOP 5 PURWOKERTO,PWT,KERETA,9,DAOP 5,DEPO KERETA PWT,27.0
7537,K100914,DAOP 5 PURWOKERTO,PWT,KERETA,9,DAOP 5,DEPO KERETA PWT,27.0
7538,K100915,DAOP 5 PURWOKERTO,PWT,KERETA,9,DAOP 5,DEPO KERETA PWT,27.0
7539,K100916,DAOP 5 PURWOKERTO,PWT,KERETA,9,DAOP 5,DEPO KERETA PWT,27.0
7540,K101001,DAOP 3 CIREBON,CN,KERETA,10,DAOP 3,DEPO KERETA CN,23.0
7541,K101002,DAOP 3 CIREBON,CN,KERETA,10,DAOP 3,DEPO KERETA CN,23.0
7542,K101003,DAOP 3 CIREBON,CN,KERETA,10,DAOP 3,DEPO KERETA CN,23.0
7543,K101004,DAOP 3 CIREBON,CN,KERETA,10,DAOP 3,DEPO KERETA CN,23.0
7544,K101005,DAOP 3 CIREBON,CN,KERETA,10,DAOP 3,DEPO KERETA CN,23.0
7545,K101006,DAOP 3 CIREBON,CN,KERETA,10,DAOP 3,DEPO KERETA CN,23.0
7546,K101601,DAOP 3 CIREBON,CN,KERETA,16,DAOP 3,DEPO KERETA CN,23.0
7547,K101602,DAOP 3 CIREBON,CN,KERETA,16,DAOP 3,DEPO KERETA CN,23.0
7548,K101603,DAOP 3 CIREBON,CN,KERETA,16,DAOP 3,DEPO KERETA CN,23.0
7549,K101604,DAOP 3 CIREBON,CN,KERETA,16,DAOP 3,DEPO KERETA CN,23.0
7550,K101605,DAOP 3 CIREBON,CN,KERETA,16,DAOP 3,DEPO KERETA CN,23.0
7551,K101606,DAOP 3 CIREBON,CN,KERETA,16,DAOP 3,DEPO KERETA CN,23.0
7552,K101607,DAOP 3 CIREBON,CN,KERETA,16,DAOP 3,DEPO KERETA CN,23.0
7553,K101608,DAOP 3 CIREBON,CN,KERETA,16,DAOP 3,DEPO KERETA CN,23.0
7554,K101609,DAOP 3 CIREBON,CN,KERETA,16,DAOP 3,DEPO KERETA CN,23.0
7555,K101610,DAOP 3 CIREBON,CN,KERETA,16,DAOP 3,DEPO KERETA CN,23.0
7556,K101611,DAOP 4 SEMARANG,SMC,KERETA,16,DAOP 4,DEPO KERETA SMC,25.0
7557,K101612,DAOP 4 SEMARANG,SMC,KERETA,16,DAOP 4,DEPO KERETA SMC,25.0
7558,K101613,DAOP 4 SEMARANG,SMC,KERETA,16,DAOP 4,DEPO KERETA SMC,25.0
7559,K101614,DAOP 4 SEMARANG,SMC,KERETA,16,DAOP 4,DEPO KERETA SMC,25.0
7560,K101615,DAOP 4 SEMARANG,SMC,KERETA,16,DAOP 4,DEPO KERETA SMC,25.0
7561,K101616,DAOP 4 SEMARANG,SMC,KERETA,16,DAOP 4,DEPO KERETA SMC,25.0
7562,K101617,DAOP 4 SEMARANG,SMC,KERETA,16,DAOP 4,DEPO KERETA SMC,25.0
7563,K101618,DAOP 4 SEMARANG,SMC,KERETA,16,DAOP 4,DEPO KERETA SMC,25.0
7564,K101619,DAOP 4 SEMARANG,SMC,KERETA,16,DAOP 4,DEPO KERETA SMC,25.0
7565,K101620,DAOP 4 SEMARANG,SMC,KERETA,16,DAOP 4,DEPO KERETA SMC,25.0
7566,K101621,DAOP 4 SEMARANG,SMC,KERETA,16,DAOP 4,DEPO KERETA SMC,25.0
7567,K101622,DAOP 4 SEMARANG,SMC,KERETA,16,DAOP 4,DEPO KERETA SMC,25.0
7568,K101623,DAOP 4 SEMARANG,SMC,KERETA,16,DAOP 4,DEPO KERETA SMC,25.0
7569,K101624,DAOP 4 SEMARANG,SMC,KERETA,16,DAOP 4,DEPO KERETA SMC,25.0
7570,K101625,DAOP 4 SEMARANG,SMC,KERETA,16,DAOP 4,DEPO KERETA SMC,25.0
7571,K101626,DAOP 4 SEMARANG,SMC,KERETA,16,DAOP 4,DEPO KERETA SMC,25.0
7572,K101627,DAOP 4 SEMARANG,SMC,KERETA,16,DAOP 4,DEPO KERETA SMC,25.0
7573,K101628,DAOP 8 SURABAYA,SBI,KERETA,16,DAOP 8,DEPO KERETA SBI,36.0
7574,K101629,DAOP 8 SURABAYA,SBI,KERETA,16,DAOP 8,DEPO KERETA SBI,36.0
7575,K101630,DAOP 8 SURABAYA,SBI,KERETA,16,DAOP 8,DEPO KERETA SBI,36.0
7576,K101631,DAOP 4 SEMARANG,SMC,KERETA,16,DAOP 4,DEPO KERETA SMC,25.0
7577,K101632,DAOP 4 SEMARANG,SMC,KERETA,16,DAOP 4,DEPO KERETA SMC,25.0
7578,K101633,DAOP 4 SEMARANG,SMC,KERETA,16,DAOP 4,DEPO KERETA SMC,25.0
7579,K101634,DAOP 4 SEMARANG,SMC,KERETA,16,DAOP 4,DEPO KERETA SMC,25.0
7580,K101635,DAOP 4 SEMARANG,SMC,KERETA,16,DAOP 4,DEPO KERETA SMC,25.0
7581,K101636,DAOP 5 PURWOKERTO,PWT,KERETA,16,DAOP 5,DEPO KERETA PWT,27.0
7582,K101637,DAOP 8 SURABAYA,ML,KERETA,16,DAOP 8,DEPO KERETA ML,39.0
7583,K101638,DAOP 8 SURABAYA,SBI,KERETA,16,DAOP 8,DEPO KERETA SBI,36.0
7584,K101639,DAOP 8 SURABAYA,SBI,KERETA,16,DAOP 8,DEPO KERETA SBI,36.0
7585,K101640,DAOP 8 SURABAYA,SBI,KERETA,16,DAOP 8,DEPO KERETA SBI,36.0
7586,K101641,DAOP 8 SURABAYA,SBI,KERETA,16,DAOP 8,DEPO KERETA SBI,36.0
7587,K101642,DAOP 8 SURABAYA,SBI,KERETA,16,DAOP 8,DEPO KERETA SBI,36.0
7588,K101643,DAOP 8 SURABAYA,SBI,KERETA,16,DAOP 8,DEPO KERETA SBI,36.0
7589,K101644,DAOP 8 SURABAYA,SBI,KERETA,16,DAOP 8,DEPO KERETA SBI,36.0
7590,K101645,DAOP 8 SURABAYA,SBI,KERETA,16,DAOP 8,DEPO KERETA SBI,36.0
7591,K101646,DAOP 8 SURABAYA,SBI,KERETA,16,DAOP 8,DEPO KERETA SBI,36.0
7592,K101647,DAOP 8 SURABAYA,SBI,KERETA,16,DAOP 8,DEPO KERETA SBI,36.0
7593,K101648,DAOP 8 SURABAYA,SBI,KERETA,16,DAOP 8,DEPO KERETA SBI,36.0
7594,K101649,DAOP 8 SURABAYA,SBI,KERETA,16,DAOP 8,DEPO KERETA SBI,36.0
7595,K101650,DAOP 8 SURABAYA,SBI,KERETA,16,DAOP 8,DEPO KERETA SBI,36.0
7596,K101651,DAOP 8 SURABAYA,SBI,KERETA,16,DAOP 8,DEPO KERETA SBI,36.0
7597,K101652,DAOP 8 SURABAYA,SBI,KERETA,16,DAOP 8,DEPO KERETA SBI,36.0
7598,K101653,DAOP 8 SURABAYA,SBI,KERETA,16,DAOP 8,DEPO KERETA SBI,36.0
7599,K101654,DAOP 8 SURABAYA,SBI,KERETA,16,DAOP 8,DEPO KERETA SBI,36.0
7600,K101655,DAOP 8 SURABAYA,SBI,KERETA,16,DAOP 8,DEPO KERETA SBI,36.0
7601,K101656,DAOP 8 SURABAYA,SBI,KERETA,16,DAOP 8,DEPO KERETA SBI,36.0
7602,K101657,DAOP 3 CIREBON,CN,KERETA,16,DAOP 3,DEPO KERETA CN,23.0
7603,K101658,DAOP 3 CIREBON,CN,KERETA,16,DAOP 3,DEPO KERETA CN,23.0
7604,K101659,DAOP 8 SURABAYA,ML,KERETA,16,DAOP 8,DEPO KERETA ML,39.0
7605,K101660,DAOP 8 SURABAYA,ML,KERETA,16,DAOP 8,DEPO KERETA ML,39.0
7606,K101661,DAOP 8 SURABAYA,ML,KERETA,16,DAOP 8,DEPO KERETA ML,39.0
7607,K101662,DAOP 5 PURWOKERTO,PWT,KERETA,16,DAOP 5,DEPO KERETA PWT,27.0
7608,K101663,DAOP 8 SURABAYA,ML,KERETA,16,DAOP 8,DEPO KERETA ML,39.0
7609,K101664,DAOP 4 SEMARANG,SMC,KERETA,16,DAOP 4,DEPO KERETA SMC,25.0
7610,K101665,DAOP 8 SURABAYA,ML,KERETA,16,DAOP 8,DEPO KERETA ML,39.0
7611,K101666,DAOP 8 SURABAYA,ML,KERETA,16,DAOP 8,DEPO KERETA ML,39.0
7612,K101667,DAOP 8 SURABAYA,ML,KERETA,16,DAOP 8,DEPO KERETA ML,39.0
7613,K101668,DAOP 8 SURABAYA,ML,KERETA,16,DAOP 8,DEPO KERETA ML,39.0
7614,K101701,DAOP 8 SURABAYA,ML,KERETA,17,DAOP 8,DEPO KERETA ML,39.0
7615,K101702,DAOP 8 SURABAYA,ML,KERETA,17,DAOP 8,DEPO KERETA ML,39.0
7616,K101703,DAOP 8 SURABAYA,ML,KERETA,17,DAOP 8,DEPO KERETA ML,39.0
7617,K101704,DAOP 8 SURABAYA,ML,KERETA,17,DAOP 8,DEPO KERETA ML,39.0
7618,K101705,DAOP 8 SURABAYA,ML,KERETA,17,DAOP 8,DEPO KERETA ML,39.0
7619,K101706,DAOP 8 SURABAYA,ML,KERETA,17,DAOP 8,DEPO KERETA ML,39.0
7620,K101707,DAOP 8 SURABAYA,ML,KERETA,17,DAOP 8,DEPO KERETA ML,39.0
7621,K101708,DAOP 8 SURABAYA,ML,KERETA,17,DAOP 8,DEPO KERETA ML,39.0
7622,K101709,DAOP 8 SURABAYA,ML,KERETA,17,DAOP 8,DEPO KERETA ML,39.0
7623,K101710,DAOP 8 SURABAYA,ML,KERETA,17,DAOP 8,DEPO KERETA ML,39.0
7624,K101711,DAOP 5 PURWOKERTO,PWT,KERETA,17,DAOP 5,DEPO KERETA PWT,27.0
7625,K101712,DAOP 5 PURWOKERTO,PWT,KERETA,17,DAOP 5,DEPO KERETA PWT,27.0
7626,K101713,DAOP 5 PURWOKERTO,PWT,KERETA,17,DAOP 5,DEPO KERETA PWT,27.0
7627,K101714,DAOP 5 PURWOKERTO,PWT,KERETA,17,DAOP 5,DEPO KERETA PWT,27.0
7628,K101715,DAOP 4 SEMARANG,SMC,KERETA,17,DAOP 4,DEPO KERETA SMC,25.0
7629,K101716,DAOP 5 PURWOKERTO,PWT,KERETA,17,DAOP 5,DEPO KERETA PWT,27.0
7630,K101717,DAOP 5 PURWOKERTO,PWT,KERETA,17,DAOP 5,DEPO KERETA PWT,27.0
7631,K101718,DAOP 5 PURWOKERTO,PWT,KERETA,17,DAOP 5,DEPO KERETA PWT,27.0
7632,K101719,DAOP 5 PURWOKERTO,PWT,KERETA,17,DAOP 5,DEPO KERETA PWT,27.0
7633,K101720,DAOP 5 PURWOKERTO,PWT,KERETA,17,DAOP 5,DEPO KERETA PWT,27.0
7634,K106402,DAOP 7 MADIUN,BL,KERETA,64,DAOP 7,DEPO KERETA BL,33.0
7635,K106403,DIVRE III PALEMBANG,KPT,KERETA,64,DIVRE III,DEPO KERETA KPT,50.0
7636,K106421,DAOP 7 MADIUN,BL,KERETA,64,DAOP 7,DEPO KERETA BL,33.0
7637,K106608,DAOP 8 SURABAYA,ML,KERETA,66,DAOP 8,DEPO KERETA ML,39.0
7638,K106701,DAOP 7 MADIUN,BL,KERETA,67,DAOP 7,DEPO KERETA BL,33.0
7639,K106711,DAOP 1 JAKARTA,JAKK,KERETA,67,DAOP 1,DEPO KERETA JAKK,16.0
7640,K106712,DAOP 6 YOGYAKARTA,YK,KERETA,67,DAOP 6,DEPO KERETA YK,29.0
7641,K106713,DAOP 1 JAKARTA,JAKK,KERETA,67,DAOP 1,DEPO KERETA JAKK,16.0
7642,K106716,DAOP 7 MADIUN,BL,KERETA,67,DAOP 7,DEPO KERETA BL,33.0
7643,K106718,DAOP 6 YOGYAKARTA,YK,KERETA,67,DAOP 6,DEPO KERETA YK,29.0
7644,K106723,DAOP 5 PURWOKERTO,PWT,KERETA,67,DAOP 5,DEPO KERETA PWT,27.0
7645,K106725,DAOP 5 PURWOKERTO,PWT,KERETA,67,DAOP 5,DEPO KERETA PWT,27.0
7646,K107805,DIVRE I SUMATERA UTARA,MDN,KERETA,78,DIVRE I,DEPO KERETA MDN,44.0
7647,K108001,DAOP 7 MADIUN,BL,KERETA,80,DAOP 7,DEPO KERETA BL,33.0
7648,K108004,DAOP 6 YOGYAKARTA,SLO,KERETA,80,DAOP 6,DEPO KERETA SLO,31.0
7649,K108005,DAOP 3 CIREBON,CN,KERETA,80,DAOP 3,DEPO KERETA CN,23.0
7650,K108107,DIVRE I SUMATERA UTARA,MDN,KERETA,81,DIVRE I,DEPO KERETA MDN,44.0
7651,K108201,DAOP 6 YOGYAKARTA,YK,KERETA,82,DAOP 6,DEPO KERETA YK,29.0
7652,K108202,DAOP 6 YOGYAKARTA,SLO,KERETA,82,DAOP 6,DEPO KERETA SLO,31.0
7653,K108205,DAOP 5 PURWOKERTO,PWT,KERETA,82,DAOP 5,DEPO KERETA PWT,27.0
7654,K108207,DAOP 1 JAKARTA,JAKK,KERETA,82,DAOP 1,DEPO KERETA JAKK,16.0
7655,K108208,DAOP 5 PURWOKERTO,PWT,KERETA,82,DAOP 5,DEPO KERETA PWT,27.0
7656,K108209,DAOP 5 PURWOKERTO,PWT,KERETA,82,DAOP 5,DEPO KERETA PWT,27.0
7657,K108210,DAOP 8 SURABAYA,ML,KERETA,82,DAOP 8,DEPO KERETA ML,39.0
7658,K108211,DAOP 8 SURABAYA,ML,KERETA,82,DAOP 8,DEPO KERETA ML,39.0
7659,K108214,DAOP 3 CIREBON,CN,KERETA,82,DAOP 3,DEPO KERETA CN,23.0
7660,K108218,DAOP 2 BANDUNG,BD,KERETA,82,DAOP 2,DEPO KERETA BD,21.0
7661,K108219,DAOP 3 CIREBON,CN,KERETA,82,DAOP 3,DEPO KERETA CN,23.0
7662,K108223,DAOP 2 BANDUNG,BD,KERETA,82,DAOP 2,DEPO KERETA BD,21.0
7663,K108402,DAOP 8 SURABAYA,ML,KERETA,84,DAOP 8,DEPO KERETA ML,39.0
7664,K108403,DAOP 8 SURABAYA,ML,KERETA,84,DAOP 8,DEPO KERETA ML,39.0
7665,K108404,DAOP 8 SURABAYA,ML,KERETA,84,DAOP 8,DEPO KERETA ML,39.0
7666,K108406,DAOP 1 JAKARTA,JAKK,KERETA,84,DAOP 1,DEPO KERETA JAKK,16.0
7667,K108408,DIVRE III PALEMBANG,KPT,KERETA,84,DIVRE III,DEPO KERETA KPT,50.0
7668,K108412,DAOP 8 SURABAYA,ML,KERETA,84,DAOP 8,DEPO KERETA ML,39.0
7669,K108413,DAOP 7 MADIUN,BL,KERETA,84,DAOP 7,DEPO KERETA BL,33.0
7670,K108415,DAOP 8 SURABAYA,ML,KERETA,84,DAOP 8,DEPO KERETA ML,39.0
7671,K108416,DAOP 7 MADIUN,BL,KERETA,84,DAOP 7,DEPO KERETA BL,33.0
7672,K108417,DAOP 6 YOGYAKARTA,SLO,KERETA,84,DAOP 6,DEPO KERETA SLO,31.0
7673,K108501,DAOP 3 CIREBON,CN,KERETA,85,DAOP 3,DEPO KERETA CN,23.0
7674,K108602,DAOP 7 MADIUN,BL,KERETA,86,DAOP 7,DEPO KERETA BL,33.0
7675,K108603,DAOP 6 YOGYAKARTA,SLO,KERETA,86,DAOP 6,DEPO KERETA SLO,31.0
7676,K108604,DAOP 6 YOGYAKARTA,SLO,KERETA,86,DAOP 6,DEPO KERETA SLO,31.0
7677,K108605,DAOP 3 CIREBON,CN,KERETA,86,DAOP 3,DEPO KERETA CN,23.0
7678,K108608,DAOP 7 MADIUN,BL,KERETA,86,DAOP 7,DEPO KERETA BL,33.0
7679,K108610,DAOP 3 CIREBON,CN,KERETA,86,DAOP 3,DEPO KERETA CN,23.0
7680,K109301,DAOP 6 YOGYAKARTA,SLO,KERETA,93,DAOP 6,DEPO KERETA SLO,31.0
7681,K109302,DIVRE III PALEMBANG,KPT,KERETA,93,DIVRE III,DEPO KERETA KPT,50.0
7682,K109501,DAOP 7 MADIUN,BL,KERETA,95,DAOP 7,DEPO KERETA BL,33.0
7683,K109502,DAOP 7 MADIUN,BL,KERETA,95,DAOP 7,DEPO KERETA BL,33.0
7684,K109503,DAOP 4 SEMARANG,SMC,KERETA,95,DAOP 4,DEPO KERETA SMC,25.0
7685,K109504,DAOP 1 JAKARTA,JAKK,KERETA,95,DAOP 1,DEPO KERETA JAKK,16.0
7686,K109505,DAOP 7 MADIUN,BL,KERETA,95,DAOP 7,DEPO KERETA BL,33.0
7687,K109506,DAOP 1 JAKARTA,JAKK,KERETA,95,DAOP 1,DEPO KERETA JAKK,16.0
7688,K109507,DAOP 4 SEMARANG,SMC,KERETA,95,DAOP 4,DEPO KERETA SMC,25.0
7689,K109509,DAOP 4 SEMARANG,SMC,KERETA,95,DAOP 4,DEPO KERETA SMC,25.0
7690,K109510,DAOP 1 JAKARTA,JAKK,KERETA,95,DAOP 1,DEPO KERETA JAKK,16.0
7691,K109511,DAOP 1 JAKARTA,JAKK,KERETA,95,DAOP 1,DEPO KERETA JAKK,16.0
7692,K109512,DAOP 1 JAKARTA,JAKK,KERETA,95,DAOP 1,DEPO KERETA JAKK,16.0
7693,K109513,DAOP 1 JAKARTA,JAKK,KERETA,95,DAOP 1,DEPO KERETA JAKK,16.0
7694,K109514,DAOP 4 SEMARANG,SMC,KERETA,95,DAOP 4,DEPO KERETA SMC,25.0
7695,K109515,DAOP 7 MADIUN,BL,KERETA,95,DAOP 7,DEPO KERETA BL,33.0
7696,K109516,DAOP 7 MADIUN,BL,KERETA,95,DAOP 7,DEPO KERETA BL,33.0
7697,K109517,DAOP 7 MADIUN,BL,KERETA,95,DAOP 7,DEPO KERETA BL,33.0
7698,K109518,DAOP 1 JAKARTA,JAKK,KERETA,95,DAOP 1,DEPO KERETA JAKK,16.0
7699,K109519,DAOP 7 MADIUN,BL,KERETA,95,DAOP 7,DEPO KERETA BL,33.0
7700,K109520,DAOP 4 SEMARANG,SMC,KERETA,95,DAOP 4,DEPO KERETA SMC,25.0
7701,K109521,DAOP 1 JAKARTA,JAKK,KERETA,95,DAOP 1,DEPO KERETA JAKK,16.0
7702,K109522,DAOP 1 JAKARTA,JAKK,KERETA,95,DAOP 1,DEPO KERETA JAKK,16.0
7703,K109524,DAOP 4 SEMARANG,SMC,KERETA,95,DAOP 4,DEPO KERETA SMC,25.0
7704,K109525,DAOP 1 JAKARTA,JAKK,KERETA,95,DAOP 1,DEPO KERETA JAKK,16.0
7705,K109601,DAOP 7 MADIUN,BL,KERETA,96,DAOP 7,DEPO KERETA BL,33.0
7706,K109602,DAOP 7 MADIUN,BL,KERETA,96,DAOP 7,DEPO KERETA BL,33.0
7707,K109603,DAOP 1 JAKARTA,JAKK,KERETA,96,DAOP 1,DEPO KERETA JAKK,16.0
7708,K109604,DAOP 7 MADIUN,BL,KERETA,96,DAOP 7,DEPO KERETA BL,33.0
7709,K109605,DAOP 7 MADIUN,BL,KERETA,96,DAOP 7,DEPO KERETA BL,33.0
7710,K109606,DAOP 6 YOGYAKARTA,SLO,KERETA,96,DAOP 6,DEPO KERETA SLO,31.0
7711,K109607,DAOP 7 MADIUN,BL,KERETA,96,DAOP 7,DEPO KERETA BL,33.0
7712,K109608,DAOP 1 JAKARTA,JAKK,KERETA,96,DAOP 1,DEPO KERETA JAKK,16.0
7713,K109609,DAOP 7 MADIUN,BL,KERETA,96,DAOP 7,DEPO KERETA BL,33.0
7714,K109610,DAOP 7 MADIUN,BL,KERETA,96,DAOP 7,DEPO KERETA BL,33.0
7715,K109801,DIVRE I SUMATERA UTARA,MDN,KERETA,98,DIVRE I,DEPO KERETA MDN,44.0
7716,K109803,DIVRE I SUMATERA UTARA,MDN,KERETA,98,DIVRE I,DEPO KERETA MDN,44.0
7717,K109805,DIVRE I SUMATERA UTARA,MDN,KERETA,98,DIVRE I,DEPO KERETA MDN,44.0
7718,K109806,DIVRE I SUMATERA UTARA,MDN,KERETA,98,DIVRE I,DEPO KERETA MDN,44.0
7719,K109807,DIVRE I SUMATERA UTARA,MDN,KERETA,98,DIVRE I,DEPO KERETA MDN,44.0
7720,K109808,DIVRE I SUMATERA UTARA,MDN,KERETA,98,DIVRE I,DEPO KERETA MDN,44.0
7721,K109810,DAOP 7 MADIUN,BL,KERETA,98,DAOP 7,DEPO KERETA BL,33.0
7722,K109811,DAOP 1 JAKARTA,JAKK,KERETA,98,DAOP 1,DEPO KERETA JAKK,16.0
7723,K109812,DAOP 6 YOGYAKARTA,SLO,KERETA,98,DAOP 6,DEPO KERETA SLO,31.0
7724,K109813,DAOP 1 JAKARTA,JAKK,KERETA,98,DAOP 1,DEPO KERETA JAKK,16.0
7725,K109901,DAOP 8 SURABAYA,ML,KERETA,99,DAOP 8,DEPO KERETA ML,39.0
7726,K109902,DAOP 1 JAKARTA,JAKK,KERETA,99,DAOP 1,DEPO KERETA JAKK,16.0
7727,K109903,DAOP 8 SURABAYA,ML,KERETA,99,DAOP 8,DEPO KERETA ML,39.0
7728,K109904,DAOP 1 JAKARTA,JAKK,KERETA,99,DAOP 1,DEPO KERETA JAKK,16.0
7729,K109905,DAOP 1 JAKARTA,JAKK,KERETA,99,DAOP 1,DEPO KERETA JAKK,16.0
7730,K109906,DAOP 1 JAKARTA,JAKK,KERETA,99,DAOP 1,DEPO KERETA JAKK,16.0
7731,K109907,DAOP 1 JAKARTA,JAKK,KERETA,99,DAOP 1,DEPO KERETA JAKK,16.0
7732,K109908,DAOP 1 JAKARTA,JAKK,KERETA,99,DAOP 1,DEPO KERETA JAKK,16.0
7733,K109909,DAOP 1 JAKARTA,JAKK,KERETA,99,DAOP 1,DEPO KERETA JAKK,16.0
7734,K109910,DAOP 1 JAKARTA,JAKK,KERETA,99,DAOP 1,DEPO KERETA JAKK,16.0
7735,K109911,DAOP 1 JAKARTA,JAKK,KERETA,99,DAOP 1,DEPO KERETA JAKK,16.0
7736,K109912,DAOP 1 JAKARTA,JAKK,KERETA,99,DAOP 1,DEPO KERETA JAKK,16.0
7737,K109913,DAOP 1 JAKARTA,JAKK,KERETA,99,DAOP 1,DEPO KERETA JAKK,16.0
7738,K109914,DIVRE III PALEMBANG,KPT,KERETA,99,DIVRE III,DEPO KERETA KPT,50.0
7739,K109915,DAOP 6 YOGYAKARTA,SLO,KERETA,99,DAOP 6,DEPO KERETA SLO,31.0
7740,K109917,DIVRE III PALEMBANG,KPT,KERETA,99,DIVRE III,DEPO KERETA KPT,50.0
7741,K206604,DIVRE III PALEMBANG,KPT,KERETA,66,DIVRE III,DEPO KERETA KPT,50.0
7742,K206612,DIVRE III PALEMBANG,KPT,KERETA,66,DIVRE III,DEPO KERETA KPT,50.0
7743,K207802,DAOP 8 SURABAYA,SBI,KERETA,78,DAOP 8,DEPO KERETA SBI,36.0
7744,K207809,DAOP 8 SURABAYA,ML,KERETA,78,DAOP 8,DEPO KERETA ML,39.0
7745,K207813,DAOP 8 SURABAYA,SBI,KERETA,78,DAOP 8,DEPO KERETA SBI,36.0
7746,K207820,DIVRE III PALEMBANG,KPT,KERETA,78,DIVRE III,DEPO KERETA KPT,50.0
7747,K207824,DIVRE III PALEMBANG,KPT,KERETA,78,DIVRE III,DEPO KERETA KPT,50.0
7748,K207825,DIVRE III PALEMBANG,KPT,KERETA,78,DIVRE III,DEPO KERETA KPT,50.0
7749,K207830,DAOP 4 SEMARANG,SMC,KERETA,78,DAOP 4,DEPO KERETA SMC,25.0
7750,K207846,DIVRE I SUMATERA UTARA,MDN,KERETA,78,DIVRE I,DEPO KERETA MDN,44.0
7751,K207848,DIVRE I SUMATERA UTARA,MDN,KERETA,78,DIVRE I,DEPO KERETA MDN,44.0
7752,K207853,DIVRE III PALEMBANG,KPT,KERETA,78,DIVRE III,DEPO KERETA KPT,50.0
7753,K207854,DIVRE I SUMATERA UTARA,MDN,KERETA,78,DIVRE I,DEPO KERETA MDN,44.0
7754,K207860,DIVRE I SUMATERA UTARA,MDN,KERETA,78,DIVRE I,DEPO KERETA MDN,44.0
7755,K207861,DIVRE I SUMATERA UTARA,MDN,KERETA,78,DIVRE I,DEPO KERETA MDN,44.0
