;NOMOR_IDENTITAS;DAOP;DEPO;JENIS
552;GD421332;DAOP 1;JAKG;GERBONG
553;GD421333;DAOP 1;JAKG;GERBONG
554;GD421334;DAOP 1;JAKG;GERBONG
555;GD421335;DAOP 1;JAKG;GERBONG
556;GD421336;DAOP 1;JAKG;GERBONG
557;GD421337;DAOP 1;JAKG;GERBONG
558;GD421338;DAOP 1;JAKG;GERBONG
559;GD421340;DAOP 1;JAKG;GERBONG
560;GD421341;DAOP 1;JAKG;GERBONG
561;GD421342;DAOP 1;JAKG;GERBONG
562;GD421345;DAOP 1;JAKG;GERBONG
563;GD421346;DAOP 1;JAKG;GERBONG
564;GD421347;DAOP 1;JAKG;GERBONG
565;GD421348;DAOP 1;JAKG;GERBONG
566;GD421349;DAOP 1;JAKG;GERBONG
567;GD421350;DAOP 1;JAKG;GERBONG
568;GD421351;DAOP 1;JAKG;GERBONG
569;GD421352;DAOP 1;JAKG;GERBONG
570;GD421353;DAOP 1;JAKG;GERBONG
571;GD421354;DAOP 1;JAKG;GERBONG
572;GD421357;DAOP 1;JAKG;GERBONG
573;GD421358;DAOP 1;JAKG;GERBONG
574;GD421359;DAOP 1;JAKG;GERBONG
575;GD421360;DAOP 1;JAKG;GERBONG
576;GD421361;DAOP 1;JAKG;GERBONG
577;GD421362;DAOP 1;JAKG;GERBONG
578;GD421363;DAOP 1;JAKG;GERBONG
579;GD421364;DAOP 1;JAKG;GERBONG
580;GD421366;DAOP 1;JAKG;GERBONG
581;GD421367;DAOP 1;JAKG;GERBONG
582;GD421368;DAOP 1;JAKG;GERBONG
583;GD421369;DAOP 1;JAKG;GERBONG
584;GD421370;DAOP 1;JAKG;GERBONG
585;GD421371;DAOP 1;JAKG;GERBONG
586;GD421372;DAOP 1;JAKG;GERBONG
587;GD421374;DAOP 1;JAKG;GERBONG
588;GD421375;DAOP 1;JAKG;GERBONG
589;GD421376;DAOP 1;JAKG;GERBONG
590;GD421377;DAOP 1;JAKG;GERBONG
591;GD421378;DAOP 1;JAKG;GERBONG
592;GD421379;DAOP 1;JAKG;GERBONG
593;GD421380;DAOP 1;JAKG;GERBONG
594;GD421381;DAOP 1;JAKG;GERBONG
595;GD421382;DAOP 1;JAKG;GERBONG
596;GD421384;DAOP 1;JAKG;GERBONG
597;GD421385;DAOP 1;JAKG;GERBONG
598;GD421386;DAOP 1;JAKG;GERBONG
599;GD421387;DAOP 1;JAKG;GERBONG
600;GD421388;DAOP 1;JAKG;GERBONG
601;GD421389;DAOP 1;JAKG;GERBONG
602;GD421390;DAOP 1;JAKG;GERBONG
603;GD421401;DAOP 1;JAKG;GERBONG
604;GD421402;DAOP 1;JAKG;GERBONG
605;GD421403;DAOP 1;JAKG;GERBONG
606;GD421404;DAOP 1;JAKG;GERBONG
607;GD421405;DAOP 1;JAKG;GERBONG
608;GD421406;DAOP 1;JAKG;GERBONG
609;GD421407;DAOP 1;JAKG;GERBONG
610;GD421408;DAOP 1;JAKG;GERBONG
611;GD421409;DAOP 1;JAKG;GERBONG
612;GD421410;DAOP 1;JAKG;GERBONG
613;GD421411;DAOP 1;JAKG;GERBONG
614;GD421412;DAOP 1;JAKG;GERBONG
615;GD421413;DAOP 1;JAKG;GERBONG
616;GD421414;DAOP 1;JAKG;GERBONG
617;GD421416;DAOP 1;JAKG;GERBONG
618;GD421417;DAOP 1;JAKG;GERBONG
619;GD421418;DAOP 1;JAKG;GERBONG
620;GD421419;DAOP 1;JAKG;GERBONG
621;GD421420;DAOP 1;JAKG;GERBONG
622;GD421421;DAOP 1;JAKG;GERBONG
623;GD421422;DAOP 1;JAKG;GERBONG
624;GD421423;DAOP 1;JAKG;GERBONG
625;GD421424;DAOP 1;JAKG;GERBONG
626;GD421425;DAOP 1;JAKG;GERBONG
627;GD421426;DAOP 1;JAKG;GERBONG
628;GD421427;DAOP 1;JAKG;GERBONG
629;GD421428;DAOP 1;JAKG;GERBONG
630;GD421429;DAOP 1;JAKG;GERBONG
631;GD421430;DAOP 1;JAKG;GERBONG
632;GD421431;DAOP 1;JAKG;GERBONG
633;GD421432;DAOP 1;JAKG;GERBONG
634;GD421433;DAOP 1;JAKG;GERBONG
635;GD421434;DAOP 1;JAKG;GERBONG
636;GD421436;DAOP 1;JAKG;GERBONG
637;GD421437;DAOP 1;JAKG;GERBONG
638;GD421438;DAOP 1;JAKG;GERBONG
639;GD421439;DAOP 1;JAKG;GERBONG
640;GD421440;DAOP 1;JAKG;GERBONG
641;GD421441;DAOP 1;JAKG;GERBONG
642;GD421442;DAOP 1;JAKG;GERBONG
643;GD421443;DAOP 1;JAKG;GERBONG
644;GD421444;DAOP 1;JAKG;GERBONG
645;GD421445;DAOP 1;JAKG;GERBONG
646;GD421446;DAOP 1;JAKG;GERBONG
647;GD421447;DAOP 1;JAKG;GERBONG
648;GD421448;DAOP 1;JAKG;GERBONG
649;GD421449;DAOP 1;JAKG;GERBONG
650;GD421450;DAOP 1;JAKG;GERBONG
651;GD421451;DAOP 1;JAKG;GERBONG
652;GD421452;DAOP 1;JAKG;GERBONG
653;GD421453;DAOP 1;JAKG;GERBONG
654;GD421454;DAOP 1;JAKG;GERBONG
655;GD421455;DAOP 1;JAKG;GERBONG
656;GD421456;DAOP 1;JAKG;GERBONG
657;GD421457;DAOP 1;JAKG;GERBONG
658;GD421458;DAOP 1;JAKG;GERBONG
659;GD421459;DAOP 1;JAKG;GERBONG
660;GD421460;DAOP 1;JAKG;GERBONG
661;GD421461;DAOP 1;JAKG;GERBONG
662;GD421462;DAOP 1;JAKG;GERBONG
663;GD421463;DAOP 1;JAKG;GERBONG
664;GD421465;DAOP 1;JAKG;GERBONG
665;GD421466;DAOP 1;JAKG;GERBONG
666;GD421467;DAOP 1;JAKG;GERBONG
667;GD421468;DAOP 1;JAKG;GERBONG
668;GD421469;DAOP 1;JAKG;GERBONG
669;GD421470;DAOP 1;JAKG;GERBONG
670;GD421481;DAOP 1;JAKG;GERBONG
671;GD421482;DAOP 1;JAKG;GERBONG
672;GD421483;DAOP 1;JAKG;GERBONG
673;GD421484;DAOP 1;JAKG;GERBONG
674;GD421485;DAOP 1;JAKG;GERBONG
675;GD421486;DAOP 1;JAKG;GERBONG
676;GD421487;DAOP 1;JAKG;GERBONG
677;GD421488;DAOP 1;JAKG;GERBONG
678;GD421489;DAOP 1;JAKG;GERBONG
679;GD421490;DAOP 1;JAKG;GERBONG
680;GD421491;DAOP 1;JAKG;GERBONG
681;GD421492;DAOP 1;JAKG;GERBONG
682;GD421493;DAOP 1;JAKG;GERBONG
683;GD421494;DAOP 1;JAKG;GERBONG
684;GD421495;DAOP 1;JAKG;GERBONG
685;GD421496;DAOP 1;JAKG;GERBONG
686;GD421497;DAOP 1;JAKG;GERBONG
687;GD421498;DAOP 1;JAKG;GERBONG
688;GD421499;DAOP 1;JAKG;GERBONG
689;GD4214100;DAOP 1;JAKG;GERBONG
690;GD4214101;DAOP 1;JAKG;GERBONG
691;GD4214102;DAOP 1;JAKG;GERBONG
692;GD4214103;DAOP 1;JAKG;GERBONG
693;GD4214104;DAOP 1;JAKG;GERBONG
694;GD4214105;DAOP 1;JAKG;GERBONG
695;GD4214106;DAOP 1;JAKG;GERBONG
696;GD4214107;DAOP 1;JAKG;GERBONG
697;GD4214108;DAOP 1;JAKG;GERBONG
698;GD4214109;DAOP 1;JAKG;GERBONG
699;GD4214110;DAOP 1;JAKG;GERBONG
700;GD4214111;DAOP 1;JAKG;GERBONG
701;GD4214112;DAOP 1;JAKG;GERBONG
702;GD4214113;DAOP 1;JAKG;GERBONG
703;GD4214114;DAOP 1;JAKG;GERBONG
704;GD4214115;DAOP 1;JAKG;GERBONG
705;GD4214116;DAOP 1;JAKG;GERBONG
706;GD4214117;DAOP 1;JAKG;GERBONG
707;GD4214118;DAOP 1;JAKG;GERBONG
708;GD4214119;DAOP 1;JAKG;GERBONG
709;GD4214120;DAOP 1;JAKG;GERBONG
710;GD4214221;DAOP 1;JAKG;GERBONG
711;GD4214222;DAOP 1;JAKG;GERBONG
712;GD4214223;DAOP 1;JAKG;GERBONG
713;GD4214224;DAOP 1;JAKG;GERBONG
714;GD4214225;DAOP 1;JAKG;GERBONG
715;GD4214226;DAOP 1;JAKG;GERBONG
716;GD4214227;DAOP 1;JAKG;GERBONG
717;GD4214228;DAOP 1;JAKG;GERBONG
718;GD4214229;DAOP 1;JAKG;GERBONG
719;GD4214230;DAOP 1;JAKG;GERBONG
720;GD4214231;DAOP 1;JAKG;GERBONG
721;GD4214232;DAOP 1;JAKG;GERBONG
722;GD4214233;DAOP 1;JAKG;GERBONG
723;GD4214234;DAOP 1;JAKG;GERBONG
724;GD4214235;DAOP 1;JAKG;GERBONG
725;GD4214236;DAOP 1;JAKG;GERBONG
726;GD4214237;DAOP 1;JAKG;GERBONG
727;GD4214238;DAOP 1;JAKG;GERBONG
728;GD4214239;DAOP 1;JAKG;GERBONG
729;GD4214240;DAOP 1;JAKG;GERBONG
730;GD4214241;DAOP 1;JAKG;GERBONG
731;GD4214242;DAOP 1;JAKG;GERBONG
732;GD4214243;DAOP 1;JAKG;GERBONG
733;GD4214244;DAOP 1;JAKG;GERBONG
734;GD4214265;DAOP 1;JAKG;GERBONG
735;GD4214266;DAOP 1;JAKG;GERBONG
736;GD4214267;DAOP 1;JAKG;GERBONG
737;GD4214268;DAOP 1;JAKG;GERBONG
738;GD4214269;DAOP 1;JAKG;GERBONG
739;GD4214270;DAOP 1;JAKG;GERBONG
740;GD4214271;DAOP 1;JAKG;GERBONG
741;GD4214272;DAOP 1;JAKG;GERBONG
742;GD4214273;DAOP 1;JAKG;GERBONG
743;GD4214274;DAOP 1;JAKG;GERBONG
744;GD4214275;DAOP 1;JAKG;GERBONG
745;GD4214276;DAOP 1;JAKG;GERBONG
746;GD4214277;DAOP 1;JAKG;GERBONG
747;GD4214278;DAOP 1;JAKG;GERBONG
748;GD4214280;DAOP 1;JAKG;GERBONG
749;GD4214281;DAOP 1;JAKG;GERBONG
750;GD4214282;DAOP 1;JAKG;GERBONG
751;GD4214283;DAOP 1;JAKG;GERBONG
752;GD4214284;DAOP 1;JAKG;GERBONG
753;GD4214285;DAOP 1;JAKG;GERBONG
754;GD4214286;DAOP 1;JAKG;GERBONG
755;GD4214287;DAOP 1;JAKG;GERBONG
756;GD4214288;DAOP 1;JAKG;GERBONG
757;GD4214289;DAOP 1;JAKG;GERBONG
758;GD4214290;DAOP 1;JAKG;GERBONG
759;GD4214291;DAOP 1;JAKG;GERBONG
760;GD4214292;DAOP 1;JAKG;GERBONG
761;GD4214293;DAOP 1;JAKG;GERBONG
762;GD4214294;DAOP 1;JAKG;GERBONG
763;GD4214295;DAOP 1;JAKG;GERBONG
764;GD4214297;DAOP 1;JAKG;GERBONG
765;GD4214298;DAOP 1;JAKG;GERBONG
766;GD4214299;DAOP 1;JAKG;GERBONG
767;GD4214300;DAOP 1;JAKG;GERBONG
768;GD4214371;DAOP 1;JAKG;GERBONG
769;GD4214372;DAOP 1;JAKG;GERBONG
770;GD4214373;DAOP 1;JAKG;GERBONG
771;GD4214374;DAOP 1;JAKG;GERBONG
772;GD4214375;DAOP 1;JAKG;GERBONG
773;GD4214376;DAOP 1;JAKG;GERBONG
774;GD4214377;DAOP 1;JAKG;GERBONG
775;GD4214378;DAOP 1;JAKG;GERBONG
776;GD4214379;DAOP 1;JAKG;GERBONG
777;GD4214380;DAOP 1;JAKG;GERBONG
778;GD4214381;DAOP 1;JAKG;GERBONG
779;GD4214382;DAOP 1;JAKG;GERBONG
780;GD4214383;DAOP 1;JAKG;GERBONG
781;GD4214384;DAOP 1;JAKG;GERBONG
782;GD4214385;DAOP 1;JAKG;GERBONG
783;GD4214386;DAOP 1;JAKG;GERBONG
784;GD4214387;DAOP 1;JAKG;GERBONG
785;GD4214388;DAOP 1;JAKG;GERBONG
786;GD4214389;DAOP 1;JAKG;GERBONG
787;GD4214390;DAOP 1;JAKG;GERBONG
788;GD4214391;DAOP 1;JAKG;GERBONG
789;GD4214392;DAOP 1;JAKG;GERBONG
790;GD4214393;DAOP 1;JAKG;GERBONG
791;GD4214394;DAOP 1;JAKG;GERBONG
792;GD4214396;DAOP 1;JAKG;GERBONG
793;GD4214397;DAOP 1;JAKG;GERBONG
794;GD4214398;DAOP 1;JAKG;GERBONG
795;GD4214399;DAOP 1;JAKG;GERBONG
796;GD4214400;DAOP 1;JAKG;GERBONG
797;GD4214401;DAOP 1;JAKG;GERBONG
798;GD4214402;DAOP 1;JAKG;GERBONG
799;GD4214403;DAOP 1;JAKG;GERBONG
800;GD4214404;DAOP 1;JAKG;GERBONG
801;GD4214405;DAOP 1;JAKG;GERBONG
802;GD4214406;DAOP 1;JAKG;GERBONG
803;GD4214407;DAOP 1;JAKG;GERBONG
804;GD4214408;DAOP 1;JAKG;GERBONG
805;GD4214409;DAOP 1;JAKG;GERBONG
806;GD4214410;DAOP 1;JAKG;GERBONG
807;GD4214411;DAOP 1;JAKG;GERBONG
808;GD4214412;DAOP 1;JAKG;GERBONG
809;GD4214413;DAOP 1;JAKG;GERBONG
810;GD4214414;DAOP 1;JAKG;GERBONG
811;GD4214415;DAOP 1;JAKG;GERBONG
812;GD4214416;DAOP 1;JAKG;GERBONG
813;GD4214417;DAOP 1;JAKG;GERBONG
814;GD4214418;DAOP 1;JAKG;GERBONG
815;GD4214419;DAOP 1;JAKG;GERBONG
816;GD4214420;DAOP 1;JAKG;GERBONG
817;GD4214421;DAOP 1;JAKG;GERBONG
818;GD4214422;DAOP 1;JAKG;GERBONG
819;GD4214423;DAOP 1;JAKG;GERBONG
820;GD4214424;DAOP 1;JAKG;GERBONG
821;GD4214426;DAOP 1;JAKG;GERBONG
822;GD4214427;DAOP 1;JAKG;GERBONG
823;GD4214428;DAOP 1;JAKG;GERBONG
824;GD4214429;DAOP 1;JAKG;GERBONG
825;GD4214430;DAOP 1;JAKG;GERBONG
826;GD4214431;DAOP 1;JAKG;GERBONG
827;GD4214432;DAOP 1;JAKG;GERBONG
828;GD4214433;DAOP 1;JAKG;GERBONG
829;GD4214434;DAOP 1;JAKG;GERBONG
830;GD4214435;DAOP 1;JAKG;GERBONG
831;GD4214436;DAOP 1;JAKG;GERBONG
832;GD4214437;DAOP 1;JAKG;GERBONG
833;GD4214438;DAOP 1;JAKG;GERBONG
834;GD4214439;DAOP 1;JAKG;GERBONG
835;GD4214440;DAOP 1;JAKG;GERBONG
836;GD4214441;DAOP 1;JAKG;GERBONG
837;GD4214442;DAOP 1;JAKG;GERBONG
838;GD4214443;DAOP 1;JAKG;GERBONG
839;GD4214444;DAOP 1;JAKG;GERBONG
840;GD4214445;DAOP 1;JAKG;GERBONG
841;GD4214446;DAOP 1;JAKG;GERBONG
842;GD4214447;DAOP 1;JAKG;GERBONG
843;GD4214448;DAOP 1;JAKG;GERBONG
844;GD4214449;DAOP 1;JAKG;GERBONG
845;GD4214450;DAOP 1;JAKG;GERBONG
846;GD4214451;DAOP 1;JAKG;GERBONG
847;GD4214452;DAOP 1;JAKG;GERBONG
848;GD4214453;DAOP 1;JAKG;GERBONG
849;GD4214454;DAOP 1;JAKG;GERBONG
850;GD4214455;DAOP 1;JAKG;GERBONG
851;GD4214456;DAOP 1;JAKG;GERBONG
852;GD4214457;DAOP 1;JAKG;GERBONG
853;GD4214458;DAOP 1;JAKG;GERBONG
854;GD4214459;DAOP 1;JAKG;GERBONG
855;GD4214460;DAOP 1;JAKG;GERBONG
856;GB306503;DAOP 3;AWN;GERBONG
857;GB306504;DAOP 3;AWN;GERBONG
858;GB306506;DAOP 2;GDB;GERBONG
859;GB306508;DAOP 2;GDB;GERBONG
860;GB306509;DAOP 2;GDB;GERBONG
861;GB306511;DAOP 3;AWN;GERBONG
862;GB306512;DAOP 2;GDB;GERBONG
863;GB306514;DAOP 3;AWN;GERBONG
864;GB306517;DAOP 3;AWN;GERBONG
865;GB306519;DAOP 3;AWN;GERBONG
866;GB308432;DAOP 4;SMC;GERBONG
867;GB308433;DAOP 2;GDB;GERBONG
868;GB308435;DAOP 2;GDB;GERBONG
869;GB308437;DAOP 1;JAKG;GERBONG
870;GB308438;DAOP 5;MA;GERBONG
871;GB308439;DAOP 4;SMC;GERBONG
872;GB308440;DAOP 2;GDB;GERBONG
873;GB308441;DAOP 2;GDB;GERBONG
874;GB308444;DAOP 2;GDB;GERBONG
875;GD409519;DAOP 2;GDB;GERBONG
876;GD409522;DAOP 2;GDB;GERBONG
877;GD409715;DAOP 2;GDB;GERBONG
878;GD4211247;DAOP 2;GDB;GERBONG
879;GD4211248;DAOP 8;SDT;GERBONG
880;GD4211249;DAOP 8;SDT;GERBONG
881;GD4211250;DAOP 2;GDB;GERBONG
882;GD4211251;DAOP 8;SDT;GERBONG
883;GD4211252;DAOP 8;SDT;GERBONG
884;GD4211253;DAOP 8;SDT;GERBONG
885;GD4211254;DAOP 8;SDT;GERBONG
886;GD4211255;DAOP 8;SDT;GERBONG
887;GD4211256;DAOP 8;SDT;GERBONG
888;GD4211257;DAOP 8;SDT;GERBONG
889;GD4211258;DAOP 8;SDT;GERBONG
890;GD4211259;DAOP 2;GDB;GERBONG
891;GD4211260;DAOP 1;JAKG;GERBONG
892;GD4211261;DAOP 1;JAKG;GERBONG
893;GD4211262;DAOP 1;JAKG;GERBONG
894;GD4211263;DIVRE 3;SIG;GERBONG
895;GD4211264;DAOP 2;GDB;GERBONG
896;GD4211265;DAOP 2;GDB;GERBONG
897;GD4211266;DAOP 2;GDB;GERBONG
898;GD458406;DAOP 3;AWN;GERBONG
899;GD458414;DAOP 2;GDB;GERBONG
900;GD458423;DAOP 1;JAKG;GERBONG
901;GD458426;DAOP 4;SMC;GERBONG
902;GD458432;DAOP 8;SDT;GERBONG
903;GB306520;DAOP 3;AWN;GERBONG
904;GB306522;DAOP 3;AWN;GERBONG
905;GB306523;DAOP 3;AWN;GERBONG
906;GB306527;DAOP 3;AWN;GERBONG
907;GB308411;DAOP 1;JAKG;GERBONG
908;GB308412;DAOP 4;SMC;GERBONG
909;GB308413;DAOP 1;JAKG;GERBONG
910;GB308414;DAOP 1;JAKG;GERBONG
911;GB308415;DAOP 4;SMC;GERBONG
912;GB308416;DAOP 4;SMC;GERBONG
913;GB308417;DAOP 3;AWN;GERBONG
914;GB308418;DAOP 4;SMC;GERBONG
915;GB308419;DAOP 1;JAKG;GERBONG
916;GB308420;DAOP 1;JAKG;GERBONG
917;GB308421;DAOP 1;JAKG;GERBONG
918;GB308422;DAOP 3;AWN;GERBONG
919;GB308423;DAOP 3;AWN;GERBONG
920;GB308424;DAOP 3;AWN;GERBONG
921;GB308425;DAOP 1;JAKG;GERBONG
922;GB308426;DAOP 1;JAKG;GERBONG
923;GB308449;DAOP 4;SMC;GERBONG
924;GB308450;DAOP 1;JAKG;GERBONG
925;GB308454;DAOP 4;SMC;GERBONG
926;GB308455;DAOP 9;BW;GERBONG
927;GB308459;DAOP 4;SMC;GERBONG
928;GB308461;DAOP 4;SMC;GERBONG
929;GB308464;DAOP 9;BW;GERBONG
930;GD409508;DAOP 3;AWN;GERBONG
931;GD409702;DAOP 3;AWN;GERBONG
932;GD409724;DAOP 3;AWN;GERBONG
933;GD409727;DAOP 3;AWN;GERBONG
934;GD409728;DAOP 3;AWN;GERBONG
935;GD421137;DAOP 3;AWN;GERBONG
936;GD421138;DAOP 3;AWN;GERBONG
937;GD421139;DAOP 3;AWN;GERBONG
938;GD421140;DAOP 3;AWN;GERBONG
939;GD421165;DAOP 3;AWN;GERBONG
940;GD421168;DAOP 3;AWN;GERBONG
941;GD421169;DAOP 1;JAKG;GERBONG
942;GD421170;DAOP 3;AWN;GERBONG
943;GD421171;DAOP 3;AWN;GERBONG
944;GD421172;DAOP 1;JAKG;GERBONG
945;GD421173;DAOP 3;AWN;GERBONG
946;GD421174;DAOP 3;AWN;GERBONG
947;GD421175;DAOP 3;AWN;GERBONG
948;GD421176;DAOP 3;AWN;GERBONG
949;GD421177;DAOP 1;JAKG;GERBONG
950;GD421178;DAOP 3;AWN;GERBONG
951;GD421180;DAOP 1;JAKG;GERBONG
952;GD421181;DAOP 3;AWN;GERBONG
953;GD421182;DAOP 1;JAKG;GERBONG
954;GD421183;DAOP 3;AWN;GERBONG
955;GD421184;DAOP 1;JAKG;GERBONG
956;GD4213101;DAOP 3;AWN;GERBONG
957;GD4213103;DAOP 3;AWN;GERBONG
958;GD4213104;DAOP 3;AWN;GERBONG
959;GD4213105;DAOP 3;AWN;GERBONG
960;GD4213106;DAOP 1;JAKG;GERBONG
961;GD4213108;DAOP 3;AWN;GERBONG
962;GD4213109;DAOP 3;AWN;GERBONG
963;GD4213111;DAOP 3;AWN;GERBONG
964;GD4213112;DAOP 1;JAKG;GERBONG
965;GD4213113;DAOP 3;AWN;GERBONG
966;GD4213115;DAOP 1;JAKG;GERBONG
967;GD4213116;DAOP 3;AWN;GERBONG
968;GD4213117;DAOP 3;AWN;GERBONG
969;GD4213118;DAOP 3;AWN;GERBONG
970;GD4213121;DAOP 3;AWN;GERBONG
971;GD4213122;DAOP 3;AWN;GERBONG
972;GD4213123;DAOP 3;AWN;GERBONG
973;GD4213125;DAOP 3;AWN;GERBONG
974;GD4213126;DAOP 3;AWN;GERBONG
975;GD4213127;DAOP 3;AWN;GERBONG
976;GD4213128;DAOP 3;AWN;GERBONG
977;GD4213130;DAOP 3;AWN;GERBONG
978;GD4213132;DAOP 3;AWN;GERBONG
979;GD4213133;DAOP 3;AWN;GERBONG
980;GD4213134;DAOP 3;AWN;GERBONG
981;GD4213135;DAOP 1;JAKG;GERBONG
982;GD4213136;DAOP 1;JAKG;GERBONG
983;GD4213137;DAOP 1;JAKG;GERBONG
984;GD4213138;DAOP 3;AWN;GERBONG
985;GD4213139;DAOP 3;AWN;GERBONG
986;GD4213140;DAOP 3;AWN;GERBONG
987;GD4213141;DAOP 3;AWN;GERBONG
988;GD4213142;DAOP 3;AWN;GERBONG
989;GD4213143;DAOP 3;AWN;GERBONG
990;GD4213144;DAOP 3;AWN;GERBONG
991;GD4213146;DAOP 3;AWN;GERBONG
992;GD4213147;DAOP 3;AWN;GERBONG
993;GD4213148;DAOP 3;AWN;GERBONG
994;GD4213149;DAOP 1;JAKG;GERBONG
995;GD4213150;DAOP 3;AWN;GERBONG
996;GD421391;DAOP 3;AWN;GERBONG
997;GD421392;DAOP 3;AWN;GERBONG
998;GD421393;DAOP 3;AWN;GERBONG
999;GD421394;DAOP 1;JAKG;GERBONG
1000;GD421395;DAOP 3;AWN;GERBONG
1001;GD421396;DAOP 3;AWN;GERBONG
1002;GD421397;DAOP 3;AWN;GERBONG
1003;GD421399;DAOP 3;AWN;GERBONG
1004;GD4214121;DAOP 1;JAKG;GERBONG
1005;GD4214122;DAOP 1;JAKG;GERBONG
1006;GD4214123;DAOP 1;JAKG;GERBONG
1007;GD4214124;DAOP 3;AWN;GERBONG
1008;GD4214125;DAOP 1;JAKG;GERBONG
1009;GD4214126;DAOP 1;JAKG;GERBONG
1010;GD4214127;DAOP 1;JAKG;GERBONG
1011;GD4214128;DAOP 1;JAKG;GERBONG
1012;GD4214129;DAOP 1;JAKG;GERBONG
1013;GD4214130;DAOP 1;JAKG;GERBONG
1014;GD4214131;DAOP 1;JAKG;GERBONG
1015;GD4214132;DAOP 1;JAKG;GERBONG
1016;GD4214133;DAOP 1;JAKG;GERBONG
1017;GD4214134;DAOP 1;JAKG;GERBONG
1018;GD4214135;DAOP 1;JAKG;GERBONG
1019;GD4214136;DAOP 1;JAKG;GERBONG
1020;GD4214137;DAOP 1;JAKG;GERBONG
1021;GD4214138;DAOP 1;JAKG;GERBONG
1022;GD4214139;DAOP 1;JAKG;GERBONG
1023;GD4214140;DAOP 1;JAKG;GERBONG
1024;GD4214181;DAOP 1;JAKG;GERBONG
1025;GD4214182;DAOP 1;JAKG;GERBONG
1026;GD4214183;DAOP 1;JAKG;GERBONG
1027;GD4214184;DAOP 1;JAKG;GERBONG
1028;GD4214185;DAOP 1;JAKG;GERBONG
1029;GD4214186;DAOP 1;JAKG;GERBONG
1030;GD4214187;DAOP 1;JAKG;GERBONG
1031;GD4214188;DAOP 3;AWN;GERBONG
1032;GD4214189;DAOP 3;AWN;GERBONG
1033;GD4214190;DAOP 3;AWN;GERBONG
1034;GD4214191;DAOP 3;AWN;GERBONG
1035;GD4214192;DAOP 3;AWN;GERBONG
1036;GD4214193;DAOP 3;AWN;GERBONG
1037;GD4214194;DAOP 3;AWN;GERBONG
1038;GD4214195;DAOP 3;AWN;GERBONG
1039;GD4214196;DAOP 3;AWN;GERBONG
1040;GD4214197;DAOP 3;AWN;GERBONG
1041;GD4214198;DAOP 3;AWN;GERBONG
1042;GD4214199;DAOP 3;AWN;GERBONG
1043;GD4214200;DAOP 3;AWN;GERBONG
1044;GD4214201;DAOP 3;AWN;GERBONG
1045;GD4214202;DAOP 3;AWN;GERBONG
1046;GD4214203;DAOP 3;AWN;GERBONG
1047;GD4214204;DAOP 3;AWN;GERBONG
1048;GD4214205;DAOP 3;AWN;GERBONG
1049;GD4214206;DAOP 3;AWN;GERBONG
1050;GD4214207;DAOP 3;AWN;GERBONG
1051;GD4214208;DAOP 3;AWN;GERBONG
1052;GD4214209;DAOP 3;AWN;GERBONG
1053;GD4214210;DAOP 3;AWN;GERBONG
1054;GD4214211;DAOP 3;AWN;GERBONG
1055;GD4214212;DAOP 3;AWN;GERBONG
1056;GD4214213;DAOP 3;AWN;GERBONG
1057;GD4214214;DAOP 3;AWN;GERBONG
1058;GD4214215;DAOP 3;AWN;GERBONG
1059;GD4214216;DAOP 3;AWN;GERBONG
1060;GD4214217;DAOP 3;AWN;GERBONG
1061;GD4214218;DAOP 3;AWN;GERBONG
1062;GD4214219;DAOP 3;AWN;GERBONG
1063;GD4214220;DAOP 3;AWN;GERBONG
1064;GD4214245;DAOP 3;AWN;GERBONG
1065;GD4214246;DAOP 3;AWN;GERBONG
1066;GD4214247;DAOP 3;AWN;GERBONG
1067;GD4214248;DAOP 3;AWN;GERBONG
1068;GD4214249;DAOP 3;AWN;GERBONG
1069;GD4214250;DAOP 3;AWN;GERBONG
1070;GD4214251;DAOP 3;AWN;GERBONG
1071;GD4214252;DAOP 3;AWN;GERBONG
1072;GD4214253;DAOP 3;AWN;GERBONG
1073;GD4214254;DAOP 3;AWN;GERBONG
1074;GD4214255;DAOP 3;AWN;GERBONG
1075;GD4214256;DAOP 3;AWN;GERBONG
1076;GD4214257;DAOP 3;AWN;GERBONG
1077;GD4214258;DAOP 3;AWN;GERBONG
1078;GD4214259;DAOP 3;AWN;GERBONG
1079;GD4214260;DAOP 3;AWN;GERBONG
1080;GD4214261;DAOP 3;AWN;GERBONG
1081;GD4214262;DAOP 3;AWN;GERBONG
1082;GD4214263;DAOP 3;AWN;GERBONG
1083;GD4214264;DAOP 3;AWN;GERBONG
1084;GD4214301;DAOP 3;AWN;GERBONG
1085;GD4214302;DAOP 3;AWN;GERBONG
1086;GD4214303;DAOP 3;AWN;GERBONG
1087;GD4214304;DAOP 3;AWN;GERBONG
1088;GD4214305;DAOP 3;AWN;GERBONG
1089;GD4214306;DAOP 3;AWN;GERBONG
1090;GD4214307;DAOP 3;AWN;GERBONG
1091;GD4214308;DAOP 3;AWN;GERBONG
1092;GD4214309;DAOP 3;AWN;GERBONG
1093;GD4214310;DAOP 3;AWN;GERBONG
1094;GD4214311;DAOP 3;AWN;GERBONG
1095;GD4214312;DAOP 3;AWN;GERBONG
1096;GD4214313;DAOP 3;AWN;GERBONG
1097;GD4214314;DAOP 3;AWN;GERBONG
1098;GD4214315;DAOP 3;AWN;GERBONG
1099;GD4214316;DAOP 3;AWN;GERBONG
1100;GD4214317;DAOP 3;AWN;GERBONG
