;NOMOR_IDENTITAS;DAOP;DEPO;JENIS
8053;K301610;DAOP 4;SMC;KERETA
8054;K301611;DAOP 3;CN;KERETA
8055;K301612;DAOP 3;CN;KERETA
8056;K301613;DAOP 3;CN;KERETA
8057;K301614;DAOP 3;CN;KERETA
8058;K301615;DAOP 4;SMC;KERETA
8059;K301616;DAOP 4;SMC;KERETA
8060;K301617;DAOP 4;SMC;KERETA
8061;K301618;DAOP 3;CN;KERETA
8062;K301619;DAOP 3;CN;KERETA
8063;K301620;DAOP 4;SMC;KERETA
8064;K301622;DAOP 4;SMC;KERETA
8065;K301623;DAOP 4;SMC;KERETA
8066;K301624;DAOP 4;SMC;KERETA
8067;K301625;DAOP 4;SMC;KERETA
8068;K301627;DAOP 4;SMC;KERETA
8069;K301628;DAOP 4;SMC;KERETA
8070;K301630;DAOP 4;SMC;KERETA
8071;K301641;DAOP 4;SMC;KERETA
8072;K301642;DAOP 4;SMC;KERETA
8073;K301643;DAOP 4;SMC;KERETA
8074;K301644;DAOP 4;SMC;KERETA
8075;K301645;DAOP 4;SMC;KERETA
8076;K301646;DAOP 4;SMC;KERETA
8077;K301651;DAOP 4;SMC;KERETA
8078;K301652;DAOP 4;SMC;KERETA
8079;K301656;DAOP 4;SMC;KERETA
8080;K301657;DAOP 4;SMC;KERETA
8081;K301659;DAOP 4;SMC;KERETA
8082;K301660;DAOP 4;SMC;KERETA
8083;K301701;DIVRE 4;TNK;KERETA
8084;K301702;DIVRE 4;TNK;KERETA
8085;K301703;DIVRE 4;TNK;KERETA
8086;K301704;DIVRE 4;TNK;KERETA
8087;K301705;DIVRE 4;TNK;KERETA
8088;K301706;DIVRE 4;TNK;KERETA
8089;K301707;DIVRE 4;TNK;KERETA
8090;K301708;DIVRE 4;TNK;KERETA
8091;K301709;DIVRE 4;TNK;KERETA
8092;K301710;DIVRE 4;TNK;KERETA
8093;K301711;DIVRE 1;MDN;KERETA
8094;K301712;DIVRE 1;MDN;KERETA
8095;K301713;DIVRE 1;MDN;KERETA
8096;K301714;DIVRE 1;MDN;KERETA
8097;K301715;DIVRE 1;MDN;KERETA
8098;K301716;DIVRE 1;MDN;KERETA
8099;K301717;DIVRE 1;MDN;KERETA
8100;K301718;DIVRE 1;MDN;KERETA
8101;K301719;DIVRE 1;MDN;KERETA
8102;K301720;DIVRE 1;MDN;KERETA
8103;K301721;DAOP 1;JAKK;KERETA
8104;K301722;DAOP 1;JAKK;KERETA
8105;K301723;DAOP 1;JAKK;KERETA
8106;K301724;DAOP 1;JAKK;KERETA
8107;K301725;DAOP 5;PWT;KERETA
8108;K301726;DAOP 5;PWT;KERETA
8109;K301727;DAOP 1;JAKK;KERETA
8110;K301728;DAOP 1;JAKK;KERETA
8111;K301729;DAOP 1;JAKK;KERETA
8112;K301730;DAOP 1;JAKK;KERETA
8113;K301731;DAOP 1;JAKK;KERETA
8114;K301732;DAOP 1;JAKK;KERETA
8115;K301733;DAOP 1;JAKK;KERETA
8116;K301734;DAOP 1;JAKK;KERETA
8117;K301735;DAOP 5;PWT;KERETA
8118;K301736;DAOP 5;PWT;KERETA
8119;K301737;DAOP 1;JAKK;KERETA
8120;K301738;DAOP 1;JAKK;KERETA
8121;K301739;DAOP 1;JAKK;KERETA
8122;K301740;DAOP 1;JAKK;KERETA
8123;K301741;DAOP 1;JAKK;KERETA
8124;K301742;DAOP 1;JAKK;KERETA
8125;K301743;DAOP 1;JAKK;KERETA
8126;K301744;DAOP 1;JAKK;KERETA
8127;K301745;DAOP 5;PWT;KERETA
8128;K301746;DAOP 5;PWT;KERETA
8129;K301747;DAOP 1;JAKK;KERETA
8130;K301748;DAOP 1;JAKK;KERETA
8131;K301749;DAOP 1;JAKK;KERETA
8132;K301750;DAOP 1;JAKK;KERETA
8133;K301751;DAOP 1;JAKK;KERETA
8134;K301752;DAOP 1;JAKK;KERETA
8135;K301753;DAOP 1;JAKK;KERETA
8136;K301754;DAOP 1;JAKK;KERETA
8137;K301755;DAOP 5;PWT;KERETA
8138;K301756;DAOP 5;PWT;KERETA
8139;K301757;DAOP 1;JAKK;KERETA
8140;K301758;DAOP 1;JAKK;KERETA
8141;K301759;DAOP 1;JAKK;KERETA
8142;K301760;DAOP 1;JAKK;KERETA
8143;K306404;DAOP 8;SDT;KERETA
8144;K306408;DAOP 8;SDT;KERETA
8145;K306416;DAOP 2;BD;KERETA
8146;K306422;DAOP 8;SDT;KERETA
8147;K306504;DAOP 4;SMC;KERETA
8148;K306506;DAOP 4;SMC;KERETA
8149;K306514;DAOP 2;BD;KERETA
8150;K306518;DAOP 2;BD;KERETA
8151;K306522;DAOP 8;SDT;KERETA
8152;K306523;DAOP 8;SDT;KERETA
8153;K306524;DIVRE 3;KPT;KERETA
8154;K306529;DAOP 2;BD;KERETA
8155;K306533;DAOP 2;BD;KERETA
8156;K306537;DAOP 8;SDT;KERETA
8157;K306539;DAOP 9;BW;KERETA
8158;K306540;DAOP 2;BD;KERETA
8159;K306543;DAOP 9;BW;KERETA
8160;K306546;DAOP 9;BW;KERETA
8161;K306547;DAOP 8;SDT;KERETA
8162;K306548;DAOP 2;BD;KERETA
8163;K306549;DAOP 8;SDT;KERETA
8164;K306551;DAOP 2;BD;KERETA
8165;K306553;DAOP 2;BD;KERETA
8166;K306554;DAOP 9;BW;KERETA
8167;K306556;DAOP 2;BD;KERETA
8168;K306557;DAOP 2;BD;KERETA
8169;K306558;DAOP 2;BD;KERETA
8170;K306559;DAOP 8;SDT;KERETA
8171;K306562;DAOP 1;RK;KERETA
8172;K306564;DAOP 2;BD;KERETA
8173;K306565;DAOP 2;BD;KERETA
8174;K306567;DAOP 2;BD;KERETA
8175;K306568;DAOP 2;BD;KERETA
8176;K306569;DAOP 8;SDT;KERETA
8177;K306571;DAOP 1;RK;KERETA
8178;K306575;DAOP 2;BD;KERETA
8179;K306576;DAOP 2;BD;KERETA
8180;K306578;DAOP 2;BD;KERETA
8181;K306579;DAOP 9;BW;KERETA
8182;K306583;DAOP 2;BD;KERETA
8183;K306584;DIVRE 4;TNK;KERETA
8184;K306585;DIVRE 3;KPT;KERETA
8185;K306586;DIVRE 4;TNK;KERETA
8186;K306587;DIVRE 3;KPT;KERETA
8187;K306588;DIVRE 3;KPT;KERETA
8188;K306589;DIVRE 4;TNK;KERETA
8189;K306590;DIVRE 4;TNK;KERETA
8190;K306591;DIVRE 4;TNK;KERETA
8191;K306601;DAOP 2;BD;KERETA
8192;K306603;DAOP 2;BD;KERETA
8193;K306604;DAOP 8;SDT;KERETA
8194;K306607;DAOP 9;BW;KERETA
8195;K306608;DAOP 6;SLO;KERETA
8196;K306611;DAOP 2;BD;KERETA
8197;K306612;DAOP 2;BD;KERETA
8198;K306615;DAOP 2;BD;KERETA
8199;K306616;DAOP 6;SLO;KERETA
8200;K306618;DAOP 9;BW;KERETA
8201;K306619;DAOP 2;BD;KERETA
8202;K306621;DAOP 6;SLO;KERETA
8203;K306623;DAOP 2;BD;KERETA
8204;K306626;DAOP 2;BD;KERETA
8205;K306627;DAOP 8;SDT;KERETA
8206;K306628;DAOP 2;BD;KERETA
8207;K306630;DAOP 2;BD;KERETA
8208;K306631;DAOP 8;SDT;KERETA
8209;K306635;DAOP 2;BD;KERETA
8210;K306638;DAOP 6;SLO;KERETA
8211;K306641;DAOP 8;SDT;KERETA
8212;K306643;DAOP 8;SDT;KERETA
8213;K306644;DAOP 8;SDT;KERETA
8214;K306646;DAOP 2;BD;KERETA
8215;K306648;DAOP 2;BD;KERETA
8216;K306649;DAOP 8;SDT;KERETA
8217;K306650;DAOP 8;SDT;KERETA
8218;K306652;DAOP 5;PWT;KERETA
8219;K306653;DAOP 7;BL;KERETA
8220;K306654;DAOP 2;BD;KERETA
8221;K306656;DAOP 2;BD;KERETA
8222;K306657;DAOP 8;SDT;KERETA
8223;K306658;DAOP 2;BD;KERETA
8224;K306659;DAOP 2;BD;KERETA
8225;K306660;DAOP 2;BD;KERETA
8226;K306661;DAOP 7;BL;KERETA
8227;K306662;DAOP 9;BW;KERETA
8228;K306663;DIVRE 3;KPT;KERETA
8229;K306664;DIVRE 3;KPT;KERETA
8230;K306665;DIVRE 3;KPT;KERETA
8231;K306666;DIVRE 3;KPT;KERETA
8232;K306670;DAOP 2;BD;KERETA
8233;K306671;DAOP 8;SDT;KERETA
8234;K306673;DAOP 8;SDT;KERETA
8235;K306674;DAOP 2;BD;KERETA
8236;K306677;DAOP 2;BD;KERETA
8237;K306678;DAOP 8;SDT;KERETA
8238;K306679;DAOP 2;BD;KERETA
8239;K306680;DAOP 6;SLO;KERETA
8240;K306682;DAOP 2;BD;KERETA
8241;K306684;DIVRE 3;KPT;KERETA
8242;K306685;DIVRE 3;KPT;KERETA
8243;K306687;DAOP 2;BD;KERETA
8244;K306688;DIVRE 3;KPT;KERETA
8245;K306689;DIVRE 3;KPT;KERETA
8246;K306690;DAOP 2;BD;KERETA
8247;K306694;DIVRE 4;TNK;KERETA
8248;K306695;DAOP 2;BD;KERETA
8249;K306696;DAOP 2;BD;KERETA
8250;K306697;DAOP 2;BD;KERETA
8251;K307802;DAOP 9;BW;KERETA
8252;K307805;DAOP 2;BD;KERETA
8253;K307806;DAOP 6;YK;KERETA
8254;K307807;DIVRE 1;MDN;KERETA
8255;K307809;DIVRE 1;MDN;KERETA
8256;K307810;DAOP 2;BD;KERETA
8257;K307811;DIVRE 1;MDN;KERETA
8258;K307812;DAOP 1;JAKK;KERETA
8259;K307813;DAOP 9;BW;KERETA
8260;K307815;DAOP 4;SMC;KERETA
8261;K307816;DAOP 2;BD;KERETA
8262;K307817;DAOP 4;SMC;KERETA
8263;K307819;DIVRE 1;MDN;KERETA
8264;K307820;DIVRE 1;MDN;KERETA
8265;K308101;DIVRE 1;MDN;KERETA
8266;K308502;DAOP 8;SDT;KERETA
8267;K308506;DAOP 8;SDT;KERETA
8268;K308509;DAOP 2;BD;KERETA
8269;K308511;DAOP 6;SLO;KERETA
8270;K308512;DAOP 8;SDT;KERETA
8271;K308513;DAOP 2;BD;KERETA
8272;K308516;DAOP 2;BD;KERETA
8273;K308517;DAOP 2;BD;KERETA
8274;K308518;DAOP 4;SMC;KERETA
8275;K308523;DAOP 6;SLO;KERETA
8276;K308524;DAOP 6;YK;KERETA
8277;K308525;DAOP 6;YK;KERETA
8278;K308526;DAOP 6;YK;KERETA
8279;K308527;DAOP 6;SLO;KERETA
8280;K308528;DAOP 9;BW;KERETA
8281;K308530;DAOP 8;SDT;KERETA
8282;K308531;DAOP 1;RK;KERETA
8283;K308532;DAOP 6;YK;KERETA
8284;K308533;DAOP 6;SLO;KERETA
8285;K308536;DAOP 6;SLO;KERETA
8286;K308537;DAOP 1;RK;KERETA
8287;K308538;DAOP 8;SDT;KERETA
8288;K308539;DAOP 5;PWT;KERETA
8289;K308543;DAOP 8;SDT;KERETA
8290;K308544;DAOP 6;SLO;KERETA
8291;K308545;DAOP 6;SLO;KERETA
8292;K308547;DAOP 6;SLO;KERETA
8293;K309301;DAOP 6;SLO;KERETA
8294;K309302;DAOP 9;BW;KERETA
8295;K309303;DAOP 9;BW;KERETA
8296;K309304;DAOP 9;BW;KERETA
8297;K309305;DAOP 6;SLO;KERETA
8298;K309306;DAOP 8;SDT;KERETA
8299;K309307;DIVRE 2;PD;KERETA
8300;K309308;DAOP 8;SDT;KERETA
8301;K309310;DAOP 8;ML;KERETA
8302;K309311;DAOP 1;RK;KERETA
8303;K309312;DAOP 6;SLO;KERETA
8304;K309313;DAOP 8;SDT;KERETA
8305;K309314;DAOP 1;RK;KERETA
8306;K309315;DIVRE 2;PD;KERETA
8307;K309316;DAOP 9;BW;KERETA
8308;K309317;DAOP 1;RK;KERETA
8309;K309318;DIVRE 2;PD;KERETA
8310;K309320;DAOP 6;YK;KERETA
8311;K309321;DAOP 8;SDT;KERETA
8312;K309322;DAOP 8;SDT;KERETA
8313;K309323;DAOP 8;SDT;KERETA
8314;K309324;DAOP 8;SDT;KERETA
8315;K309326;DAOP 8;SDT;KERETA
8316;K309327;DAOP 8;ML;KERETA
8317;K309328;DAOP 5;PWT;KERETA
8318;K309329;DAOP 5;PWT;KERETA
8319;K309330;DAOP 5;PWT;KERETA
8320;K309331;DAOP 5;PWT;KERETA
8321;K309332;DAOP 2;BD;KERETA
8322;K309333;DAOP 2;BD;KERETA
8323;K309334;DAOP 9;BW;KERETA
8324;K309335;DAOP 4;SMC;KERETA
8325;K309336;DAOP 4;SMC;KERETA
8326;K309337;DAOP 5;PWT;KERETA
8327;K309338;DAOP 5;PWT;KERETA
8328;K309339;DAOP 5;PWT;KERETA
8329;K309340;DAOP 5;PWT;KERETA
8330;K309341;DAOP 6;SLO;KERETA
8331;K309342;DAOP 6;SLO;KERETA
8332;K309343;DAOP 5;PWT;KERETA
8333;K309344;DAOP 5;PWT;KERETA
8334;K309345;DAOP 5;PWT;KERETA
8335;K309401;DAOP 5;PWT;KERETA
8336;K309402;DAOP 8;SDT;KERETA
8337;K309403;DAOP 8;SDT;KERETA
8338;K309404;DAOP 4;SMC;KERETA
8339;K309405;DAOP 4;SMC;KERETA
8340;K309406;DAOP 2;BD;KERETA
8341;K309407;DAOP 4;SMC;KERETA
8342;K309408;DAOP 8;SBI;KERETA
8343;K309409;DAOP 4;SMC;KERETA
8344;K309410;DIVRE 1;MDN;KERETA
8345;K309411;DIVRE 1;MDN;KERETA
8346;K309412;DIVRE 1;MDN;KERETA
8347;K309413;DIVRE 1;MDN;KERETA
8348;K309414;DIVRE 1;MDN;KERETA
8349;K309415;DIVRE 1;MDN;KERETA
8350;K309416;DIVRE 1;MDN;KERETA
8351;K309417;DIVRE 1;MDN;KERETA
8352;K309419;DAOP 2;BD;KERETA
8353;K309420;DAOP 2;BD;KERETA
8354;K309421;DAOP 2;BD;KERETA
8355;K309422;DAOP 5;PWT;KERETA
8356;K309423;DAOP 2;BD;KERETA
8357;K309424;DAOP 4;SMC;KERETA
8358;K309425;DAOP 8;SDT;KERETA
8359;K309426;DAOP 8;SDT;KERETA
8360;K309427;DAOP 5;PWT;KERETA
8361;K309428;DAOP 5;PWT;KERETA
8362;K309429;DAOP 5;PWT;KERETA
8363;K309430;DAOP 5;PWT;KERETA
8364;K309431;DAOP 9;BW;KERETA
8365;K309432;DAOP 2;BD;KERETA
8366;K309433;DAOP 8;SDT;KERETA
8367;K309434;DAOP 5;PWT;KERETA
8368;K309435;DAOP 5;PWT;KERETA
8369;K309437;DAOP 2;BD;KERETA
8370;K309438;DAOP 9;BW;KERETA
8371;K309501;DAOP 8;SDT;KERETA
8372;K309502;DAOP 9;BW;KERETA
8373;K309503;DAOP 8;SDT;KERETA
8374;K309504;DAOP 5;PWT;KERETA
8375;K309505;DAOP 5;PWT;KERETA
8376;K309506;DAOP 5;PWT;KERETA
8377;K309507;DAOP 9;BW;KERETA
8378;K309508;DAOP 8;SDT;KERETA
8379;K309601;DAOP 4;SMC;KERETA
8380;K309602;DAOP 8;SDT;KERETA
8381;K309603;DAOP 4;SMC;KERETA
8382;K309604;DAOP 4;SMC;KERETA
8383;K309605;DAOP 8;SDT;KERETA
8384;K309606;DAOP 4;SMC;KERETA
8385;K309607;DAOP 4;SMC;KERETA
8386;K309608;DAOP 9;BW;KERETA
8387;K309609;DAOP 2;BD;KERETA
8388;K309701;DAOP 2;BD;KERETA
8389;K309702;DAOP 2;BD;KERETA
8390;K309703;DAOP 2;BD;KERETA
8391;K309704;DAOP 2;BD;KERETA
8392;K309705;DAOP 2;BD;KERETA
8393;K309706;DAOP 2;BD;KERETA
8394;K309707;DAOP 8;SDT;KERETA
8395;K309710;DAOP 6;SLO;KERETA
8396;K309801;DAOP 2;BD;KERETA
8397;K309802;DAOP 2;BD;KERETA
8398;K309803;DAOP 2;BD;KERETA
8399;K309804;DAOP 2;BD;KERETA
8400;K309805;DAOP 2;BD;KERETA
8401;K309806;DAOP 2;BD;KERETA
8402;K309807;DAOP 6;SLO;KERETA
8403;K309808;DAOP 2;BD;KERETA
8404;K309809;DAOP 2;BD;KERETA
8405;K309810;DAOP 2;BD;KERETA
8406;KM108402;DAOP 5;PWT;KERETA
8407;KMP206602;DAOP 8;SDT;KERETA
8408;KMP207801;DAOP 8;SDT;KERETA
8409;KMP207803;DIVRE 1;MDN;KERETA
8410;KMP207804;DIVRE 1;MDN;KERETA
8411;KMP300501;DAOP 2;BD;KERETA
8412;KMP300601;DAOP 6;SLO;KERETA
8413;KMP300602;DAOP 9;BW;KERETA
8414;KMP300701;DAOP 1;JAKK;KERETA
8415;KMP300702;DAOP 1;JAKK;KERETA
8416;KMP300703;DIVRE 3;KPT;KERETA
8417;KMP300704;DIVRE 1;MDN;KERETA
8418;KMP300802;DAOP 2;BD;KERETA
8419;KMP300804;DAOP 5;KTA;KERETA
8420;KMP300805;DAOP 5;PWT;KERETA
8421;KMP300806;DIVRE 2;PD;KERETA
8422;KMP300807;DIVRE 2;PD;KERETA
8423;KMP300901;DAOP 6;YK;KERETA
8424;KMP300902;DAOP 5;KTA;KERETA
8425;KMP300903;DAOP 2;BD;KERETA
8426;KMP300904;DAOP 6;SLO;KERETA
8427;KMP300905;DIVRE 2;PD;KERETA
8428;KMP306401;DIVRE 4;TNK;KERETA
8429;KMP306501;DAOP 5;PWT;KERETA
8430;KMP306502;DAOP 8;SDT;KERETA
8431;KMP306503;DAOP 2;BD;KERETA
8432;KMP306504;DAOP 2;BD;KERETA
8433;KMP306507;DAOP 8;SDT;KERETA
8434;KMP306508;DAOP 2;BD;KERETA
8435;KMP306509;DAOP 9;BW;KERETA
8436;KMP306512;DAOP 9;BW;KERETA
8437;KMP306513;DAOP 8;SDT;KERETA
8438;KMP306514;DAOP 5;PWT;KERETA
8439;KMP306515;DAOP 5;PWT;KERETA
8440;KMP306516;DAOP 2;BD;KERETA
8441;KMP306517;DAOP 1;RK;KERETA
8442;KMP306521;DAOP 8;SDT;KERETA
8443;KMP306523;DIVRE 4;TNK;KERETA
8444;KMP306602;DAOP 6;YK;KERETA
8445;KMP306603;DAOP 8;ML;KERETA
8446;KMP306605;DAOP 2;BD;KERETA
8447;KMP306606;DAOP 8;SDT;KERETA
8448;KMP306609;DAOP 8;SDT;KERETA
8449;KMP306610;DAOP 5;PWT;KERETA
8450;KMP306612;DAOP 5;PWT;KERETA
8451;KMP306613;DAOP 9;BW;KERETA
8452;KMP306615;DIVRE 3;KPT;KERETA
8453;KMP306616;DIVRE 4;TNK;KERETA
8454;KMP306618;DIVRE 3;KPT;KERETA
8455;KMP308001;DIVRE 1;MDN;KERETA
8456;KMP308201;DAOP 2;BD;KERETA
8457;KMP308203;DAOP 6;YK;KERETA
8458;KMP308204;DIVRE 1;MDN;KERETA
8459;KMP308601;DAOP 8;SDT;KERETA
8460;KMP308602;DAOP 5;PWT;KERETA
8461;KMP308603;DAOP 8;ML;KERETA
8462;KMP309401;DAOP 2;BD;KERETA
8463;KP207801;DIVRE 1;MDN;KERETA
8464;KP207802;DIVRE 1;MDN;KERETA
8465;KP306502;DAOP 2;BD;KERETA
8466;KP306503;DAOP 1;RK;KERETA
8467;KP306507;DAOP 1;RK;KERETA
8468;KP306603;DAOP 8;SDT;KERETA
8469;KP306604;DAOP 2;BD;KERETA
8470;KP306606;DAOP 2;BD;KERETA
8471;KP306607;DAOP 2;BD;KERETA
8472;KP306609;DAOP 9;BW;KERETA
8473;KP306611;DAOP 8;SBI;KERETA
8474;KP306614;DAOP 8;SDT;KERETA
8475;KP308501;DAOP 6;SLO;KERETA
8476;KP309403;DAOP 6;SLO;KERETA
8477;KP309404;DIVRE 1;MDN;KERETA
8478;KP309405;DAOP 8;SDT;KERETA
8479;KP309501;DAOP 8;SDT;KERETA
8480;M100101;DAOP 8;SDT;KERETA
8481;M100201;DIVRE 3;KPT;KERETA
8482;M100202;DIVRE 3;KPT;KERETA
8483;M100203;DAOP 4;SMC;KERETA
8484;M100204;DAOP 4;SMC;KERETA
8485;M100801;DAOP 1;JAKK;KERETA
8486;M100901;DAOP 8;ML;KERETA
8487;M100902;DAOP 8;ML;KERETA
8488;M101601;DAOP 3;CN;KERETA
8489;M101602;DAOP 4;SMC;KERETA
8490;M101603;DAOP 4;SMC;KERETA
8491;M101604;DAOP 5;PWT;KERETA
8492;M101605;DAOP 8;SBI;KERETA
8493;M101606;DAOP 8;SBI;KERETA
8494;M101607;DAOP 8;ML;KERETA
8495;M101701;DAOP 8;ML;KERETA
8496;M101702;DAOP 3;CN;KERETA
8497;M106502;DAOP 4;SMC;KERETA
8498;M106503;DAOP 6;YK;KERETA
8499;M106703;DAOP 1;JAKK;KERETA
8500;M106803;DAOP 8;SBI;KERETA
8501;M106804;DAOP 6;SLO;KERETA
8502;M106805;DAOP 5;KTA;KERETA
8503;M107801;DAOP 5;PWT;KERETA
8504;M108001;DAOP 4;SMC;KERETA
8505;M108002;DAOP 3;CN;KERETA
8506;M108003;DAOP 4;SMC;KERETA
8507;M108004;DAOP 1;JAKK;KERETA
8508;M108202;DAOP 1;JAKK;KERETA
8509;M108203;DAOP 8;ML;KERETA
8510;M108206;DAOP 8;SBI;KERETA
8511;M108207;DAOP 6;SLO;KERETA
8512;M108208;DAOP 3;CN;KERETA
8513;M108209;DAOP 3;CN;KERETA
8514;M108501;DAOP 1;JAKK;KERETA
8515;M108601;DAOP 4;SMC;KERETA
8516;M108602;DAOP 4;SMC;KERETA
8517;M109501;DAOP 1;JAKK;KERETA
8518;M109601;DAOP 9;BW;KERETA
8519;M109801;DAOP 8;SBI;KERETA
8520;M109802;DAOP 1;JAKK;KERETA
8521;MP100301;DAOP 8;ML;KERETA
8522;MP106801;DAOP 8;ML;KERETA
8523;MP109901;DAOP 8;SBI;KERETA
8524;MP109902;DAOP 7;BL;KERETA
8525;MP206404;DAOP 8;SBI;KERETA
8526;MP206502;DAOP 1;JAKK;KERETA
8527;MP206504;DAOP 4;SMC;KERETA
8528;MP206505;DAOP 4;SMC;KERETA
8529;MP206507;DAOP 4;SMC;KERETA
8530;MP206801;DAOP 8;SBI;KERETA
8531;MP207801;DIVRE 4;TNK;KERETA
8532;MP207802;DIVRE 4;TNK;KERETA
8533;MP208201;DIVRE 4;TNK;KERETA
8534;MP208401;DAOP 8;SBI;KERETA
8535;MP208601;DAOP 2;BD;KERETA
8536;MP301001;DAOP 6;YK;KERETA
8537;MP301002;DAOP 6;YK;KERETA
8538;MP301201;DAOP 5;PWT;KERETA
8539;MP301202;DAOP 1;JAKK;KERETA
8540;MP301203;DAOP 7;BL;KERETA
8541;MP301204;DAOP 7;BL;KERETA
8542;MP301205;DAOP 7;BL;KERETA
8543;MP301401;DAOP 6;SLO;KERETA
8544;MP301402;DAOP 6;SLO;KERETA
8545;MP301403;DAOP 1;JAKK;KERETA
8546;MP301404;DAOP 1;JAKK;KERETA
8547;MP301405;DAOP 1;JAKK;KERETA
8548;MP301601;DAOP 7;BL;KERETA
8549;MP301602;DAOP 7;BL;KERETA
8550;MP301603;DAOP 6;SLO;KERETA
8551;MP301604;DAOP 1;JAKK;KERETA
8552;MP301605;DAOP 5;PWT;KERETA
8553;MP301606;DAOP 5;PWT;KERETA
8554;MP301607;DAOP 7;BL;KERETA
8555;MP301701;DIVRE 4;TNK;KERETA
8556;MP301702;DIVRE 1;MDN;KERETA
8557;MP301703;DAOP 1;JAKK;KERETA
8558;MP301704;DAOP 5;PWT;KERETA
8559;MP301705;DAOP 1;JAKK;KERETA
8560;MP301706;DAOP 7;BL;KERETA
8561;P00101;DAOP 1;JAKK;KERETA
8562;P00201;DAOP 4;SMC;KERETA
8563;P00202;DAOP 4;SMC;KERETA
8564;P00203;DAOP 4;SMC;KERETA
8565;P00204;DIVRE 3;KPT;KERETA
8566;P00801;DAOP 1;JAKK;KERETA
8567;P00901;DAOP 8;ML;KERETA
8568;P00902;DAOP 8;ML;KERETA
8569;P01601;DAOP 3;CN;KERETA
8570;P01602;DAOP 4;SMC;KERETA
8571;P01603;DAOP 4;SMC;KERETA
8572;P01604;DAOP 5;PWT;KERETA
8573;P01605;DAOP 8;SBI;KERETA
8574;P01606;DAOP 8;SBI;KERETA
8575;P01607;DAOP 8;ML;KERETA
8576;P01701;DAOP 8;ML;KERETA
8577;P01702;DAOP 3;CN;KERETA
8578;P06401;DAOP 5;KTA;KERETA
8579;P06402;DAOP 4;SMC;KERETA
8580;P06403;DAOP 1;JAKK;KERETA
8581;P06404;DAOP 2;BD;KERETA
8582;P06406;DIVRE 3;KPT;KERETA
8583;P06407;DAOP 1;JAKK;KERETA
8584;P06409;DAOP 1;JAKK;KERETA
8585;P06501;DAOP 4;SMC;KERETA
8586;P06502;DAOP 9;BW;KERETA
8587;P06601;DIVRE 3;KPT;KERETA
8588;P06701;DAOP 5;PWT;KERETA
8589;P06702;DAOP 3;CN;KERETA
8590;P06703;DAOP 2;BD;KERETA
8591;P06704;DAOP 1;JAKK;KERETA
8592;P06705;DAOP 3;CN;KERETA
8593;P06801;DAOP 5;KTA;KERETA
8594;P06802;DAOP 9;BW;KERETA
8595;P06803;DAOP 6;YK;KERETA
8596;P06804;DAOP 8;SBI;KERETA
8597;P06805;DIVRE 1;MDN;KERETA
8598;P06806;DIVRE 1;MDN;KERETA
8599;P06807;DAOP 1;JAKK;KERETA
8600;P06808;DAOP 5;PWT;KERETA
8601;P06809;DIVRE 3;KPT;KERETA
8602;P06810;DAOP 6;SLO;KERETA
8603;P06812;DAOP 4;SMC;KERETA
8604;P06813;DAOP 6;SLO;KERETA
8605;P06814;DAOP 8;SBI;KERETA
8606;P06815;DAOP 1;JAKK;KERETA
8607;P06816;DAOP 8;SDT;KERETA
8608;P06817;DAOP 1;JAKK;KERETA
8609;P07802;DAOP 8;SBI;KERETA
8610;P07803;DAOP 6;SLO;KERETA
8611;P07805;DIVRE 1;MDN;KERETA
8612;P07807;DAOP 3;CN;KERETA
8613;P07808;DIVRE 1;MDN;KERETA
8614;P08001;DAOP 3;CN;KERETA
8615;P08002;DAOP 8;SBI;KERETA
8616;P08202;DAOP 4;SMC;KERETA
8617;P08203;DAOP 4;SMC;KERETA
8618;P08401;DAOP 8;ML;KERETA
8619;P08402;DAOP 1;JAKK;KERETA
8620;P09501;DAOP 1;JAKK;KERETA
8621;P09502;DAOP 8;ML;KERETA
8622;P09601;DAOP 1;JAKK;KERETA
8623;P09801;DAOP 8;ML;KERETA
8624;P09802;DAOP 8;SDT;KERETA
8625;SI06701;DAOP 1;JAKK;KERETA
8626;K106413;DAOP 7;BL;KERETA
8627;K101801;DAOP 1;JAKK;KERETA
8628;K101802;DAOP 1;JAKK;KERETA
8629;K101803;DAOP 1;JAKK;KERETA
8630;K101804;DAOP 1;JAKK;KERETA
8631;K101805;DAOP 1;JAKK;KERETA
8632;K101806;DAOP 1;JAKK;KERETA
8633;K101807;DAOP 1;JAKK;KERETA
8634;K101808;DAOP 1;JAKK;KERETA
8635;K101809;DAOP 1;JAKK;KERETA
8636;K101810;DAOP 1;JAKK;KERETA
8637;K301801;DAOP 1;JAKK;KERETA
8638;K301802;DAOP 1;JAKK;KERETA
8639;K301803;DAOP 1;JAKK;KERETA
8640;K301804;DAOP 1;JAKK;KERETA
8641;K301805;DAOP 2;BD;KERETA
8642;K301806;DAOP 2;BD;KERETA
8643;K301807;DAOP 2;BD;KERETA
8644;K301808;DAOP 2;BD;KERETA
8645;K301809;DAOP 2;BD;KERETA
8646;K301810;DAOP 2;BD;KERETA
8647;M101801;DAOP 1;JAKK;KERETA
8648;M101802;DAOP 1;JAKK;KERETA
8649;P01801;DAOP 1;JAKK;KERETA
8650;P01802;DAOP 1;JAKK;KERETA
8651;K101811;DAOP 6;YK;KERETA
8652;K101812;DAOP 6;YK;KERETA
8653;K101813;DAOP 6;YK;KERETA
