,NOMOR_IDENTITAS,DAOP,DEPO,JENIS,tgl_masa_uji,STATUS_UJI
5896,GB5012126,DIVRE 4,RJS,GERBONG,2022-05-07,Masih Berlaku
5897,GB5012127,DIVRE 4,RJS,GERBONG,2022-04-23,Masih Berlaku
5898,GB5012128,DIVRE 4,RJS,GERBONG,2022-05-07,Masih Berlaku
5899,GB5012129,DIVRE 4,RJS,GERBONG,2022-04-23,Masih Berlaku
5900,GB5012130,DIVRE 4,RJS,GERBONG,2021-09-25,Kadaluarsa
5901,GB5012131,DIVRE 4,RJS,GERBONG,2022-04-23,Masih Berlaku
5902,GB5012132,DIVRE 4,RJS,GERBONG,2022-05-07,Masih Berlaku
5903,GB5012133,DIVRE 4,RJS,GERBONG,2022-02-06,Masih Berlaku
5904,GB5012134,DIVRE 4,RJS,GERBONG,2022-02-19,Masih Berlaku
5905,GB5012135,DIVRE 4,RJS,GERBONG,2022-05-07,Masih Berlaku
5906,GB5012136,DIVRE 4,RJS,GERBONG,2022-02-06,Masih Berlaku
5907,GB5012137,DIVRE 4,RJS,GERBONG,2019-11-14,Kadaluarsa
5908,GB5012138,DIVRE 4,RJS,GERBONG,2021-11-26,Masih Berlaku
5909,GB5012139,DIVRE 4,RJS,GERBONG,2022-02-06,Masih Berlaku
5910,GB5012140,DIVRE 4,RJS,GERBONG,2022-02-06,Masih Berlaku
5911,GB5012141,DIVRE 4,RJS,GERBONG,2022-02-13,Masih Berlaku
5912,GB5012142,DIVRE 4,RJS,GERBONG,2022-02-06,Masih Berlaku
5913,GB5012143,DIVRE 4,RJS,GERBONG,2022-02-19,Masih Berlaku
5914,GB5012144,DIVRE 4,RJS,GERBONG,2022-02-13,Masih Berlaku
5915,GB5012145,DIVRE 4,RJS,GERBONG,2021-09-25,Kadaluarsa
5916,GB5012146,DIVRE 4,RJS,GERBONG,2022-02-19,Masih Berlaku
5917,GB5012147,DIVRE 4,RJS,GERBONG,2020-09-10,Kadaluarsa
5918,GB5012148,DIVRE 4,RJS,GERBONG,2019-10-05,Kadaluarsa
5919,GB5012149,DIVRE 4,RJS,GERBONG,2022-02-19,Masih Berlaku
5920,GB5012150,DIVRE 4,RJS,GERBONG,2022-02-06,Masih Berlaku
5921,GB5012151,DIVRE 4,RJS,GERBONG,2020-10-25,Kadaluarsa
5922,GB5012153,DIVRE 4,RJS,GERBONG,2022-05-07,Masih Berlaku
5923,GB5012154,DIVRE 4,RJS,GERBONG,2022-02-19,Masih Berlaku
5924,GB5012155,DIVRE 4,RJS,GERBONG,2022-02-19,Masih Berlaku
5925,GB5012156,DIVRE 4,RJS,GERBONG,2022-02-13,Masih Berlaku
5926,GB5012157,DIVRE 4,RJS,GERBONG,2019-11-02,Kadaluarsa
5927,GB5012158,DIVRE 4,RJS,GERBONG,2020-08-02,Kadaluarsa
5928,GB5012159,DIVRE 4,RJS,GERBONG,2019-11-14,Kadaluarsa
5929,GB5012160,DIVRE 4,RJS,GERBONG,2022-05-07,Masih Berlaku
5930,GB5012161,DIVRE 4,RJS,GERBONG,2020-04-26,Kadaluarsa
5931,GB5012162,DIVRE 4,RJS,GERBONG,2019-11-02,Kadaluarsa
5932,GB5012163,DIVRE 4,RJS,GERBONG,2021-09-25,Kadaluarsa
5933,GB5012164,DIVRE 4,RJS,GERBONG,2022-02-13,Masih Berlaku
5934,GB5012165,DIVRE 4,RJS,GERBONG,2022-05-07,Masih Berlaku
5935,GB5012166,DIVRE 4,RJS,GERBONG,2022-02-19,Masih Berlaku
5936,GB5012167,DIVRE 4,RJS,GERBONG,2022-02-19,Masih Berlaku
5937,GB5012168,DIVRE 4,RJS,GERBONG,2022-05-07,Masih Berlaku
5938,GB5012169,DIVRE 4,RJS,GERBONG,2022-02-19,Masih Berlaku
5939,GB5012170,DIVRE 4,RJS,GERBONG,2022-02-06,Masih Berlaku
5940,GB5012171,DIVRE 4,RJS,GERBONG,2022-02-19,Masih Berlaku
5941,GB5012172,DIVRE 4,RJS,GERBONG,2022-05-07,Masih Berlaku
5942,GB5012173,DIVRE 4,RJS,GERBONG,2022-05-07,Masih Berlaku
5943,GB5012174,DIVRE 4,RJS,GERBONG,2021-09-25,Kadaluarsa
5944,GB5012175,DIVRE 4,RJS,GERBONG,2022-05-07,Masih Berlaku
5945,GB5012176,DIVRE 4,RJS,GERBONG,2022-02-06,Masih Berlaku
5946,GB5012177,DIVRE 4,RJS,GERBONG,2022-02-06,Masih Berlaku
5947,GB5012178,DIVRE 4,RJS,GERBONG,2022-02-06,Masih Berlaku
5948,GB5012179,DIVRE 4,RJS,GERBONG,2022-05-07,Masih Berlaku
5949,GB5012180,DIVRE 4,RJS,GERBONG,2022-05-07,Masih Berlaku
5950,GB5012181,DIVRE 4,RJS,GERBONG,2021-09-25,Kadaluarsa
5951,GB5012182,DIVRE 4,RJS,GERBONG,2022-02-19,Masih Berlaku
5952,GB5012183,DIVRE 4,RJS,GERBONG,2019-11-02,Kadaluarsa
5953,GB5012184,DIVRE 4,RJS,GERBONG,2022-02-06,Masih Berlaku
5954,GB5012185,DIVRE 4,RJS,GERBONG,2019-11-02,Kadaluarsa
5955,GB5012186,DIVRE 4,RJS,GERBONG,2022-02-19,Masih Berlaku
5956,GB5012187,DIVRE 4,RJS,GERBONG,2022-02-19,Masih Berlaku
5957,GB5012188,DIVRE 4,RJS,GERBONG,2021-11-26,Masih Berlaku
5958,GB5012189,DIVRE 4,RJS,GERBONG,2022-02-13,Masih Berlaku
5959,GB5012190,DIVRE 4,RJS,GERBONG,2019-11-14,Kadaluarsa
5960,GB5012191,DIVRE 4,RJS,GERBONG,2020-09-10,Kadaluarsa
5961,GB5012192,DIVRE 4,RJS,GERBONG,2019-11-14,Kadaluarsa
5962,GB5012193,DIVRE 4,RJS,GERBONG,2019-11-02,Kadaluarsa
5963,GB5012194,DIVRE 4,RJS,GERBONG,2021-11-26,Masih Berlaku
5964,GB5012195,DIVRE 4,RJS,GERBONG,2022-05-07,Masih Berlaku
5965,GB5012196,DIVRE 4,RJS,GERBONG,2019-11-02,Kadaluarsa
5966,GB5012197,DIVRE 4,RJS,GERBONG,2019-11-14,Kadaluarsa
5967,GB5012198,DIVRE 4,RJS,GERBONG,2020-09-10,Kadaluarsa
5968,GB5012199,DIVRE 4,RJS,GERBONG,2022-02-19,Masih Berlaku
5969,GB5012200,DIVRE 4,RJS,GERBONG,2022-05-07,Masih Berlaku
5970,GB5012201,DIVRE 4,RJS,GERBONG,2022-05-07,Masih Berlaku
5971,GB5012202,DIVRE 4,RJS,GERBONG,2022-02-13,Masih Berlaku
5972,GB5012203,DIVRE 4,RJS,GERBONG,2021-09-25,Kadaluarsa
5973,GB5012204,DIVRE 4,RJS,GERBONG,2022-05-07,Masih Berlaku
5974,GB5012205,DIVRE 4,RJS,GERBONG,2021-09-25,Kadaluarsa
5975,GB5012206,DIVRE 4,RJS,GERBONG,2022-02-19,Masih Berlaku
5976,GB5012207,DIVRE 4,RJS,GERBONG,2022-02-13,Masih Berlaku
5977,GB5012208,DIVRE 4,RJS,GERBONG,2022-02-13,Masih Berlaku
5978,GB5012209,DIVRE 4,RJS,GERBONG,2022-02-06,Masih Berlaku
5979,GB5012210,DIVRE 4,RJS,GERBONG,2022-02-19,Masih Berlaku
5980,GB5012211,DIVRE 4,RJS,GERBONG,2022-02-06,Masih Berlaku
5981,GB5012212,DIVRE 4,RJS,GERBONG,2020-10-25,Kadaluarsa
5982,GB5012213,DIVRE 4,RJS,GERBONG,2020-08-02,Kadaluarsa
5983,GB5012214,DIVRE 4,RJS,GERBONG,2022-02-13,Masih Berlaku
5984,GB5012215,DIVRE 4,RJS,GERBONG,2022-02-06,Masih Berlaku
5985,GB5012216,DIVRE 4,RJS,GERBONG,2022-02-06,Masih Berlaku
5986,GB5012217,DIVRE 4,RJS,GERBONG,2021-09-25,Kadaluarsa
5987,GB5012218,DIVRE 4,RJS,GERBONG,2022-02-06,Masih Berlaku
5988,GB5012219,DIVRE 4,RJS,GERBONG,2022-02-13,Masih Berlaku
5989,GB5012220,DIVRE 4,RJS,GERBONG,2021-11-26,Masih Berlaku
5990,GB5012221,DIVRE 4,RJS,GERBONG,2022-02-13,Masih Berlaku
5991,GB5012222,DIVRE 4,RJS,GERBONG,2022-02-13,Masih Berlaku
5992,GB5012223,DIVRE 4,RJS,GERBONG,2022-05-07,Masih Berlaku
5993,GB5012224,DIVRE 4,RJS,GERBONG,2022-02-19,Masih Berlaku
5994,GB5012225,DIVRE 4,RJS,GERBONG,2022-02-19,Masih Berlaku
5995,GB5012226,DIVRE 4,RJS,GERBONG,2022-02-19,Masih Berlaku
5996,GB5012227,DIVRE 4,RJS,GERBONG,2022-02-13,Masih Berlaku
5997,GB5012228,DIVRE 4,RJS,GERBONG,2022-02-06,Masih Berlaku
5998,GB5012229,DIVRE 4,RJS,GERBONG,2022-02-06,Masih Berlaku
5999,GB5012230,DIVRE 4,RJS,GERBONG,2022-02-06,Masih Berlaku
6000,GB5012231,DIVRE 4,RJS,GERBONG,2022-05-07,Masih Berlaku
6001,GB5012232,DIVRE 4,RJS,GERBONG,2022-02-06,Masih Berlaku
6002,GB5012233,DIVRE 4,RJS,GERBONG,2022-02-13,Masih Berlaku
6003,GB5012234,DIVRE 4,RJS,GERBONG,2021-09-25,Kadaluarsa
6004,GB5012235,DIVRE 4,RJS,GERBONG,2022-02-06,Masih Berlaku
6005,GB5012236,DIVRE 4,RJS,GERBONG,2022-02-19,Masih Berlaku
6006,GB5012237,DIVRE 4,RJS,GERBONG,2022-05-07,Masih Berlaku
6007,GB5012238,DIVRE 4,RJS,GERBONG,2020-04-25,Kadaluarsa
6008,GB5012239,DIVRE 4,RJS,GERBONG,2022-02-06,Masih Berlaku
6009,GB5012240,DIVRE 4,RJS,GERBONG,2019-11-14,Kadaluarsa
6010,GB5012241,DIVRE 4,RJS,GERBONG,2019-10-25,Kadaluarsa
6011,GB5012242,DIVRE 4,RJS,GERBONG,2022-02-13,Masih Berlaku
6012,GB5012243,DIVRE 4,RJS,GERBONG,2022-05-07,Masih Berlaku
6013,GB5012244,DIVRE 4,RJS,GERBONG,2021-09-25,Kadaluarsa
6014,GB5012246,DIVRE 4,RJS,GERBONG,2022-02-06,Masih Berlaku
6015,GB5012247,DIVRE 4,RJS,GERBONG,2021-11-26,Masih Berlaku
6016,GB5012248,DIVRE 4,RJS,GERBONG,2022-05-07,Masih Berlaku
6017,GB5012249,DIVRE 4,RJS,GERBONG,2022-05-07,Masih Berlaku
6018,GB5012250,DIVRE 4,RJS,GERBONG,2022-02-06,Masih Berlaku
6019,GB5012251,DIVRE 4,RJS,GERBONG,2022-05-07,Masih Berlaku
6020,GB5012252,DIVRE 4,RJS,GERBONG,2022-02-19,Masih Berlaku
6021,GB5012253,DIVRE 4,RJS,GERBONG,2022-02-06,Masih Berlaku
6022,GB5012254,DIVRE 4,RJS,GERBONG,2022-02-19,Masih Berlaku
6023,GB5012255,DIVRE 4,RJS,GERBONG,2021-09-25,Kadaluarsa
6024,GB5012256,DIVRE 4,RJS,GERBONG,2022-05-07,Masih Berlaku
6025,GB5012257,DIVRE 4,RJS,GERBONG,2022-02-19,Masih Berlaku
6026,GB5012258,DIVRE 4,RJS,GERBONG,2022-02-19,Masih Berlaku
6027,GB5012259,DIVRE 4,RJS,GERBONG,2022-02-19,Masih Berlaku
6028,GB5012260,DIVRE 4,RJS,GERBONG,2021-09-25,Kadaluarsa
6029,GB5012261,DIVRE 4,RJS,GERBONG,2021-09-25,Kadaluarsa
6030,GB5012262,DIVRE 4,RJS,GERBONG,2022-05-07,Masih Berlaku
6031,GB5012263,DIVRE 4,RJS,GERBONG,2021-09-25,Kadaluarsa
6032,GB5012264,DIVRE 4,RJS,GERBONG,2021-09-25,Kadaluarsa
6033,GB5012265,DIVRE 4,RJS,GERBONG,2022-02-06,Masih Berlaku
6034,GB5012266,DIVRE 4,RJS,GERBONG,2022-02-13,Masih Berlaku
6035,GB5012267,DIVRE 4,RJS,GERBONG,2022-02-06,Masih Berlaku
6036,GB5012268,DIVRE 4,RJS,GERBONG,2022-02-13,Masih Berlaku
6037,GB5012269,DIVRE 4,RJS,GERBONG,2022-05-07,Masih Berlaku
6038,GB5012270,DIVRE 4,RJS,GERBONG,2019-10-25,Kadaluarsa
6039,GB5012271,DIVRE 4,RJS,GERBONG,2022-02-19,Masih Berlaku
6040,GB5012272,DIVRE 4,RJS,GERBONG,2022-02-06,Masih Berlaku
6041,GB5012273,DIVRE 4,RJS,GERBONG,2022-02-06,Masih Berlaku
6042,GB5012274,DIVRE 4,RJS,GERBONG,2022-05-07,Masih Berlaku
6043,GB5012275,DIVRE 4,RJS,GERBONG,2022-02-06,Masih Berlaku
6044,GB5012276,DIVRE 4,RJS,GERBONG,2022-05-07,Masih Berlaku
6045,GB5012277,DIVRE 4,RJS,GERBONG,2022-02-13,Masih Berlaku
6046,GB5012278,DIVRE 4,RJS,GERBONG,2021-09-25,Kadaluarsa
6047,GB5012279,DIVRE 4,RJS,GERBONG,2022-02-19,Masih Berlaku
6048,GB5012280,DIVRE 4,RJS,GERBONG,2022-02-13,Masih Berlaku
6049,GB5012281,DIVRE 4,RJS,GERBONG,2020-09-10,Kadaluarsa
6050,GB5012282,DIVRE 4,RJS,GERBONG,2021-09-25,Kadaluarsa
6051,GB5012283,DIVRE 4,RJS,GERBONG,2022-02-19,Masih Berlaku
6052,GB5012284,DIVRE 4,RJS,GERBONG,2022-05-07,Masih Berlaku
6053,GB5012285,DIVRE 4,RJS,GERBONG,2022-05-07,Masih Berlaku
6054,GB5012286,DIVRE 4,RJS,GERBONG,2021-09-25,Kadaluarsa
6055,GB5012287,DIVRE 4,RJS,GERBONG,2021-09-25,Kadaluarsa
6056,GB5012288,DIVRE 4,RJS,GERBONG,2022-02-19,Masih Berlaku
6057,GB5012289,DIVRE 4,RJS,GERBONG,2022-02-19,Masih Berlaku
6058,GB5012290,DIVRE 4,RJS,GERBONG,2020-10-25,Kadaluarsa
6059,GB5012291,DIVRE 4,RJS,GERBONG,2022-02-13,Masih Berlaku
6060,GB5012292,DIVRE 4,RJS,GERBONG,2021-09-25,Kadaluarsa
6061,GB5012293,DIVRE 4,RJS,GERBONG,2022-02-19,Masih Berlaku
6062,GB5012294,DIVRE 4,RJS,GERBONG,2021-11-26,Masih Berlaku
6063,GB5012295,DIVRE 4,RJS,GERBONG,2022-02-19,Masih Berlaku
6064,GB5012296,DIVRE 4,RJS,GERBONG,2021-09-25,Kadaluarsa
6065,GB5012297,DIVRE 4,RJS,GERBONG,2021-11-26,Masih Berlaku
6066,GB5012298,DIVRE 4,RJS,GERBONG,2022-02-06,Masih Berlaku
6067,GB5012299,DIVRE 4,RJS,GERBONG,2022-02-19,Masih Berlaku
6068,GB5012300,DIVRE 4,RJS,GERBONG,2021-09-25,Kadaluarsa
6069,GB5012301,DIVRE 4,RJS,GERBONG,2021-09-25,Kadaluarsa
6070,GB5012302,DIVRE 4,RJS,GERBONG,2022-02-06,Masih Berlaku
6071,GB5012303,DIVRE 4,RJS,GERBONG,2022-02-13,Masih Berlaku
6072,GB5012304,DIVRE 4,RJS,GERBONG,2022-02-06,Masih Berlaku
6073,GB5012306,DIVRE 4,RJS,GERBONG,2022-02-19,Masih Berlaku
6074,GB5012307,DIVRE 4,RJS,GERBONG,2022-02-06,Masih Berlaku
6075,GB5012308,DIVRE 4,RJS,GERBONG,2022-02-06,Masih Berlaku
6076,GB5012309,DIVRE 4,RJS,GERBONG,2021-09-25,Kadaluarsa
6077,GB5012310,DIVRE 4,RJS,GERBONG,2022-02-06,Masih Berlaku
6078,GB5012311,DIVRE 4,RJS,GERBONG,2021-09-25,Kadaluarsa
6079,GB5012312,DIVRE 4,RJS,GERBONG,2022-02-19,Masih Berlaku
6080,GB5012313,DIVRE 4,RJS,GERBONG,2022-02-13,Masih Berlaku
6081,GB5012314,DIVRE 4,RJS,GERBONG,2022-02-19,Masih Berlaku
6082,GB5012315,DIVRE 4,RJS,GERBONG,2020-10-25,Kadaluarsa
6083,GB5012316,DIVRE 4,RJS,GERBONG,2022-02-06,Masih Berlaku
6084,GB5012317,DIVRE 4,RJS,GERBONG,2021-09-25,Kadaluarsa
6085,GB5012318,DIVRE 4,RJS,GERBONG,2022-02-19,Masih Berlaku
6086,GB5012319,DIVRE 4,RJS,GERBONG,2022-02-06,Masih Berlaku
6087,GB5012320,DIVRE 4,RJS,GERBONG,2022-02-06,Masih Berlaku
6088,GB5012321,DIVRE 4,RJS,GERBONG,2022-02-13,Masih Berlaku
6089,GB5012322,DIVRE 4,RJS,GERBONG,2021-09-25,Kadaluarsa
6090,GB5012323,DIVRE 4,RJS,GERBONG,2021-09-25,Kadaluarsa
6091,GB5012324,DIVRE 4,RJS,GERBONG,2022-02-13,Masih Berlaku
6092,GB5012326,DIVRE 4,RJS,GERBONG,2021-09-25,Kadaluarsa
6093,GB5012327,DIVRE 4,RJS,GERBONG,2022-02-19,Masih Berlaku
6094,GB5012328,DIVRE 4,RJS,GERBONG,2022-02-06,Masih Berlaku
6095,GB5012329,DIVRE 4,RJS,GERBONG,2022-02-06,Masih Berlaku
6096,GB5012330,DIVRE 4,RJS,GERBONG,2022-02-19,Masih Berlaku
6097,GB5012331,DIVRE 4,RJS,GERBONG,2022-02-19,Masih Berlaku
6098,GB5012332,DIVRE 4,RJS,GERBONG,2019-11-14,Kadaluarsa
6099,GB5012333,DIVRE 4,RJS,GERBONG,2022-02-19,Masih Berlaku
6100,GB5012334,DIVRE 4,RJS,GERBONG,2022-02-19,Masih Berlaku
6101,GB5012335,DIVRE 4,RJS,GERBONG,2022-02-19,Masih Berlaku
6102,GB5012336,DIVRE 4,RJS,GERBONG,2022-02-19,Masih Berlaku
6103,GB5012337,DIVRE 4,RJS,GERBONG,2022-02-19,Masih Berlaku
6104,GB5012338,DIVRE 4,RJS,GERBONG,2021-09-25,Kadaluarsa
6105,GB5012339,DIVRE 4,RJS,GERBONG,2020-10-25,Kadaluarsa
6106,GB5012340,DIVRE 4,RJS,GERBONG,2022-02-19,Masih Berlaku
6107,GB5012341,DIVRE 4,RJS,GERBONG,2021-09-25,Kadaluarsa
6108,GB5012342,DIVRE 4,RJS,GERBONG,2022-02-06,Masih Berlaku
6109,GB5012343,DIVRE 4,RJS,GERBONG,2020-11-15,Kadaluarsa
6110,GB5012344,DIVRE 4,RJS,GERBONG,2021-09-25,Kadaluarsa
6111,GB5012345,DIVRE 4,RJS,GERBONG,2019-11-14,Kadaluarsa
6112,GB5012346,DIVRE 4,RJS,GERBONG,2021-09-25,Kadaluarsa
6113,GB5012347,DIVRE 4,RJS,GERBONG,2019-11-14,Kadaluarsa
6114,GB5012348,DIVRE 4,RJS,GERBONG,2022-02-13,Masih Berlaku
6115,GB5012349,DIVRE 4,RJS,GERBONG,2021-09-25,Kadaluarsa
6116,GB5012350,DIVRE 4,RJS,GERBONG,2020-09-10,Kadaluarsa
6117,GB5012351,DIVRE 4,RJS,GERBONG,2019-11-02,Kadaluarsa
6118,GB5012353,DIVRE 4,RJS,GERBONG,2021-09-25,Kadaluarsa
6119,GB5012354,DIVRE 4,RJS,GERBONG,2022-02-19,Masih Berlaku
6120,GB5012355,DIVRE 4,RJS,GERBONG,2022-02-13,Masih Berlaku
6121,GB5012356,DIVRE 4,RJS,GERBONG,2022-02-19,Masih Berlaku
6122,GB5012357,DIVRE 4,RJS,GERBONG,2022-02-06,Masih Berlaku
6123,GB5012358,DIVRE 4,RJS,GERBONG,2022-02-06,Masih Berlaku
6124,GB5012359,DIVRE 4,RJS,GERBONG,2022-02-13,Masih Berlaku
6125,GB5012360,DIVRE 4,RJS,GERBONG,2020-08-02,Kadaluarsa
6126,GB5012361,DIVRE 4,RJS,GERBONG,2022-02-06,Masih Berlaku
6127,GB5012362,DIVRE 4,RJS,GERBONG,2020-02-21,Kadaluarsa
6128,GB5012363,DIVRE 4,RJS,GERBONG,2020-09-10,Kadaluarsa
6129,GB5012364,DIVRE 4,RJS,GERBONG,2019-11-02,Kadaluarsa
6130,GB5012365,DIVRE 4,RJS,GERBONG,2022-02-06,Masih Berlaku
6131,GB5012366,DIVRE 4,RJS,GERBONG,2020-10-25,Kadaluarsa
6132,GB5012367,DIVRE 4,RJS,GERBONG,2022-02-19,Masih Berlaku
6133,GB5012368,DIVRE 4,RJS,GERBONG,2022-02-06,Masih Berlaku
6134,GB5012369,DIVRE 4,RJS,GERBONG,2022-02-13,Masih Berlaku
6135,GB5012370,DIVRE 4,RJS,GERBONG,2022-02-06,Masih Berlaku
6136,GB5012371,DIVRE 4,RJS,GERBONG,2022-02-19,Masih Berlaku
6137,GB5012372,DIVRE 4,RJS,GERBONG,2022-02-19,Masih Berlaku
6138,GB5012373,DIVRE 4,RJS,GERBONG,2007-01-01,Kadaluarsa
6139,GB5012374,DIVRE 4,RJS,GERBONG,2022-02-06,Masih Berlaku
6140,GB5012375,DIVRE 4,RJS,GERBONG,2022-02-13,Masih Berlaku
6141,GB5012376,DIVRE 4,RJS,GERBONG,2019-12-07,Kadaluarsa
6142,GB5012377,DIVRE 4,RJS,GERBONG,2021-09-25,Kadaluarsa
6143,GB5012378,DIVRE 4,RJS,GERBONG,2020-11-15,Kadaluarsa
6144,GB5012379,DIVRE 4,RJS,GERBONG,2022-02-13,Masih Berlaku
6145,GB5012380,DIVRE 4,RJS,GERBONG,2022-02-06,Masih Berlaku
6146,GB5012381,DIVRE 4,RJS,GERBONG,2007-01-01,Kadaluarsa
6147,GB5012382,DIVRE 4,RJS,GERBONG,2022-02-06,Masih Berlaku
6148,GB5012383,DIVRE 4,RJS,GERBONG,2022-02-19,Masih Berlaku
6149,GB5012384,DIVRE 4,RJS,GERBONG,2022-02-13,Masih Berlaku
6150,GB5012385,DIVRE 4,RJS,GERBONG,2022-02-13,Masih Berlaku
6151,GB5012386,DIVRE 4,RJS,GERBONG,2022-02-19,Masih Berlaku
6152,GB5012387,DIVRE 4,RJS,GERBONG,2020-02-21,Kadaluarsa
6153,GB5012388,DIVRE 4,RJS,GERBONG,2022-02-13,Masih Berlaku
6154,GB5012389,DIVRE 4,RJS,GERBONG,2019-10-25,Kadaluarsa
6155,GB5012390,DIVRE 4,RJS,GERBONG,2021-09-25,Kadaluarsa
6156,GB5012391,DIVRE 4,RJS,GERBONG,2022-02-06,Masih Berlaku
6157,GB5012392,DIVRE 4,RJS,GERBONG,2022-02-06,Masih Berlaku
6158,GB5012393,DIVRE 4,RJS,GERBONG,2022-02-13,Masih Berlaku
6159,GB5012394,DIVRE 4,RJS,GERBONG,2022-02-19,Masih Berlaku
6160,GB5012395,DIVRE 4,RJS,GERBONG,2020-10-25,Kadaluarsa
6161,GB5012396,DIVRE 4,RJS,GERBONG,2022-02-13,Masih Berlaku
6162,GB5012397,DIVRE 4,RJS,GERBONG,2020-10-25,Kadaluarsa
6163,GB5012398,DIVRE 4,RJS,GERBONG,2019-11-02,Kadaluarsa
6164,GB5012399,DIVRE 4,RJS,GERBONG,2020-10-25,Kadaluarsa
6165,GB5012400,DIVRE 4,RJS,GERBONG,2022-02-13,Masih Berlaku
6166,GB501301,DIVRE 4,RJS,GERBONG,2019-11-08,Kadaluarsa
6167,GB501302,DIVRE 4,RJS,GERBONG,2022-02-19,Masih Berlaku
6168,GB501303,DIVRE 4,RJS,GERBONG,2022-02-19,Masih Berlaku
6169,GB501304,DIVRE 4,RJS,GERBONG,2020-09-10,Kadaluarsa
6170,GB501305,DIVRE 4,RJS,GERBONG,2022-02-19,Masih Berlaku
6171,GB501306,DIVRE 4,RJS,GERBONG,2022-02-19,Masih Berlaku
6172,GB501307,DIVRE 4,RJS,GERBONG,2022-02-19,Masih Berlaku
6173,GB501308,DIVRE 4,RJS,GERBONG,2022-02-13,Masih Berlaku
6174,GB501309,DIVRE 4,RJS,GERBONG,2020-11-15,Kadaluarsa
6175,GB501310,DIVRE 4,RJS,GERBONG,2022-02-19,Masih Berlaku
6176,GB501311,DIVRE 4,RJS,GERBONG,2022-02-13,Masih Berlaku
6177,GB501312,DIVRE 4,RJS,GERBONG,2022-02-19,Masih Berlaku
6178,GB501313,DIVRE 4,RJS,GERBONG,2022-02-13,Masih Berlaku
6179,GB501314,DIVRE 4,RJS,GERBONG,2022-02-13,Masih Berlaku
6180,GB501315,DIVRE 4,RJS,GERBONG,2020-11-15,Kadaluarsa
6181,GB501316,DIVRE 4,RJS,GERBONG,2020-11-15,Kadaluarsa
6182,GB501317,DIVRE 4,RJS,GERBONG,2020-11-15,Kadaluarsa
6183,GB501318,DIVRE 4,RJS,GERBONG,2019-11-08,Kadaluarsa
6184,GB501319,DIVRE 4,RJS,GERBONG,2020-09-10,Kadaluarsa
6185,GB501320,DIVRE 4,RJS,GERBONG,2020-09-10,Kadaluarsa
6186,GB501321,DIVRE 4,RJS,GERBONG,2019-11-08,Kadaluarsa
6187,GB501322,DIVRE 4,RJS,GERBONG,2020-10-25,Kadaluarsa
6188,GB501323,DIVRE 4,RJS,GERBONG,2020-02-21,Kadaluarsa
6189,GB501324,DIVRE 4,RJS,GERBONG,2019-11-08,Kadaluarsa
6190,GB501325,DIVRE 4,RJS,GERBONG,2019-11-08,Kadaluarsa
6191,GB501326,DIVRE 4,RJS,GERBONG,2019-11-08,Kadaluarsa
6192,GB501327,DIVRE 4,RJS,GERBONG,2019-11-08,Kadaluarsa
6193,GB501328,DIVRE 4,RJS,GERBONG,2019-11-08,Kadaluarsa
6194,GB501329,DIVRE 4,RJS,GERBONG,2019-11-08,Kadaluarsa
6195,GB501330,DIVRE 4,RJS,GERBONG,2019-11-08,Kadaluarsa
6196,GB501331,DIVRE 4,RJS,GERBONG,2020-02-21,Kadaluarsa
6197,GB501332,DIVRE 4,RJS,GERBONG,2020-11-15,Kadaluarsa
6198,GB501333,DIVRE 4,RJS,GERBONG,2020-02-21,Kadaluarsa
6199,GB501334,DIVRE 4,RJS,GERBONG,2019-11-08,Kadaluarsa
6200,GB501335,DIVRE 4,RJS,GERBONG,2019-12-14,Kadaluarsa
6201,GB501336,DIVRE 4,RJS,GERBONG,2019-11-08,Kadaluarsa
6202,GB501337,DIVRE 4,RJS,GERBONG,2020-10-25,Kadaluarsa
6203,GB501338,DIVRE 4,RJS,GERBONG,2019-12-14,Kadaluarsa
6204,GB501339,DIVRE 4,RJS,GERBONG,2019-12-14,Kadaluarsa
6205,GB501340,DIVRE 4,RJS,GERBONG,2020-09-10,Kadaluarsa
6206,GB501341,DIVRE 4,RJS,GERBONG,2020-10-25,Kadaluarsa
6207,GB501342,DIVRE 4,RJS,GERBONG,2020-11-15,Kadaluarsa
6208,GB501343,DIVRE 4,RJS,GERBONG,2020-09-10,Kadaluarsa
6209,GB501344,DIVRE 4,RJS,GERBONG,2020-11-15,Kadaluarsa
6210,GB501345,DIVRE 4,RJS,GERBONG,2019-11-08,Kadaluarsa
6211,GB501346,DIVRE 4,RJS,GERBONG,2020-09-10,Kadaluarsa
6212,GB501347,DIVRE 4,RJS,GERBONG,2020-10-25,Kadaluarsa
6213,GB501348,DIVRE 4,RJS,GERBONG,2020-09-10,Kadaluarsa
6214,GB501349,DIVRE 4,RJS,GERBONG,2019-11-08,Kadaluarsa
6215,GB501350,DIVRE 4,RJS,GERBONG,2019-12-14,Kadaluarsa
6216,GB501351,DIVRE 4,RJS,GERBONG,2019-11-08,Kadaluarsa
6217,GB501352,DIVRE 4,RJS,GERBONG,2019-11-08,Kadaluarsa
6218,GB501353,DIVRE 4,RJS,GERBONG,2020-09-10,Kadaluarsa
6219,GB501354,DIVRE 4,RJS,GERBONG,2022-04-23,Masih Berlaku
6220,GB501355,DIVRE 4,RJS,GERBONG,2022-04-23,Masih Berlaku
