,NOMOR_IDENTITAS,DAOP,DEPO,JENIS,tgl_masa_uji,STATUS_UJI
8263,K307807,DIVRE 1,MDN,KERETA,2019-11-23,Kadaluarsa
8264,K307809,DIVRE 1,MDN,KERETA,2020-07-19,Kadaluarsa
8265,K307810,DAOP 2,BD,KERETA,2020-12-06,Kadaluarsa
8266,K307811,DIVRE 1,MDN,KERETA,2020-07-19,Kadaluarsa
8267,K307812,DAOP 1,JAKK,KERETA,2020-11-27,Kadaluarsa
8268,K307813,DAOP 9,BW,KERETA,2019-10-27,Kadaluarsa
8269,K307815,DAOP 8,SBI,KERETA,2019-02-15,Kadaluarsa
8270,K307816,DAOP 2,BD,KERETA,2020-12-06,Kadaluarsa
8271,K307817,DAOP 8,SBI,KERETA,2019-09-22,Kadaluarsa
8272,K307819,DIVRE 1,MDN,KERETA,2019-11-23,Kadaluarsa
8273,K307820,DIVRE 1,MDN,KERETA,2019-11-23,Kadaluarsa
8274,K308101,DIVRE 1,MDN,KERETA,2019-11-23,Kadaluarsa
8275,K308502,DAOP 8,SDT,KERETA,2020-09-26,Kadaluarsa
8276,K308506,DAOP 8,SDT,KERETA,2021-08-27,Kadaluarsa
8277,K308509,DAOP 2,BD,KERETA,2022-01-22,Masih Berlaku
8278,K308511,DAOP 6,SLO,KERETA,2022-02-26,Masih Berlaku
8279,K308512,DAOP 8,SDT,KERETA,2020-09-26,Kadaluarsa
8280,K308513,DAOP 2,BD,KERETA,2022-01-22,Masih Berlaku
8281,K308516,DAOP 2,BD,KERETA,2022-01-22,Masih Berlaku
8282,K308517,DAOP 2,BD,KERETA,2020-12-06,Kadaluarsa
8283,K308518,DAOP 8,SBI,KERETA,2019-09-22,Kadaluarsa
8284,K308523,DAOP 6,SLO,KERETA,2022-02-26,Masih Berlaku
8285,K308524,DAOP 6,YK,KERETA,2020-11-27,Kadaluarsa
8286,K308525,DAOP 6,YK,KERETA,2020-11-01,Kadaluarsa
8287,K308526,DAOP 6,YK,KERETA,2020-11-27,Kadaluarsa
8288,K308527,DAOP 6,SLO,KERETA,2022-02-26,Masih Berlaku
8289,K308528,DAOP 9,BW,KERETA,2019-10-27,Kadaluarsa
8290,K308530,DAOP 8,SDT,KERETA,2021-08-27,Kadaluarsa
8291,K308531,DAOP 1,RK,KERETA,2020-12-06,Kadaluarsa
8292,K308532,DAOP 6,YK,KERETA,2019-02-10,Kadaluarsa
8293,K308533,DAOP 6,SLO,KERETA,2022-02-26,Masih Berlaku
8294,K308536,DAOP 6,SLO,KERETA,2021-08-12,Kadaluarsa
8295,K308537,DAOP 1,RK,KERETA,2020-12-06,Kadaluarsa
8296,K308538,DAOP 8,SDT,KERETA,2021-08-27,Kadaluarsa
8297,K308539,DAOP 5,PWT,KERETA,2020-11-15,Kadaluarsa
8298,K308543,DAOP 8,SDT,KERETA,2020-09-26,Kadaluarsa
8299,K308544,DAOP 6,SLO,KERETA,2022-02-26,Masih Berlaku
8300,K308545,DAOP 6,SLO,KERETA,2022-02-26,Masih Berlaku
8301,K308547,DAOP 6,SLO,KERETA,2022-02-26,Masih Berlaku
8302,K309301,DAOP 6,SLO,KERETA,2022-02-26,Masih Berlaku
8303,K309302,DAOP 9,BW,KERETA,2020-09-26,Kadaluarsa
8304,K309303,DAOP 9,BW,KERETA,2020-11-15,Kadaluarsa
8305,K309304,DAOP 9,BW,KERETA,2020-11-08,Kadaluarsa
8306,K309305,DAOP 6,SLO,KERETA,2022-02-26,Masih Berlaku
8307,K309306,DAOP 8,SDT,KERETA,2020-09-26,Kadaluarsa
8308,K309307,DIVRE 2,PD,KERETA,2020-04-12,Kadaluarsa
8309,K309308,DAOP 8,SDT,KERETA,2020-09-26,Kadaluarsa
8310,K309310,DAOP 8,ML,KERETA,2021-08-29,Kadaluarsa
8311,K309311,DAOP 1,RK,KERETA,2020-12-06,Kadaluarsa
8312,K309312,DAOP 6,SLO,KERETA,2020-11-15,Kadaluarsa
8313,K309313,DAOP 8,SDT,KERETA,2020-11-08,Kadaluarsa
8314,K309314,DAOP 1,RK,KERETA,2020-09-21,Kadaluarsa
8315,K309315,DIVRE 2,PD,KERETA,2022-05-07,Masih Berlaku
8316,K309316,DAOP 9,BW,KERETA,2021-09-11,Kadaluarsa
8317,K309317,DAOP 1,RK,KERETA,2020-12-06,Kadaluarsa
8318,K309318,DIVRE 2,PD,KERETA,2022-05-07,Masih Berlaku
8319,K309320,DAOP 6,YK,KERETA,2020-11-01,Kadaluarsa
8320,K309321,DAOP 8,SDT,KERETA,2020-11-08,Kadaluarsa
8321,K309322,DAOP 8,SDT,KERETA,2020-09-26,Kadaluarsa
8322,K309323,DAOP 8,SDT,KERETA,2020-09-26,Kadaluarsa
8323,K309324,DAOP 8,SDT,KERETA,2020-09-26,Kadaluarsa
8324,K309326,DAOP 8,SDT,KERETA,2020-09-26,Kadaluarsa
8325,K309327,DAOP 8,ML,KERETA,2021-08-29,Kadaluarsa
8326,K309328,DAOP 5,PWT,KERETA,2022-02-12,Masih Berlaku
8327,K309329,DAOP 5,PWT,KERETA,2021-10-28,Kadaluarsa
8328,K309330,DAOP 5,PWT,KERETA,2020-11-15,Kadaluarsa
8329,K309331,DAOP 5,PWT,KERETA,2020-11-15,Kadaluarsa
8330,K309332,DAOP 2,BD,KERETA,2020-11-01,Kadaluarsa
8331,K309333,DAOP 2,BD,KERETA,2020-11-01,Kadaluarsa
8332,K309334,DAOP 9,BW,KERETA,2020-09-26,Kadaluarsa
8333,K309335,DAOP 8,SBI,KERETA,2022-02-05,Masih Berlaku
8334,K309336,DAOP 8,SBI,KERETA,2019-09-22,Kadaluarsa
8335,K309337,DAOP 5,PWT,KERETA,2020-11-15,Kadaluarsa
8336,K309338,DAOP 5,PWT,KERETA,2020-11-15,Kadaluarsa
8337,K309339,DAOP 5,PWT,KERETA,2022-02-12,Masih Berlaku
8338,K309340,DAOP 5,PWT,KERETA,2020-11-15,Kadaluarsa
8339,K309341,DAOP 6,SLO,KERETA,2020-02-13,Kadaluarsa
8340,K309342,DAOP 6,SLO,KERETA,2020-02-13,Kadaluarsa
8341,K309343,DAOP 5,PWT,KERETA,2020-11-15,Kadaluarsa
8342,K309344,DAOP 5,PWT,KERETA,2020-11-15,Kadaluarsa
8343,K309345,DAOP 5,PWT,KERETA,2020-11-15,Kadaluarsa
8344,K309401,DAOP 5,PWT,KERETA,2020-11-15,Kadaluarsa
8345,K309402,DAOP 8,SDT,KERETA,2020-09-26,Kadaluarsa
8346,K309403,DAOP 8,SDT,KERETA,2020-11-08,Kadaluarsa
8347,K309404,DAOP 8,SBI,KERETA,2020-11-08,Kadaluarsa
8348,K309405,DAOP 8,SBI,KERETA,2020-11-08,Kadaluarsa
8349,K309406,DAOP 2,BD,KERETA,2020-11-08,Kadaluarsa
8350,K309407,DAOP 8,SBI,KERETA,2019-12-15,Kadaluarsa
8351,K309408,DAOP 8,SBI,KERETA,2021-08-29,Kadaluarsa
8352,K309409,DAOP 8,SBI,KERETA,2022-02-05,Masih Berlaku
8353,K309410,DIVRE 1,MDN,KERETA,2020-07-19,Kadaluarsa
8354,K309411,DIVRE 1,MDN,KERETA,2019-04-06,Kadaluarsa
8355,K309412,DIVRE 1,MDN,KERETA,2019-11-01,Kadaluarsa
8356,K309413,DIVRE 1,MDN,KERETA,2020-07-19,Kadaluarsa
8357,K309414,DIVRE 1,MDN,KERETA,2020-07-19,Kadaluarsa
8358,K309415,DIVRE 1,MDN,KERETA,2019-11-23,Kadaluarsa
8359,K309416,DIVRE 1,MDN,KERETA,2020-07-19,Kadaluarsa
8360,K309417,DIVRE 1,MDN,KERETA,2019-11-23,Kadaluarsa
8361,K309419,DAOP 2,BD,KERETA,2020-11-01,Kadaluarsa
8362,K309420,DAOP 2,BD,KERETA,2020-11-01,Kadaluarsa
8363,K309421,DAOP 2,BD,KERETA,2020-11-01,Kadaluarsa
8364,K309422,DAOP 5,PWT,KERETA,2020-11-15,Kadaluarsa
8365,K309423,DAOP 2,BD,KERETA,2020-11-01,Kadaluarsa
8366,K309424,DAOP 8,SBI,KERETA,2022-02-05,Masih Berlaku
8367,K309425,DAOP 8,SDT,KERETA,2020-11-01,Kadaluarsa
8368,K309426,DAOP 8,SDT,KERETA,2020-11-01,Kadaluarsa
8369,K309427,DAOP 5,PWT,KERETA,2020-11-15,Kadaluarsa
8370,K309428,DAOP 5,PWT,KERETA,2021-08-29,Kadaluarsa
8371,K309429,DAOP 5,PWT,KERETA,2020-11-15,Kadaluarsa
8372,K309430,DAOP 5,PWT,KERETA,2020-11-15,Kadaluarsa
8373,K309431,DAOP 9,BW,KERETA,2021-09-11,Kadaluarsa
8374,K309432,DAOP 2,BD,KERETA,2022-01-22,Masih Berlaku
8375,K309433,DAOP 8,SDT,KERETA,2020-09-26,Kadaluarsa
8376,K309434,DAOP 5,PWT,KERETA,2020-11-15,Kadaluarsa
8377,K309435,DAOP 5,PWT,KERETA,2022-02-19,Masih Berlaku
8378,K309437,DAOP 2,BD,KERETA,2022-01-22,Masih Berlaku
8379,K309438,DAOP 9,BW,KERETA,2019-10-27,Kadaluarsa
8380,K309501,DAOP 8,SDT,KERETA,2020-09-26,Kadaluarsa
8381,K309502,DAOP 9,BW,KERETA,2021-09-11,Kadaluarsa
8382,K309503,DAOP 8,SDT,KERETA,2020-11-08,Kadaluarsa
8383,K309504,DAOP 5,PWT,KERETA,2020-08-30,Kadaluarsa
8384,K309505,DAOP 5,PWT,KERETA,2020-11-15,Kadaluarsa
8385,K309506,DAOP 5,PWT,KERETA,2020-11-15,Kadaluarsa
8386,K309507,DAOP 9,BW,KERETA,2021-09-11,Kadaluarsa
8387,K309508,DAOP 8,SDT,KERETA,2020-09-26,Kadaluarsa
8388,K309601,DAOP 8,SBI,KERETA,2022-02-05,Masih Berlaku
8389,K309602,DAOP 8,SDT,KERETA,2020-11-01,Kadaluarsa
8390,K309603,DAOP 8,SBI,KERETA,2022-02-05,Masih Berlaku
8391,K309604,DAOP 8,SBI,KERETA,2022-02-04,Masih Berlaku
8392,K309605,DAOP 8,SDT,KERETA,2020-11-01,Kadaluarsa
8393,K309606,DAOP 8,SBI,KERETA,2019-09-22,Kadaluarsa
8394,K309607,DAOP 8,SBI,KERETA,2022-02-05,Masih Berlaku
8395,K309608,DAOP 9,BW,KERETA,2021-09-11,Kadaluarsa
8396,K309609,DAOP 2,BD,KERETA,2022-01-22,Masih Berlaku
8397,K309701,DAOP 2,BD,KERETA,2022-01-22,Masih Berlaku
8398,K309702,DAOP 2,BD,KERETA,2022-01-22,Masih Berlaku
8399,K309703,DAOP 2,BD,KERETA,2022-01-22,Masih Berlaku
8400,K309704,DAOP 2,BD,KERETA,2020-11-08,Kadaluarsa
8401,K309705,DAOP 2,BD,KERETA,2022-01-22,Masih Berlaku
8402,K309706,DAOP 2,BD,KERETA,2020-11-08,Kadaluarsa
8403,K309707,DAOP 8,SDT,KERETA,2021-08-27,Kadaluarsa
8404,K309710,DAOP 6,SLO,KERETA,2020-09-26,Kadaluarsa
8405,K309801,DAOP 2,BD,KERETA,2021-11-18,Masih Berlaku
8406,K309802,DAOP 2,BD,KERETA,2019-11-02,Kadaluarsa
8407,K309803,DAOP 2,BD,KERETA,2019-11-02,Kadaluarsa
8408,K309804,DAOP 2,BD,KERETA,2021-09-01,Kadaluarsa
8409,K309805,DAOP 2,BD,KERETA,2021-09-01,Kadaluarsa
8410,K309806,DAOP 2,BD,KERETA,2021-09-01,Kadaluarsa
8411,K309807,DAOP 6,SLO,KERETA,2022-02-26,Masih Berlaku
8412,K309808,DAOP 2,BD,KERETA,2021-11-18,Masih Berlaku
8413,K309809,DAOP 2,BD,KERETA,2007-01-01,Kadaluarsa
8414,K309810,DAOP 2,BD,KERETA,2021-09-01,Kadaluarsa
8415,KM108402,DAOP 5,PWT,KERETA,2020-10-25,Kadaluarsa
8416,KMP206602,DAOP 8,SDT,KERETA,2019-09-22,Kadaluarsa
8417,KMP207801,DAOP 8,SDT,KERETA,2020-12-06,Kadaluarsa
8418,KMP207803,DIVRE 1,MDN,KERETA,2020-07-19,Kadaluarsa
8419,KMP207804,DIVRE 1,MDN,KERETA,2019-03-09,Kadaluarsa
8420,KMP300501,DAOP 2,BD,KERETA,2020-09-26,Kadaluarsa
8421,KMP300601,DAOP 6,SLO,KERETA,2020-11-01,Kadaluarsa
8422,KMP300602,DAOP 9,BW,KERETA,2020-11-08,Kadaluarsa
8423,KMP300701,DAOP 1,JAKK,KERETA,2020-12-06,Kadaluarsa
8424,KMP300702,DAOP 1,JAKK,KERETA,2020-11-27,Kadaluarsa
8425,KMP300703,DIVRE 3,KPT,KERETA,2020-09-10,Kadaluarsa
8426,KMP300704,DIVRE 1,MDN,KERETA,2019-11-23,Kadaluarsa
8427,KMP300802,DAOP 2,BD,KERETA,2020-11-15,Kadaluarsa
8428,KMP300804,DAOP 5,KTA,KERETA,2021-08-19,Kadaluarsa
8429,KMP300805,DAOP 5,PWT,KERETA,2022-02-12,Masih Berlaku
8430,KMP300806,DIVRE 2,PD,KERETA,2019-12-12,Kadaluarsa
8431,KMP300807,DIVRE 2,PD,KERETA,2020-09-20,Kadaluarsa
8432,KMP300901,DAOP 1,JAKK,KERETA,2020-12-06,Kadaluarsa
8433,KMP300902,DAOP 5,KTA,KERETA,2020-11-15,Kadaluarsa
8434,KMP300903,DAOP 2,BD,KERETA,2022-01-22,Masih Berlaku
8435,KMP300904,DAOP 6,SLO,KERETA,2019-10-27,Kadaluarsa
8436,KMP300905,DIVRE 2,PD,KERETA,2022-05-07,Masih Berlaku
8437,KMP306401,DIVRE 4,TNK,KERETA,2020-02-21,Kadaluarsa
8438,KMP306501,DAOP 5,PWT,KERETA,2020-11-15,Kadaluarsa
8439,KMP306502,DAOP 8,SDT,KERETA,2020-11-08,Kadaluarsa
8440,KMP306503,DAOP 2,BD,KERETA,2019-11-02,Kadaluarsa
8441,KMP306504,DAOP 2,BD,KERETA,2020-12-06,Kadaluarsa
8442,KMP306507,DAOP 8,SDT,KERETA,2020-09-26,Kadaluarsa
8443,KMP306508,DAOP 2,BD,KERETA,2020-11-27,Kadaluarsa
8444,KMP306509,DAOP 9,BW,KERETA,2019-10-27,Kadaluarsa
8445,KMP306512,DAOP 9,BW,KERETA,2021-09-11,Kadaluarsa
8446,KMP306513,DAOP 8,SDT,KERETA,2020-09-26,Kadaluarsa
8447,KMP306514,DAOP 5,PWT,KERETA,2020-11-15,Kadaluarsa
8448,KMP306515,DAOP 5,PWT,KERETA,2020-11-15,Kadaluarsa
8449,KMP306516,DAOP 2,BD,KERETA,2020-08-09,Kadaluarsa
8450,KMP306517,DAOP 1,RK,KERETA,2020-08-09,Kadaluarsa
8451,KMP306521,DAOP 8,SDT,KERETA,2020-11-08,Kadaluarsa
8452,KMP306523,DIVRE 4,TNK,KERETA,2022-02-13,Masih Berlaku
8453,KMP306602,DAOP 6,YK,KERETA,2020-11-01,Kadaluarsa
8454,KMP306603,DAOP 8,ML,KERETA,2020-11-01,Kadaluarsa
8455,KMP306605,DAOP 2,BD,KERETA,2020-12-06,Kadaluarsa
8456,KMP306606,DAOP 8,SDT,KERETA,2019-09-08,Kadaluarsa
8457,KMP306609,DAOP 8,SDT,KERETA,2020-11-01,Kadaluarsa
8458,KMP306610,DAOP 5,PWT,KERETA,2020-11-15,Kadaluarsa
8459,KMP306612,DAOP 5,PWT,KERETA,2020-11-15,Kadaluarsa
8460,KMP306613,DAOP 9,BW,KERETA,2019-09-08,Kadaluarsa
8461,KMP306615,DIVRE 3,KPT,KERETA,2020-09-10,Kadaluarsa
8462,KMP306616,DIVRE 4,TNK,KERETA,2020-02-21,Kadaluarsa
8463,KMP306618,DIVRE 3,KPT,KERETA,2019-12-12,Kadaluarsa
8464,KMP308001,DIVRE 1,MDN,KERETA,2007-01-01,Kadaluarsa
8465,KMP308201,DAOP 2,BD,KERETA,2020-08-09,Kadaluarsa
8466,KMP308203,DAOP 6,YK,KERETA,2020-11-08,Kadaluarsa
8467,KMP308204,DIVRE 1,MDN,KERETA,2019-11-01,Kadaluarsa
8468,KMP308601,DAOP 8,SDT,KERETA,2021-08-27,Kadaluarsa
8469,KMP308602,DAOP 5,PWT,KERETA,2020-11-15,Kadaluarsa
8470,KMP308603,DAOP 8,ML,KERETA,2007-01-01,Kadaluarsa
8471,KMP309401,DAOP 2,BD,KERETA,2020-12-06,Kadaluarsa
8472,KP207801,DIVRE 1,MDN,KERETA,2019-11-23,Kadaluarsa
8473,KP207802,DIVRE 1,MDN,KERETA,2019-11-23,Kadaluarsa
8474,KP306502,DAOP 2,BD,KERETA,2020-12-06,Kadaluarsa
8475,KP306503,DAOP 1,RK,KERETA,2020-12-06,Kadaluarsa
8476,KP306507,DAOP 1,RK,KERETA,2020-12-06,Kadaluarsa
8477,KP306603,DAOP 8,SDT,KERETA,2021-08-27,Kadaluarsa
8478,KP306604,DAOP 2,BD,KERETA,2020-12-06,Kadaluarsa
8479,KP306606,DAOP 2,BD,KERETA,2022-01-22,Masih Berlaku
8480,KP306607,DAOP 2,BD,KERETA,2022-01-22,Masih Berlaku
8481,KP306609,DAOP 9,BW,KERETA,2022-01-22,Masih Berlaku
8482,KP306611,DAOP 8,SBI,KERETA,2022-01-22,Masih Berlaku
8483,KP306614,DAOP 8,SDT,KERETA,2022-01-22,Masih Berlaku
8484,KP308501,DAOP 6,SLO,KERETA,2020-09-26,Kadaluarsa
8485,KP309403,DAOP 6,SLO,KERETA,2020-11-08,Kadaluarsa
8486,KP309404,DIVRE 1,MDN,KERETA,2019-03-09,Kadaluarsa
8487,KP309405,DAOP 8,SDT,KERETA,2020-12-06,Kadaluarsa
8488,KP309501,DAOP 8,SDT,KERETA,2020-09-26,Kadaluarsa
8489,M100101,DAOP 8,SDT,KERETA,2020-09-26,Kadaluarsa
8490,M100201,DIVRE 3,KPT,KERETA,2019-09-08,Kadaluarsa
8491,M100202,DIVRE 3,KPT,KERETA,2019-09-08,Kadaluarsa
8492,M100203,DAOP 4,SMC,KERETA,2022-02-05,Masih Berlaku
8493,M100204,DAOP 4,SMC,KERETA,2019-09-22,Kadaluarsa
8494,M100801,DAOP 1,JAKK,KERETA,2020-11-01,Kadaluarsa
8495,M100901,DAOP 8,ML,KERETA,2020-11-15,Kadaluarsa
8496,M100902,DAOP 8,ML,KERETA,2020-11-08,Kadaluarsa
8497,M101601,DAOP 3,CN,KERETA,2020-02-13,Kadaluarsa
8498,M101602,DAOP 4,SMC,KERETA,2020-02-13,Kadaluarsa
8499,M101603,DAOP 4,SMC,KERETA,2022-02-05,Masih Berlaku
8500,M101604,DAOP 5,PWT,KERETA,2020-12-06,Kadaluarsa
8501,M101605,DAOP 8,SBI,KERETA,2021-08-27,Kadaluarsa
8502,M101606,DAOP 8,SBI,KERETA,2020-12-06,Kadaluarsa
8503,M101607,DAOP 8,ML,KERETA,2021-08-29,Kadaluarsa
8504,M101701,DAOP 8,ML,KERETA,2020-11-08,Kadaluarsa
8505,M101702,DAOP 3,CN,KERETA,2020-10-25,Kadaluarsa
8506,M106502,DAOP 4,SMC,KERETA,2022-02-05,Masih Berlaku
8507,M106503,DAOP 6,YK,KERETA,2020-11-01,Kadaluarsa
8508,M106703,DAOP 1,JAKK,KERETA,2020-09-26,Kadaluarsa
8509,M106803,DAOP 8,SBI,KERETA,2020-11-08,Kadaluarsa
8510,M106804,DAOP 6,SLO,KERETA,2020-10-25,Kadaluarsa
8511,M106805,DAOP 5,KTA,KERETA,2020-10-25,Kadaluarsa
8512,M107801,DAOP 5,PWT,KERETA,2020-12-06,Kadaluarsa
8513,M108001,DAOP 4,SMC,KERETA,2020-12-06,Kadaluarsa
8514,M108002,DAOP 3,CN,KERETA,2020-10-25,Kadaluarsa
8515,M108003,DAOP 4,SMC,KERETA,2022-02-05,Masih Berlaku
8516,M108004,DAOP 1,JAKK,KERETA,2020-12-06,Kadaluarsa
8517,M108202,DAOP 1,JAKK,KERETA,2019-09-08,Kadaluarsa
8518,M108203,DAOP 8,ML,KERETA,2019-11-02,Kadaluarsa
8519,M108206,DAOP 8,SBI,KERETA,2020-09-26,Kadaluarsa
8520,M108207,DAOP 6,SLO,KERETA,2020-11-01,Kadaluarsa
8521,M108208,DAOP 3,CN,KERETA,2022-01-29,Masih Berlaku
8522,M108209,DAOP 3,CN,KERETA,2022-01-29,Masih Berlaku
8523,M108501,DAOP 1,JAKK,KERETA,2022-01-29,Masih Berlaku
8524,M108601,DAOP 4,SMC,KERETA,2020-11-27,Kadaluarsa
8525,M108602,DAOP 4,SMC,KERETA,2019-09-22,Kadaluarsa
8526,M109501,DAOP 1,JAKK,KERETA,2020-11-01,Kadaluarsa
8527,M109601,DAOP 9,BW,KERETA,2019-12-15,Kadaluarsa
8528,M109801,DAOP 8,SBI,KERETA,2020-11-15,Kadaluarsa
8529,M109802,DAOP 1,JAKK,KERETA,2022-02-05,Masih Berlaku
8530,MP100301,DAOP 8,ML,KERETA,2020-11-01,Kadaluarsa
8531,MP106801,DAOP 8,ML,KERETA,2020-11-01,Kadaluarsa
8532,MP109901,DAOP 8,SBI,KERETA,2022-01-29,Masih Berlaku
8533,MP109902,DAOP 7,BL,KERETA,2022-03-05,Masih Berlaku
8534,MP206404,DAOP 8,SBI,KERETA,2020-07-19,Kadaluarsa
8535,MP206502,DAOP 6,YK,KERETA,2020-12-06,Kadaluarsa
8536,MP206504,DAOP 8,SBI,KERETA,2020-08-14,Kadaluarsa
8537,MP206505,DAOP 8,SBI,KERETA,2021-09-02,Kadaluarsa
8538,MP206507,DAOP 8,SBI,KERETA,2020-12-05,Kadaluarsa
8539,MP206801,DAOP 8,SBI,KERETA,2020-09-26,Kadaluarsa
8540,MP207801,DIVRE 4,TNK,KERETA,2022-02-06,Masih Berlaku
8541,MP207802,DIVRE 4,TNK,KERETA,2022-02-06,Masih Berlaku
8542,MP208201,DIVRE 4,TNK,KERETA,2022-02-19,Masih Berlaku
8543,MP208401,DAOP 8,SBI,KERETA,2020-11-08,Kadaluarsa
8544,MP208601,DAOP 2,BD,KERETA,2020-11-15,Kadaluarsa
8545,MP301001,DAOP 6,YK,KERETA,2020-11-01,Kadaluarsa
8546,MP301002,DAOP 6,YK,KERETA,2020-11-01,Kadaluarsa
8547,MP301201,DAOP 5,PWT,KERETA,2021-08-19,Kadaluarsa
8548,MP301202,DAOP 1,JAKK,KERETA,2020-11-08,Kadaluarsa
8549,MP301203,DAOP 7,BL,KERETA,2021-08-29,Kadaluarsa
8550,MP301204,DAOP 7,BL,KERETA,2022-03-05,Masih Berlaku
8551,MP301205,DAOP 7,BL,KERETA,2020-12-05,Kadaluarsa
8552,MP301401,DAOP 6,SLO,KERETA,2022-02-26,Masih Berlaku
8553,MP301402,DAOP 6,SLO,KERETA,2022-02-26,Masih Berlaku
8554,MP301403,DAOP 1,JAKK,KERETA,2022-01-29,Masih Berlaku
8555,MP301404,DAOP 1,JAKK,KERETA,2020-11-08,Kadaluarsa
8556,MP301405,DAOP 1,JAKK,KERETA,2020-11-01,Kadaluarsa
8557,MP301601,DAOP 7,BL,KERETA,2020-12-06,Kadaluarsa
8558,MP301602,DAOP 7,BL,KERETA,2020-12-06,Kadaluarsa
8559,MP301603,DAOP 6,SLO,KERETA,2020-12-06,Kadaluarsa
8560,MP301604,DAOP 1,JAKK,KERETA,2020-12-06,Kadaluarsa
8561,MP301605,DAOP 5,PWT,KERETA,2020-11-15,Kadaluarsa
8562,MP301606,DAOP 5,PWT,KERETA,2020-11-15,Kadaluarsa
8563,MP301607,DAOP 7,BL,KERETA,2019-12-15,Kadaluarsa
8564,MP301701,DIVRE 4,TNK,KERETA,2020-12-06,Kadaluarsa
8565,MP301702,DIVRE 1,MDN,KERETA,2020-07-19,Kadaluarsa
8566,MP301703,DAOP 1,JAKK,KERETA,2020-09-21,Kadaluarsa
8567,MP301704,DAOP 5,PWT,KERETA,2022-02-19,Masih Berlaku
8568,MP301705,DAOP 1,JAKK,KERETA,2020-09-21,Kadaluarsa
8569,MP301706,DAOP 7,BL,KERETA,2019-09-15,Kadaluarsa
8570,P00101,DAOP 1,JAKK,KERETA,2021-08-27,Kadaluarsa
8571,P00201,DAOP 4,SMC,KERETA,2007-01-01,Kadaluarsa
8572,P00202,DAOP 4,SMC,KERETA,2007-01-01,Kadaluarsa
8573,P00203,DAOP 4,SMC,KERETA,2022-02-05,Masih Berlaku
8574,P00204,DIVRE 3,KPT,KERETA,2017-05-10,Kadaluarsa
8575,P00801,DAOP 1,JAKK,KERETA,2020-02-13,Kadaluarsa
8576,P00901,DAOP 8,ML,KERETA,2020-11-08,Kadaluarsa
8577,P00902,DAOP 8,ML,KERETA,2020-11-08,Kadaluarsa
8578,P01601,DAOP 3,CN,KERETA,2020-02-13,Kadaluarsa
8579,P01602,DAOP 4,SMC,KERETA,2020-02-13,Kadaluarsa
8580,P01603,DAOP 4,SMC,KERETA,2020-12-06,Kadaluarsa
8581,P01604,DAOP 5,PWT,KERETA,2020-12-06,Kadaluarsa
8582,P01605,DAOP 8,SBI,KERETA,2020-12-06,Kadaluarsa
8583,P01606,DAOP 8,SBI,KERETA,2020-12-06,Kadaluarsa
8584,P01607,DAOP 8,ML,KERETA,2020-08-09,Kadaluarsa
8585,P01701,DAOP 8,ML,KERETA,2020-11-08,Kadaluarsa
8586,P01702,DAOP 3,CN,KERETA,2020-10-25,Kadaluarsa
8587,P06401,DAOP 5,KTA,KERETA,2020-11-27,Kadaluarsa
8588,P06402,DAOP 4,SMC,KERETA,2017-11-29,Kadaluarsa
8589,P06403,DAOP 1,JAKK,KERETA,2022-01-29,Masih Berlaku
8590,P06404,DAOP 2,BD,KERETA,2020-12-06,Kadaluarsa
8591,P06406,DIVRE 3,KPT,KERETA,2019-03-17,Kadaluarsa
8592,P06407,DAOP 1,JAKK,KERETA,2021-11-21,Masih Berlaku
8593,P06409,DAOP 1,JAKK,KERETA,2020-11-27,Kadaluarsa
8594,P06501,DAOP 4,SMC,KERETA,2019-02-15,Kadaluarsa
8595,P06502,DAOP 9,BW,KERETA,2017-11-24,Kadaluarsa
8596,P06601,DIVRE 3,KPT,KERETA,2020-10-17,Kadaluarsa
8597,P06701,DAOP 5,PWT,KERETA,2020-11-15,Kadaluarsa
8598,P06702,DAOP 3,CN,KERETA,2021-11-21,Masih Berlaku
8599,P06703,DAOP 2,BD,KERETA,2019-11-02,Kadaluarsa
8600,P06704,DAOP 1,JAKK,KERETA,2020-10-24,Kadaluarsa
8601,P06705,DAOP 3,CN,KERETA,2020-02-13,Kadaluarsa
8602,P06801,DAOP 5,KTA,KERETA,2020-09-26,Kadaluarsa
8603,P06802,DAOP 9,BW,KERETA,2019-12-08,Kadaluarsa
8604,P06803,DAOP 6,YK,KERETA,2020-11-01,Kadaluarsa
8605,P06804,DAOP 8,SBI,KERETA,2020-09-26,Kadaluarsa
8606,P06805,DIVRE 1,MDN,KERETA,2019-09-15,Kadaluarsa
8607,P06806,DIVRE 1,MDN,KERETA,2019-09-15,Kadaluarsa
8608,P06807,DAOP 1,JAKK,KERETA,2020-10-25,Kadaluarsa
8609,P06808,DAOP 5,PWT,KERETA,2020-11-15,Kadaluarsa
8610,P06809,DIVRE 3,KPT,KERETA,2020-09-10,Kadaluarsa
8611,P06810,DAOP 6,SLO,KERETA,2022-02-27,Masih Berlaku
8612,P06812,DAOP 4,SMC,KERETA,2019-10-13,Kadaluarsa
8613,P06813,DAOP 6,SLO,KERETA,2021-09-02,Kadaluarsa
8614,P06814,DAOP 8,SBI,KERETA,2020-12-06,Kadaluarsa
8615,P06815,DAOP 1,JAKK,KERETA,2022-01-29,Masih Berlaku
8616,P06816,DAOP 8,SDT,KERETA,2020-09-26,Kadaluarsa
