;NOMOR_IDENTITAS;DAOP;DEPO;JENIS;TAHUN;DAOP2;DAOP3;NAMA_DAOP;NAMA_DAOP2;NAMA_DEPO
1257;GD4214352;DAOP 5;MA;GERBONG;14;DAOP;5;DAOP 5;DAOP 5;DEPO GERBONG MA
1258;GD4214353;DAOP 5;MA;GERBONG;14;DAOP;5;DAOP 5;DAOP 5;DEPO GERBONG MA
1259;GD4214354;DAOP 5;MA;GERBONG;14;DAOP;5;DAOP 5;DAOP 5;DEPO GERBONG MA
1260;GD4214355;DAOP 5;MA;GERBONG;14;DAOP;5;DAOP 5;DAOP 5;DEPO GERBONG MA
1261;GD4214356;DAOP 5;MA;GERBONG;14;DAOP;5;DAOP 5;DAOP 5;DEPO GERBONG MA
1262;GD4214357;DAOP 5;MA;GERBONG;14;DAOP;5;DAOP 5;DAOP 5;DEPO GERBONG MA
1263;GD4214358;DAOP 5;MA;GERBONG;14;DAOP;5;DAOP 5;DAOP 5;DEPO GERBONG MA
1264;GD4214359;DAOP 5;MA;GERBONG;14;DAOP;5;DAOP 5;DAOP 5;DEPO GERBONG MA
1265;GD4214360;DAOP 5;MA;GERBONG;14;DAOP;5;DAOP 5;DAOP 5;DEPO GERBONG MA
1266;GD4214361;DAOP 5;MA;GERBONG;14;DAOP;5;DAOP 5;DAOP 5;DEPO GERBONG MA
1267;GD4214362;DAOP 5;MA;GERBONG;14;DAOP;5;DAOP 5;DAOP 5;DEPO GERBONG MA
1268;GD4214363;DAOP 5;MA;GERBONG;14;DAOP;5;DAOP 5;DAOP 5;DEPO GERBONG MA
1269;GD4214364;DAOP 5;MA;GERBONG;14;DAOP;5;DAOP 5;DAOP 5;DEPO GERBONG MA
1270;GD4214365;DAOP 5;MA;GERBONG;14;DAOP;5;DAOP 5;DAOP 5;DEPO GERBONG MA
1271;GD4214367;DAOP 5;MA;GERBONG;14;DAOP;5;DAOP 5;DAOP 5;DEPO GERBONG MA
1272;GD4214368;DAOP 5;MA;GERBONG;14;DAOP;5;DAOP 5;DAOP 5;DEPO GERBONG MA
1273;GD4214370;DAOP 5;MA;GERBONG;14;DAOP;5;DAOP 5;DAOP 5;DEPO GERBONG MA
1274;GD4214461;DAOP 5;MA;GERBONG;14;DAOP;5;DAOP 5;DAOP 5;DEPO GERBONG MA
1275;GD4214462;DAOP 5;MA;GERBONG;14;DAOP;5;DAOP 5;DAOP 5;DEPO GERBONG MA
1276;GD4214463;DAOP 5;MA;GERBONG;14;DAOP;5;DAOP 5;DAOP 5;DEPO GERBONG MA
1277;GD4214464;DAOP 5;MA;GERBONG;14;DAOP;5;DAOP 5;DAOP 5;DEPO GERBONG MA
1278;GD4214465;DAOP 5;MA;GERBONG;14;DAOP;5;DAOP 5;DAOP 5;DEPO GERBONG MA
1279;GD4214466;DAOP 5;MA;GERBONG;14;DAOP;5;DAOP 5;DAOP 5;DEPO GERBONG MA
1280;GD4214467;DAOP 5;MA;GERBONG;14;DAOP;5;DAOP 5;DAOP 5;DEPO GERBONG MA
1281;GD4214468;DAOP 5;MA;GERBONG;14;DAOP;5;DAOP 5;DAOP 5;DEPO GERBONG MA
1282;GD4214469;DAOP 5;MA;GERBONG;14;DAOP;5;DAOP 5;DAOP 5;DEPO GERBONG MA
1283;GD4214470;DAOP 5;MA;GERBONG;14;DAOP;5;DAOP 5;DAOP 5;DEPO GERBONG MA
1284;GD4214471;DAOP 5;MA;GERBONG;14;DAOP;5;DAOP 5;DAOP 5;DEPO GERBONG MA
1285;GD4214472;DAOP 5;MA;GERBONG;14;DAOP;5;DAOP 5;DAOP 5;DEPO GERBONG MA
1286;GD4214475;DAOP 5;MA;GERBONG;14;DAOP;5;DAOP 5;DAOP 5;DEPO GERBONG MA
1287;GD4214476;DAOP 5;MA;GERBONG;14;DAOP;5;DAOP 5;DAOP 5;DEPO GERBONG MA
1288;GD4214477;DAOP 5;MA;GERBONG;14;DAOP;5;DAOP 5;DAOP 5;DEPO GERBONG MA
1289;GD4214478;DAOP 5;MA;GERBONG;14;DAOP;5;DAOP 5;DAOP 5;DEPO GERBONG MA
1290;GD4214479;DAOP 5;MA;GERBONG;14;DAOP;5;DAOP 5;DAOP 5;DEPO GERBONG MA
1291;GD4214480;DAOP 5;MA;GERBONG;14;DAOP;5;DAOP 5;DAOP 5;DEPO GERBONG MA
1292;GD4214481;DAOP 5;MA;GERBONG;14;DAOP;5;DAOP 5;DAOP 5;DEPO GERBONG MA
1293;GD4214482;DAOP 5;MA;GERBONG;14;DAOP;5;DAOP 5;DAOP 5;DEPO GERBONG MA
1294;GD4214484;DAOP 5;MA;GERBONG;14;DAOP;5;DAOP 5;DAOP 5;DEPO GERBONG MA
1295;GD4214485;DAOP 5;MA;GERBONG;14;DAOP;5;DAOP 5;DAOP 5;DEPO GERBONG MA
1296;GD4214486;DAOP 5;MA;GERBONG;14;DAOP;5;DAOP 5;DAOP 5;DEPO GERBONG MA
1297;GD4214487;DAOP 5;MA;GERBONG;14;DAOP;5;DAOP 5;DAOP 5;DEPO GERBONG MA
1298;GD4214488;DAOP 5;MA;GERBONG;14;DAOP;5;DAOP 5;DAOP 5;DEPO GERBONG MA
1299;GD4214489;DAOP 5;MA;GERBONG;14;DAOP;5;DAOP 5;DAOP 5;DEPO GERBONG MA
1300;GD4214490;DAOP 5;MA;GERBONG;14;DAOP;5;DAOP 5;DAOP 5;DEPO GERBONG MA
1301;GD4214491;DAOP 5;MA;GERBONG;14;DAOP;5;DAOP 5;DAOP 5;DEPO GERBONG MA
1302;GD4214492;DAOP 5;MA;GERBONG;14;DAOP;5;DAOP 5;DAOP 5;DEPO GERBONG MA
1303;GD4214493;DAOP 5;MA;GERBONG;14;DAOP;5;DAOP 5;DAOP 5;DEPO GERBONG MA
1304;GD4214494;DAOP 5;MA;GERBONG;14;DAOP;5;DAOP 5;DAOP 5;DEPO GERBONG MA
1305;GD4214495;DAOP 5;MA;GERBONG;14;DAOP;5;DAOP 5;DAOP 5;DEPO GERBONG MA
1306;GD4214497;DAOP 5;MA;GERBONG;14;DAOP;5;DAOP 5;DAOP 5;DEPO GERBONG MA
1307;GD4214498;DAOP 5;MA;GERBONG;14;DAOP;5;DAOP 5;DAOP 5;DEPO GERBONG MA
1308;GD4214499;DAOP 5;MA;GERBONG;14;DAOP;5;DAOP 5;DAOP 5;DEPO GERBONG MA
1309;GD4214500;DAOP 5;MA;GERBONG;14;DAOP;5;DAOP 5;DAOP 5;DEPO GERBONG MA
1310;GD4214501;DAOP 5;MA;GERBONG;14;DAOP;5;DAOP 5;DAOP 5;DEPO GERBONG MA
1311;GD4214502;DAOP 5;MA;GERBONG;14;DAOP;5;DAOP 5;DAOP 5;DEPO GERBONG MA
1312;GD4214504;DAOP 5;MA;GERBONG;14;DAOP;5;DAOP 5;DAOP 5;DEPO GERBONG MA
1313;GD4214505;DAOP 5;MA;GERBONG;14;DAOP;5;DAOP 5;DAOP 5;DEPO GERBONG MA
1314;GD4214506;DAOP 5;MA;GERBONG;14;DAOP;5;DAOP 5;DAOP 5;DEPO GERBONG MA
1315;GD4214507;DAOP 5;MA;GERBONG;14;DAOP;5;DAOP 5;DAOP 5;DEPO GERBONG MA
1316;GD4214508;DAOP 5;MA;GERBONG;14;DAOP;5;DAOP 5;DAOP 5;DEPO GERBONG MA
1317;GD4214509;DAOP 5;MA;GERBONG;14;DAOP;5;DAOP 5;DAOP 5;DEPO GERBONG MA
1318;GD4214511;DAOP 5;MA;GERBONG;14;DAOP;5;DAOP 5;DAOP 5;DEPO GERBONG MA
1319;GD4214512;DAOP 5;MA;GERBONG;14;DAOP;5;DAOP 5;DAOP 5;DEPO GERBONG MA
1320;GD4214514;DAOP 5;MA;GERBONG;14;DAOP;5;DAOP 5;DAOP 5;DEPO GERBONG MA
1321;GD4214515;DAOP 5;MA;GERBONG;14;DAOP;5;DAOP 5;DAOP 5;DEPO GERBONG MA
1322;GD4214516;DAOP 5;MA;GERBONG;14;DAOP;5;DAOP 5;DAOP 5;DEPO GERBONG MA
1323;GD4214518;DAOP 5;MA;GERBONG;14;DAOP;5;DAOP 5;DAOP 5;DEPO GERBONG MA
1324;GD4214519;DAOP 5;MA;GERBONG;14;DAOP;5;DAOP 5;DAOP 5;DEPO GERBONG MA
1325;GD4214521;DAOP 5;MA;GERBONG;14;DAOP;5;DAOP 5;DAOP 5;DEPO GERBONG MA
1326;GD4214522;DAOP 5;MA;GERBONG;14;DAOP;5;DAOP 5;DAOP 5;DEPO GERBONG MA
1327;GD4214523;DAOP 5;MA;GERBONG;14;DAOP;5;DAOP 5;DAOP 5;DEPO GERBONG MA
1328;GD4214524;DAOP 5;MA;GERBONG;14;DAOP;5;DAOP 5;DAOP 5;DEPO GERBONG MA
1329;GD4214525;DAOP 5;MA;GERBONG;14;DAOP;5;DAOP 5;DAOP 5;DEPO GERBONG MA
1330;GD4214527;DAOP 5;MA;GERBONG;14;DAOP;5;DAOP 5;DAOP 5;DEPO GERBONG MA
1331;GD4214529;DAOP 5;MA;GERBONG;14;DAOP;5;DAOP 5;DAOP 5;DEPO GERBONG MA
1332;GD4214530;DAOP 5;MA;GERBONG;14;DAOP;5;DAOP 5;DAOP 5;DEPO GERBONG MA
1333;GD4214531;DAOP 5;MA;GERBONG;14;DAOP;5;DAOP 5;DAOP 5;DEPO GERBONG MA
1334;GD4214532;DAOP 5;MA;GERBONG;14;DAOP;5;DAOP 5;DAOP 5;DEPO GERBONG MA
1335;GD4214533;DAOP 5;MA;GERBONG;14;DAOP;5;DAOP 5;DAOP 5;DEPO GERBONG MA
1336;GD4214534;DAOP 5;MA;GERBONG;14;DAOP;5;DAOP 5;DAOP 5;DEPO GERBONG MA
1337;GD4214535;DAOP 5;MA;GERBONG;14;DAOP;5;DAOP 5;DAOP 5;DEPO GERBONG MA
1338;GD4214538;DAOP 5;MA;GERBONG;14;DAOP;5;DAOP 5;DAOP 5;DEPO GERBONG MA
1339;GD4214539;DAOP 5;MA;GERBONG;14;DAOP;5;DAOP 5;DAOP 5;DEPO GERBONG MA
1340;GD4214540;DAOP 5;MA;GERBONG;14;DAOP;5;DAOP 5;DAOP 5;DEPO GERBONG MA
1341;GD4214542;DAOP 5;MA;GERBONG;14;DAOP;5;DAOP 5;DAOP 5;DEPO GERBONG MA
1342;GD4214544;DAOP 5;MA;GERBONG;14;DAOP;5;DAOP 5;DAOP 5;DEPO GERBONG MA
1343;GD4214545;DAOP 5;MA;GERBONG;14;DAOP;5;DAOP 5;DAOP 5;DEPO GERBONG MA
1344;GD4214546;DAOP 5;MA;GERBONG;14;DAOP;5;DAOP 5;DAOP 5;DEPO GERBONG MA
1345;GD4214547;DAOP 5;MA;GERBONG;14;DAOP;5;DAOP 5;DAOP 5;DEPO GERBONG MA
1346;GD4214549;DAOP 5;MA;GERBONG;14;DAOP;5;DAOP 5;DAOP 5;DEPO GERBONG MA
1347;GD4214551;DAOP 5;MA;GERBONG;14;DAOP;5;DAOP 5;DAOP 5;DEPO GERBONG MA
1348;GD4214552;DAOP 5;MA;GERBONG;14;DAOP;5;DAOP 5;DAOP 5;DEPO GERBONG MA
1349;GD4214553;DAOP 5;MA;GERBONG;14;DAOP;5;DAOP 5;DAOP 5;DEPO GERBONG MA
1350;GD4214554;DAOP 5;MA;GERBONG;14;DAOP;5;DAOP 5;DAOP 5;DEPO GERBONG MA
1351;GD4214555;DAOP 5;MA;GERBONG;14;DAOP;5;DAOP 5;DAOP 5;DEPO GERBONG MA
1352;GD4214557;DAOP 5;MA;GERBONG;14;DAOP;5;DAOP 5;DAOP 5;DEPO GERBONG MA
1353;GD4214558;DAOP 5;MA;GERBONG;14;DAOP;5;DAOP 5;DAOP 5;DEPO GERBONG MA
1354;GD4214559;DAOP 5;MA;GERBONG;14;DAOP;5;DAOP 5;DAOP 5;DEPO GERBONG MA
1355;GD4214560;DAOP 5;MA;GERBONG;14;DAOP;5;DAOP 5;DAOP 5;DEPO GERBONG MA
1356;GD4214561;DAOP 5;MA;GERBONG;14;DAOP;5;DAOP 5;DAOP 5;DEPO GERBONG MA
1357;GD4214562;DAOP 5;MA;GERBONG;14;DAOP;5;DAOP 5;DAOP 5;DEPO GERBONG MA
1358;GD4214564;DAOP 5;MA;GERBONG;14;DAOP;5;DAOP 5;DAOP 5;DEPO GERBONG MA
1359;GD4214567;DAOP 5;MA;GERBONG;14;DAOP;5;DAOP 5;DAOP 5;DEPO GERBONG MA
1360;GD4214568;DAOP 5;MA;GERBONG;14;DAOP;5;DAOP 5;DAOP 5;DEPO GERBONG MA
1361;GD4214569;DAOP 5;MA;GERBONG;14;DAOP;5;DAOP 5;DAOP 5;DEPO GERBONG MA
1362;GD4214570;DAOP 5;MA;GERBONG;14;DAOP;5;DAOP 5;DAOP 5;DEPO GERBONG MA
1363;GD4214571;DAOP 5;MA;GERBONG;14;DAOP;5;DAOP 5;DAOP 5;DEPO GERBONG MA
1364;GD4214572;DAOP 5;MA;GERBONG;14;DAOP;5;DAOP 5;DAOP 5;DEPO GERBONG MA
1365;GD4214573;DAOP 5;MA;GERBONG;14;DAOP;5;DAOP 5;DAOP 5;DEPO GERBONG MA
1366;GD4214575;DAOP 5;MA;GERBONG;14;DAOP;5;DAOP 5;DAOP 5;DEPO GERBONG MA
1367;GD4214576;DAOP 5;MA;GERBONG;14;DAOP;5;DAOP 5;DAOP 5;DEPO GERBONG MA
1368;GD4214577;DAOP 5;MA;GERBONG;14;DAOP;5;DAOP 5;DAOP 5;DEPO GERBONG MA
1369;GD4214578;DAOP 5;MA;GERBONG;14;DAOP;5;DAOP 5;DAOP 5;DEPO GERBONG MA
1370;GD4214579;DAOP 5;MA;GERBONG;14;DAOP;5;DAOP 5;DAOP 5;DEPO GERBONG MA
1371;GD4214580;DAOP 5;MA;GERBONG;14;DAOP;5;DAOP 5;DAOP 5;DEPO GERBONG MA
1372;GD4214581;DAOP 5;MA;GERBONG;14;DAOP;5;DAOP 5;DAOP 5;DEPO GERBONG MA
1373;GD4214584;DAOP 5;MA;GERBONG;14;DAOP;5;DAOP 5;DAOP 5;DEPO GERBONG MA
1374;GD4214585;DAOP 5;MA;GERBONG;14;DAOP;5;DAOP 5;DAOP 5;DEPO GERBONG MA
1375;GD4214586;DAOP 5;MA;GERBONG;14;DAOP;5;DAOP 5;DAOP 5;DEPO GERBONG MA
1376;GD4214587;DAOP 5;MA;GERBONG;14;DAOP;5;DAOP 5;DAOP 5;DEPO GERBONG MA
1377;GD4214589;DAOP 5;MA;GERBONG;14;DAOP;5;DAOP 5;DAOP 5;DEPO GERBONG MA
1378;GD4214590;DAOP 5;MA;GERBONG;14;DAOP;5;DAOP 5;DAOP 5;DEPO GERBONG MA
1379;GD4214592;DAOP 5;MA;GERBONG;14;DAOP;5;DAOP 5;DAOP 5;DEPO GERBONG MA
1380;GD4214595;DAOP 5;MA;GERBONG;14;DAOP;5;DAOP 5;DAOP 5;DEPO GERBONG MA
1381;GD4214596;DAOP 5;MA;GERBONG;14;DAOP;5;DAOP 5;DAOP 5;DEPO GERBONG MA
1382;GD4214597;DAOP 5;MA;GERBONG;14;DAOP;5;DAOP 5;DAOP 5;DEPO GERBONG MA
1383;GD4214599;DAOP 5;MA;GERBONG;14;DAOP;5;DAOP 5;DAOP 5;DEPO GERBONG MA
1384;GD4214600;DAOP 5;MA;GERBONG;14;DAOP;5;DAOP 5;DAOP 5;DEPO GERBONG MA
1385;GK306501;DAOP 5;MA;GERBONG;65;DAOP;5;DAOP 5;DAOP 5;DEPO GERBONG MA
1386;GK306502;DAOP 5;MA;GERBONG;65;DAOP;5;DAOP 5;DAOP 5;DEPO GERBONG MA
1387;GK306503;DAOP 5;MA;GERBONG;65;DAOP;5;DAOP 5;DAOP 5;DEPO GERBONG MA
1388;GK306504;DAOP 5;MA;GERBONG;65;DAOP;5;DAOP 5;DAOP 5;DEPO GERBONG MA
1389;GK306506;DAOP 5;MA;GERBONG;65;DAOP;5;DAOP 5;DAOP 5;DEPO GERBONG MA
1390;GK306507;DAOP 5;MA;GERBONG;65;DAOP;5;DAOP 5;DAOP 5;DEPO GERBONG MA
1391;GK306509;DAOP 5;MA;GERBONG;65;DAOP;5;DAOP 5;DAOP 5;DEPO GERBONG MA
1392;GK306510;DAOP 5;MA;GERBONG;65;DAOP;5;DAOP 5;DAOP 5;DEPO GERBONG MA
1393;GK3065101;DAOP 5;MA;GERBONG;65;DAOP;5;DAOP 5;DAOP 5;DEPO GERBONG MA
1394;GK3065107;DAOP 5;MA;GERBONG;65;DAOP;5;DAOP 5;DAOP 5;DEPO GERBONG MA
1395;GK306511;DAOP 5;MA;GERBONG;65;DAOP;5;DAOP 5;DAOP 5;DEPO GERBONG MA
1396;GK3065119;DAOP 5;MA;GERBONG;65;DAOP;5;DAOP 5;DAOP 5;DEPO GERBONG MA
1397;GK306512;DAOP 5;MA;GERBONG;65;DAOP;5;DAOP 5;DAOP 5;DEPO GERBONG MA
1398;GK3065121;DAOP 5;MA;GERBONG;65;DAOP;5;DAOP 5;DAOP 5;DEPO GERBONG MA
1399;GK306513;DAOP 5;MA;GERBONG;65;DAOP;5;DAOP 5;DAOP 5;DEPO GERBONG MA
1400;GK306514;DAOP 5;MA;GERBONG;65;DAOP;5;DAOP 5;DAOP 5;DEPO GERBONG MA
1401;GK306515;DAOP 5;MA;GERBONG;65;DAOP;5;DAOP 5;DAOP 5;DEPO GERBONG MA
1402;GK306516;DAOP 5;MA;GERBONG;65;DAOP;5;DAOP 5;DAOP 5;DEPO GERBONG MA
1403;GK3065160;DAOP 5;MA;GERBONG;65;DAOP;5;DAOP 5;DAOP 5;DEPO GERBONG MA
1404;GK3065165;DAOP 5;MA;GERBONG;65;DAOP;5;DAOP 5;DAOP 5;DEPO GERBONG MA
1405;GK306517;DAOP 5;MA;GERBONG;65;DAOP;5;DAOP 5;DAOP 5;DEPO GERBONG MA
1406;GK3065179;DAOP 5;MA;GERBONG;65;DAOP;5;DAOP 5;DAOP 5;DEPO GERBONG MA
1407;GK306518;DAOP 5;MA;GERBONG;65;DAOP;5;DAOP 5;DAOP 5;DEPO GERBONG MA
1408;GK306519;DAOP 5;MA;GERBONG;65;DAOP;5;DAOP 5;DAOP 5;DEPO GERBONG MA
1409;GK306521;DAOP 5;MA;GERBONG;65;DAOP;5;DAOP 5;DAOP 5;DEPO GERBONG MA
1410;GK306522;DAOP 5;MA;GERBONG;65;DAOP;5;DAOP 5;DAOP 5;DEPO GERBONG MA
1411;GK306523;DAOP 5;MA;GERBONG;65;DAOP;5;DAOP 5;DAOP 5;DEPO GERBONG MA
1412;GK3065232;DAOP 5;MA;GERBONG;65;DAOP;5;DAOP 5;DAOP 5;DEPO GERBONG MA
1413;GK3065234;DAOP 5;MA;GERBONG;65;DAOP;5;DAOP 5;DAOP 5;DEPO GERBONG MA
1414;GK3065235;DAOP 5;MA;GERBONG;65;DAOP;5;DAOP 5;DAOP 5;DEPO GERBONG MA
1415;GK3065236;DAOP 5;MA;GERBONG;65;DAOP;5;DAOP 5;DAOP 5;DEPO GERBONG MA
1416;GK3065237;DAOP 5;MA;GERBONG;65;DAOP;5;DAOP 5;DAOP 5;DEPO GERBONG MA
1417;GK3065238;DAOP 5;MA;GERBONG;65;DAOP;5;DAOP 5;DAOP 5;DEPO GERBONG MA
1418;GK3065239;DAOP 5;MA;GERBONG;65;DAOP;5;DAOP 5;DAOP 5;DEPO GERBONG MA
1419;GK306524;DAOP 5;MA;GERBONG;65;DAOP;5;DAOP 5;DAOP 5;DEPO GERBONG MA
1420;GK3065240;DAOP 5;MA;GERBONG;65;DAOP;5;DAOP 5;DAOP 5;DEPO GERBONG MA
1421;GK3065241;DAOP 5;MA;GERBONG;65;DAOP;5;DAOP 5;DAOP 5;DEPO GERBONG MA
1422;GK3065242;DAOP 5;MA;GERBONG;65;DAOP;5;DAOP 5;DAOP 5;DEPO GERBONG MA
1423;GK3065244;DAOP 5;MA;GERBONG;65;DAOP;5;DAOP 5;DAOP 5;DEPO GERBONG MA
1424;GK3065245;DAOP 5;MA;GERBONG;65;DAOP;5;DAOP 5;DAOP 5;DEPO GERBONG MA
1425;GK306525;DAOP 5;MA;GERBONG;65;DAOP;5;DAOP 5;DAOP 5;DEPO GERBONG MA
1426;GK306526;DAOP 5;MA;GERBONG;65;DAOP;5;DAOP 5;DAOP 5;DEPO GERBONG MA
1427;GK306527;DAOP 5;MA;GERBONG;65;DAOP;5;DAOP 5;DAOP 5;DEPO GERBONG MA
1428;GK306528;DAOP 5;MA;GERBONG;65;DAOP;5;DAOP 5;DAOP 5;DEPO GERBONG MA
1429;GK306530;DAOP 5;MA;GERBONG;65;DAOP;5;DAOP 5;DAOP 5;DEPO GERBONG MA
1430;GK306531;DAOP 5;MA;GERBONG;65;DAOP;5;DAOP 5;DAOP 5;DEPO GERBONG MA
1431;GK306532;DAOP 5;MA;GERBONG;65;DAOP;5;DAOP 5;DAOP 5;DEPO GERBONG MA
1432;GK306533;DAOP 5;MA;GERBONG;65;DAOP;5;DAOP 5;DAOP 5;DEPO GERBONG MA
1433;GK306534;DAOP 5;MA;GERBONG;65;DAOP;5;DAOP 5;DAOP 5;DEPO GERBONG MA
1434;GK306536;DAOP 5;MA;GERBONG;65;DAOP;5;DAOP 5;DAOP 5;DEPO GERBONG MA
1435;GK306538;DAOP 5;MA;GERBONG;65;DAOP;5;DAOP 5;DAOP 5;DEPO GERBONG MA
1436;GK306539;DAOP 5;MA;GERBONG;65;DAOP;5;DAOP 5;DAOP 5;DEPO GERBONG MA
1437;GK306540;DAOP 5;MA;GERBONG;65;DAOP;5;DAOP 5;DAOP 5;DEPO GERBONG MA
1438;GK306541;DAOP 5;MA;GERBONG;65;DAOP;5;DAOP 5;DAOP 5;DEPO GERBONG MA
1439;GK306542;DAOP 5;MA;GERBONG;65;DAOP;5;DAOP 5;DAOP 5;DEPO GERBONG MA
1440;GK306545;DAOP 5;MA;GERBONG;65;DAOP;5;DAOP 5;DAOP 5;DEPO GERBONG MA
1441;GK306551;DAOP 5;MA;GERBONG;65;DAOP;5;DAOP 5;DAOP 5;DEPO GERBONG MA
1442;GK306554;DAOP 5;MA;GERBONG;65;DAOP;5;DAOP 5;DAOP 5;DEPO GERBONG MA
1443;GK306565;DAOP 5;MA;GERBONG;65;DAOP;5;DAOP 5;DAOP 5;DEPO GERBONG MA
1444;GK306569;DAOP 5;MA;GERBONG;65;DAOP;5;DAOP 5;DAOP 5;DEPO GERBONG MA
1445;GK306574;DAOP 5;MA;GERBONG;65;DAOP;5;DAOP 5;DAOP 5;DEPO GERBONG MA
1446;GK306576;DAOP 5;MA;GERBONG;65;DAOP;5;DAOP 5;DAOP 5;DEPO GERBONG MA
1447;GK306577;DAOP 5;MA;GERBONG;65;DAOP;5;DAOP 5;DAOP 5;DEPO GERBONG MA
1448;GK306578;DAOP 5;MA;GERBONG;65;DAOP;5;DAOP 5;DAOP 5;DEPO GERBONG MA
1449;GK306579;DAOP 5;MA;GERBONG;65;DAOP;5;DAOP 5;DAOP 5;DEPO GERBONG MA
1450;GK306584;DAOP 5;MA;GERBONG;65;DAOP;5;DAOP 5;DAOP 5;DEPO GERBONG MA
1451;GK306586;DAOP 5;MA;GERBONG;65;DAOP;5;DAOP 5;DAOP 5;DEPO GERBONG MA
1452;GK306591;DAOP 5;MA;GERBONG;65;DAOP;5;DAOP 5;DAOP 5;DEPO GERBONG MA
1453;GK306597;DAOP 5;MA;GERBONG;65;DAOP;5;DAOP 5;DAOP 5;DEPO GERBONG MA
1454;GK307722;DAOP 5;MA;GERBONG;77;DAOP;5;DAOP 5;DAOP 5;DEPO GERBONG MA
1455;GK307727;DAOP 5;MA;GERBONG;77;DAOP;5;DAOP 5;DAOP 5;DEPO GERBONG MA
1456;GK308401;DAOP 5;MA;GERBONG;84;DAOP;5;DAOP 5;DAOP 5;DEPO GERBONG MA
1457;GK308402;DAOP 5;MA;GERBONG;84;DAOP;5;DAOP 5;DAOP 5;DEPO GERBONG MA
1458;GK308403;DAOP 5;MA;GERBONG;84;DAOP;5;DAOP 5;DAOP 5;DEPO GERBONG MA
1459;GK308404;DAOP 5;MA;GERBONG;84;DAOP;5;DAOP 5;DAOP 5;DEPO GERBONG MA
1460;GK308405;DAOP 5;MA;GERBONG;84;DAOP;5;DAOP 5;DAOP 5;DEPO GERBONG MA
1461;GK308406;DAOP 5;MA;GERBONG;84;DAOP;5;DAOP 5;DAOP 5;DEPO GERBONG MA
1462;GK308407;DAOP 5;MA;GERBONG;84;DAOP;5;DAOP 5;DAOP 5;DEPO GERBONG MA
1463;GK308408;DAOP 5;MA;GERBONG;84;DAOP;5;DAOP 5;DAOP 5;DEPO GERBONG MA
1464;GK308409;DAOP 5;MA;GERBONG;84;DAOP;5;DAOP 5;DAOP 5;DEPO GERBONG MA
1465;GK308410;DAOP 5;MA;GERBONG;84;DAOP;5;DAOP 5;DAOP 5;DEPO GERBONG MA
1466;GK308411;DAOP 5;MA;GERBONG;84;DAOP;5;DAOP 5;DAOP 5;DEPO GERBONG MA
1467;GK308412;DAOP 5;MA;GERBONG;84;DAOP;5;DAOP 5;DAOP 5;DEPO GERBONG MA
1468;GK308413;DAOP 5;MA;GERBONG;84;DAOP;5;DAOP 5;DAOP 5;DEPO GERBONG MA
1469;GK308414;DAOP 5;MA;GERBONG;84;DAOP;5;DAOP 5;DAOP 5;DEPO GERBONG MA
1470;GK308415;DAOP 5;MA;GERBONG;84;DAOP;5;DAOP 5;DAOP 5;DEPO GERBONG MA
1471;GK308416;DAOP 5;MA;GERBONG;84;DAOP;5;DAOP 5;DAOP 5;DEPO GERBONG MA
1472;GK308417;DAOP 5;MA;GERBONG;84;DAOP;5;DAOP 5;DAOP 5;DEPO GERBONG MA
1473;GK308418;DAOP 5;MA;GERBONG;84;DAOP;5;DAOP 5;DAOP 5;DEPO GERBONG MA
1474;GK308419;DAOP 5;MA;GERBONG;84;DAOP;5;DAOP 5;DAOP 5;DEPO GERBONG MA
1475;GK308420;DAOP 5;MA;GERBONG;84;DAOP;5;DAOP 5;DAOP 5;DEPO GERBONG MA
1476;GK308421;DAOP 5;MA;GERBONG;84;DAOP;5;DAOP 5;DAOP 5;DEPO GERBONG MA
1477;GK308422;DAOP 5;MA;GERBONG;84;DAOP;5;DAOP 5;DAOP 5;DEPO GERBONG MA
1478;GK308423;DAOP 5;MA;GERBONG;84;DAOP;5;DAOP 5;DAOP 5;DEPO GERBONG MA
1479;GK308424;DAOP 5;MA;GERBONG;84;DAOP;5;DAOP 5;DAOP 5;DEPO GERBONG MA
1480;GK308425;DAOP 5;MA;GERBONG;84;DAOP;5;DAOP 5;DAOP 5;DEPO GERBONG MA
1481;GK308426;DAOP 5;MA;GERBONG;84;DAOP;5;DAOP 5;DAOP 5;DEPO GERBONG MA
1482;GK308427;DAOP 5;MA;GERBONG;84;DAOP;5;DAOP 5;DAOP 5;DEPO GERBONG MA
1483;GK308429;DAOP 5;MA;GERBONG;84;DAOP;5;DAOP 5;DAOP 5;DEPO GERBONG MA
1484;GK308430;DAOP 5;MA;GERBONG;84;DAOP;5;DAOP 5;DAOP 5;DEPO GERBONG MA
1485;GK308431;DAOP 5;MA;GERBONG;84;DAOP;5;DAOP 5;DAOP 5;DEPO GERBONG MA
1486;GK308432;DAOP 5;MA;GERBONG;84;DAOP;5;DAOP 5;DAOP 5;DEPO GERBONG MA
1487;GK308433;DAOP 5;MA;GERBONG;84;DAOP;5;DAOP 5;DAOP 5;DEPO GERBONG MA
1488;GK308434;DAOP 5;MA;GERBONG;84;DAOP;5;DAOP 5;DAOP 5;DEPO GERBONG MA
1489;GK308441;DAOP 5;MA;GERBONG;84;DAOP;5;DAOP 5;DAOP 5;DEPO GERBONG MA
