;NOMOR_IDENTITAS;DAOP;DEPO;JENIS;TAHUN;DAOP2;DAOP3;NAMA_DAOP;NAMA_DAOP2;NAMA_DEPO
8200;K306618;DAOP 9 JEMBER;BW;KERETA;66;DAOP;9;DAOP 9;DAOP 9;DEPO KERETA BW
8201;K306619;DAOP 2 BANDUNG;BD;KERETA;66;DAOP;2;DAOP 2;DAOP 2;DEPO KERETA BD
8202;K306621;DAOP 6 YOGYAKARTA;SLO;KERETA;66;DAOP;6;DAOP 6;DAOP 6;DEPO KERETA SLO
8203;K306623;DAOP 2 BANDUNG;BD;KERETA;66;DAOP;2;DAOP 2;DAOP 2;DEPO KERETA BD
8204;K306626;DAOP 2 BANDUNG;BD;KERETA;66;DAOP;2;DAOP 2;DAOP 2;DEPO KERETA BD
8205;K306627;DAOP 8 SURABAYA;SDT;KERETA;66;DAOP;8;DAOP 8;DAOP 8;DEPO KERETA SDT
8206;K306628;DAOP 2 BANDUNG;BD;KERETA;66;DAOP;2;DAOP 2;DAOP 2;DEPO KERETA BD
8207;K306630;DAOP 2 BANDUNG;BD;KERETA;66;DAOP;2;DAOP 2;DAOP 2;DEPO KERETA BD
8208;K306631;DAOP 8 SURABAYA;SDT;KERETA;66;DAOP;8;DAOP 8;DAOP 8;DEPO KERETA SDT
8209;K306635;DAOP 2 BANDUNG;BD;KERETA;66;DAOP;2;DAOP 2;DAOP 2;DEPO KERETA BD
8210;K306638;DAOP 6 YOGYAKARTA;SLO;KERETA;66;DAOP;6;DAOP 6;DAOP 6;DEPO KERETA SLO
8211;K306641;DAOP 8 SURABAYA;SDT;KERETA;66;DAOP;8;DAOP 8;DAOP 8;DEPO KERETA SDT
8212;K306643;DAOP 8 SURABAYA;SDT;KERETA;66;DAOP;8;DAOP 8;DAOP 8;DEPO KERETA SDT
8213;K306644;DAOP 8 SURABAYA;SDT;KERETA;66;DAOP;8;DAOP 8;DAOP 8;DEPO KERETA SDT
8214;K306646;DAOP 2 BANDUNG;BD;KERETA;66;DAOP;2;DAOP 2;DAOP 2;DEPO KERETA BD
8215;K306648;DAOP 2 BANDUNG;BD;KERETA;66;DAOP;2;DAOP 2;DAOP 2;DEPO KERETA BD
8216;K306649;DAOP 8 SURABAYA;SDT;KERETA;66;DAOP;8;DAOP 8;DAOP 8;DEPO KERETA SDT
8217;K306650;DAOP 8 SURABAYA;SDT;KERETA;66;DAOP;8;DAOP 8;DAOP 8;DEPO KERETA SDT
8218;K306652;DAOP 5 PURWOKERTO;PWT;KERETA;66;DAOP;5;DAOP 5;DAOP 5;DEPO KERETA PWT
8219;K306653;DAOP 7 MADIUN;BL;KERETA;66;DAOP;7;DAOP 7;DAOP 7;DEPO KERETA BL
8220;K306654;DAOP 2 BANDUNG;BD;KERETA;66;DAOP;2;DAOP 2;DAOP 2;DEPO KERETA BD
8221;K306656;DAOP 2 BANDUNG;BD;KERETA;66;DAOP;2;DAOP 2;DAOP 2;DEPO KERETA BD
8222;K306657;DAOP 8 SURABAYA;SDT;KERETA;66;DAOP;8;DAOP 8;DAOP 8;DEPO KERETA SDT
8223;K306658;DAOP 2 BANDUNG;BD;KERETA;66;DAOP;2;DAOP 2;DAOP 2;DEPO KERETA BD
8224;K306659;DAOP 2 BANDUNG;BD;KERETA;66;DAOP;2;DAOP 2;DAOP 2;DEPO KERETA BD
8225;K306660;DAOP 2 BANDUNG;BD;KERETA;66;DAOP;2;DAOP 2;DAOP 2;DEPO KERETA BD
8226;K306661;DAOP 7 MADIUN;BL;KERETA;66;DAOP;7;DAOP 7;DAOP 7;DEPO KERETA BL
8227;K306662;DAOP 9 JEMBER;BW;KERETA;66;DAOP;9;DAOP 9;DAOP 9;DEPO KERETA BW
8228;K306663;DIVRE III PALEMBANG;KPT;KERETA;66;DIVRE;III;DIVRE III;DIVRE III;DEPO KERETA KPT
8229;K306664;DIVRE III PALEMBANG;KPT;KERETA;66;DIVRE;III;DIVRE III;DIVRE III;DEPO KERETA KPT
8230;K306665;DIVRE III PALEMBANG;KPT;KERETA;66;DIVRE;III;DIVRE III;DIVRE III;DEPO KERETA KPT
8231;K306666;DIVRE III PALEMBANG;KPT;KERETA;66;DIVRE;III;DIVRE III;DIVRE III;DEPO KERETA KPT
8232;K306670;DAOP 2 BANDUNG;BD;KERETA;66;DAOP;2;DAOP 2;DAOP 2;DEPO KERETA BD
8233;K306671;DAOP 8 SURABAYA;SDT;KERETA;66;DAOP;8;DAOP 8;DAOP 8;DEPO KERETA SDT
8234;K306673;DAOP 8 SURABAYA;SDT;KERETA;66;DAOP;8;DAOP 8;DAOP 8;DEPO KERETA SDT
8235;K306674;DAOP 2 BANDUNG;BD;KERETA;66;DAOP;2;DAOP 2;DAOP 2;DEPO KERETA BD
8236;K306677;DAOP 2 BANDUNG;BD;KERETA;66;DAOP;2;DAOP 2;DAOP 2;DEPO KERETA BD
8237;K306678;DAOP 8 SURABAYA;SDT;KERETA;66;DAOP;8;DAOP 8;DAOP 8;DEPO KERETA SDT
8238;K306679;DAOP 2 BANDUNG;BD;KERETA;66;DAOP;2;DAOP 2;DAOP 2;DEPO KERETA BD
8239;K306680;DAOP 6 YOGYAKARTA;SLO;KERETA;66;DAOP;6;DAOP 6;DAOP 6;DEPO KERETA SLO
8240;K306682;DAOP 2 BANDUNG;BD;KERETA;66;DAOP;2;DAOP 2;DAOP 2;DEPO KERETA BD
8241;K306684;DIVRE III PALEMBANG;KPT;KERETA;66;DIVRE;III;DIVRE III;DIVRE III;DEPO KERETA KPT
8242;K306685;DIVRE III PALEMBANG;KPT;KERETA;66;DIVRE;III;DIVRE III;DIVRE III;DEPO KERETA KPT
8243;K306687;DAOP 2 BANDUNG;BD;KERETA;66;DAOP;2;DAOP 2;DAOP 2;DEPO KERETA BD
8244;K306688;DIVRE III PALEMBANG;KPT;KERETA;66;DIVRE;III;DIVRE III;DIVRE III;DEPO KERETA KPT
8245;K306689;DIVRE III PALEMBANG;KPT;KERETA;66;DIVRE;III;DIVRE III;DIVRE III;DEPO KERETA KPT
8246;K306690;DAOP 2 BANDUNG;BD;KERETA;66;DAOP;2;DAOP 2;DAOP 2;DEPO KERETA BD
8247;K306694;DIVRE IV TANJUNGKARANG;TNK;KERETA;66;DIVRE;IV;DIVRE IV;DIVRE IV;DEPO KERETA TNK
8248;K306695;DAOP 2 BANDUNG;BD;KERETA;66;DAOP;2;DAOP 2;DAOP 2;DEPO KERETA BD
8249;K306696;DAOP 2 BANDUNG;BD;KERETA;66;DAOP;2;DAOP 2;DAOP 2;DEPO KERETA BD
8250;K306697;DAOP 2 BANDUNG;BD;KERETA;66;DAOP;2;DAOP 2;DAOP 2;DEPO KERETA BD
8251;K307802;DAOP 9 JEMBER;BW;KERETA;78;DAOP;9;DAOP 9;DAOP 9;DEPO KERETA BW
8252;K307805;DAOP 2 BANDUNG;BD;KERETA;78;DAOP;2;DAOP 2;DAOP 2;DEPO KERETA BD
8253;K307806;DAOP 6 YOGYAKARTA;YK;KERETA;78;DAOP;6;DAOP 6;DAOP 6;DEPO KERETA YK
8254;K307807;DIVRE I SUMATERA UTARA;MDN;KERETA;78;DIVRE;I;DIVRE I;DIVRE I;DEPO KERETA MDN
8255;K307809;DIVRE I SUMATERA UTARA;MDN;KERETA;78;DIVRE;I;DIVRE I;DIVRE I;DEPO KERETA MDN
8256;K307810;DAOP 2 BANDUNG;BD;KERETA;78;DAOP;2;DAOP 2;DAOP 2;DEPO KERETA BD
8257;K307811;DIVRE I SUMATERA UTARA;MDN;KERETA;78;DIVRE;I;DIVRE I;DIVRE I;DEPO KERETA MDN
8258;K307812;DAOP 1 JAKARTA;JAKK;KERETA;78;DAOP;1;DAOP 1;DAOP 1;DEPO KERETA JAKK
8259;K307813;DAOP 9 JEMBER;BW;KERETA;78;DAOP;9;DAOP 9;DAOP 9;DEPO KERETA BW
8260;K307815;DAOP 4 SEMARANG;SMC;KERETA;78;DAOP;4;DAOP 4;DAOP 4;DEPO KERETA SMC
8261;K307816;DAOP 2 BANDUNG;BD;KERETA;78;DAOP;2;DAOP 2;DAOP 2;DEPO KERETA BD
8262;K307817;DAOP 4 SEMARANG;SMC;KERETA;78;DAOP;4;DAOP 4;DAOP 4;DEPO KERETA SMC
8263;K307819;DIVRE I SUMATERA UTARA;MDN;KERETA;78;DIVRE;I;DIVRE I;DIVRE I;DEPO KERETA MDN
8264;K307820;DIVRE I SUMATERA UTARA;MDN;KERETA;78;DIVRE;I;DIVRE I;DIVRE I;DEPO KERETA MDN
8265;K308101;DIVRE I SUMATERA UTARA;MDN;KERETA;81;DIVRE;I;DIVRE I;DIVRE I;DEPO KERETA MDN
8266;K308502;DAOP 8 SURABAYA;SDT;KERETA;85;DAOP;8;DAOP 8;DAOP 8;DEPO KERETA SDT
8267;K308506;DAOP 8 SURABAYA;SDT;KERETA;85;DAOP;8;DAOP 8;DAOP 8;DEPO KERETA SDT
8268;K308509;DAOP 2 BANDUNG;BD;KERETA;85;DAOP;2;DAOP 2;DAOP 2;DEPO KERETA BD
8269;K308511;DAOP 6 YOGYAKARTA;SLO;KERETA;85;DAOP;6;DAOP 6;DAOP 6;DEPO KERETA SLO
8270;K308512;DAOP 8 SURABAYA;SDT;KERETA;85;DAOP;8;DAOP 8;DAOP 8;DEPO KERETA SDT
8271;K308513;DAOP 2 BANDUNG;BD;KERETA;85;DAOP;2;DAOP 2;DAOP 2;DEPO KERETA BD
8272;K308516;DAOP 2 BANDUNG;BD;KERETA;85;DAOP;2;DAOP 2;DAOP 2;DEPO KERETA BD
8273;K308517;DAOP 2 BANDUNG;BD;KERETA;85;DAOP;2;DAOP 2;DAOP 2;DEPO KERETA BD
8274;K308518;DAOP 4 SEMARANG;SMC;KERETA;85;DAOP;4;DAOP 4;DAOP 4;DEPO KERETA SMC
8275;K308523;DAOP 6 YOGYAKARTA;SLO;KERETA;85;DAOP;6;DAOP 6;DAOP 6;DEPO KERETA SLO
8276;K308524;DAOP 6 YOGYAKARTA;YK;KERETA;85;DAOP;6;DAOP 6;DAOP 6;DEPO KERETA YK
8277;K308525;DAOP 6 YOGYAKARTA;YK;KERETA;85;DAOP;6;DAOP 6;DAOP 6;DEPO KERETA YK
8278;K308526;DAOP 6 YOGYAKARTA;YK;KERETA;85;DAOP;6;DAOP 6;DAOP 6;DEPO KERETA YK
8279;K308527;DAOP 6 YOGYAKARTA;SLO;KERETA;85;DAOP;6;DAOP 6;DAOP 6;DEPO KERETA SLO
8280;K308528;DAOP 9 JEMBER;BW;KERETA;85;DAOP;9;DAOP 9;DAOP 9;DEPO KERETA BW
8281;K308530;DAOP 8 SURABAYA;SDT;KERETA;85;DAOP;8;DAOP 8;DAOP 8;DEPO KERETA SDT
8282;K308531;DAOP 1 JAKARTA;RK;KERETA;85;DAOP;1;DAOP 1;DAOP 1;DEPO KERETA RK
8283;K308532;DAOP 6 YOGYAKARTA;YK;KERETA;85;DAOP;6;DAOP 6;DAOP 6;DEPO KERETA YK
8284;K308533;DAOP 6 YOGYAKARTA;SLO;KERETA;85;DAOP;6;DAOP 6;DAOP 6;DEPO KERETA SLO
8285;K308536;DAOP 6 YOGYAKARTA;SLO;KERETA;85;DAOP;6;DAOP 6;DAOP 6;DEPO KERETA SLO
8286;K308537;DAOP 1 JAKARTA;RK;KERETA;85;DAOP;1;DAOP 1;DAOP 1;DEPO KERETA RK
8287;K308538;DAOP 8 SURABAYA;SDT;KERETA;85;DAOP;8;DAOP 8;DAOP 8;DEPO KERETA SDT
8288;K308539;DAOP 5 PURWOKERTO;PWT;KERETA;85;DAOP;5;DAOP 5;DAOP 5;DEPO KERETA PWT
8289;K308543;DAOP 8 SURABAYA;SDT;KERETA;85;DAOP;8;DAOP 8;DAOP 8;DEPO KERETA SDT
8290;K308544;DAOP 6 YOGYAKARTA;SLO;KERETA;85;DAOP;6;DAOP 6;DAOP 6;DEPO KERETA SLO
8291;K308545;DAOP 6 YOGYAKARTA;SLO;KERETA;85;DAOP;6;DAOP 6;DAOP 6;DEPO KERETA SLO
8292;K308547;DAOP 6 YOGYAKARTA;SLO;KERETA;85;DAOP;6;DAOP 6;DAOP 6;DEPO KERETA SLO
8293;K309301;DAOP 6 YOGYAKARTA;SLO;KERETA;93;DAOP;6;DAOP 6;DAOP 6;DEPO KERETA SLO
8294;K309302;DAOP 9 JEMBER;BW;KERETA;93;DAOP;9;DAOP 9;DAOP 9;DEPO KERETA BW
8295;K309303;DAOP 9 JEMBER;BW;KERETA;93;DAOP;9;DAOP 9;DAOP 9;DEPO KERETA BW
8296;K309304;DAOP 9 JEMBER;BW;KERETA;93;DAOP;9;DAOP 9;DAOP 9;DEPO KERETA BW
8297;K309305;DAOP 6 YOGYAKARTA;SLO;KERETA;93;DAOP;6;DAOP 6;DAOP 6;DEPO KERETA SLO
8298;K309306;DAOP 8 SURABAYA;SDT;KERETA;93;DAOP;8;DAOP 8;DAOP 8;DEPO KERETA SDT
8299;K309307;DIVRE II SUMATERA BARAT;PD;KERETA;93;DIVRE;II;DIVRE II;DIVRE II;DEPO KERETA PD
8300;K309308;DAOP 8 SURABAYA;SDT;KERETA;93;DAOP;8;DAOP 8;DAOP 8;DEPO KERETA SDT
8301;K309310;DAOP 8 SURABAYA;ML;KERETA;93;DAOP;8;DAOP 8;DAOP 8;DEPO KERETA ML
8302;K309311;DAOP 1 JAKARTA;RK;KERETA;93;DAOP;1;DAOP 1;DAOP 1;DEPO KERETA RK
8303;K309312;DAOP 6 YOGYAKARTA;SLO;KERETA;93;DAOP;6;DAOP 6;DAOP 6;DEPO KERETA SLO
8304;K309313;DAOP 8 SURABAYA;SDT;KERETA;93;DAOP;8;DAOP 8;DAOP 8;DEPO KERETA SDT
8305;K309314;DAOP 1 JAKARTA;RK;KERETA;93;DAOP;1;DAOP 1;DAOP 1;DEPO KERETA RK
8306;K309315;DIVRE II SUMATERA BARAT;PD;KERETA;93;DIVRE;II;DIVRE II;DIVRE II;DEPO KERETA PD
8307;K309316;DAOP 9 JEMBER;BW;KERETA;93;DAOP;9;DAOP 9;DAOP 9;DEPO KERETA BW
8308;K309317;DAOP 1 JAKARTA;RK;KERETA;93;DAOP;1;DAOP 1;DAOP 1;DEPO KERETA RK
8309;K309318;DIVRE II SUMATERA BARAT;PD;KERETA;93;DIVRE;II;DIVRE II;DIVRE II;DEPO KERETA PD
8310;K309320;DAOP 6 YOGYAKARTA;YK;KERETA;93;DAOP;6;DAOP 6;DAOP 6;DEPO KERETA YK
8311;K309321;DAOP 8 SURABAYA;SDT;KERETA;93;DAOP;8;DAOP 8;DAOP 8;DEPO KERETA SDT
8312;K309322;DAOP 8 SURABAYA;SDT;KERETA;93;DAOP;8;DAOP 8;DAOP 8;DEPO KERETA SDT
8313;K309323;DAOP 8 SURABAYA;SDT;KERETA;93;DAOP;8;DAOP 8;DAOP 8;DEPO KERETA SDT
8314;K309324;DAOP 8 SURABAYA;SDT;KERETA;93;DAOP;8;DAOP 8;DAOP 8;DEPO KERETA SDT
8315;K309326;DAOP 8 SURABAYA;SDT;KERETA;93;DAOP;8;DAOP 8;DAOP 8;DEPO KERETA SDT
8316;K309327;DAOP 8 SURABAYA;ML;KERETA;93;DAOP;8;DAOP 8;DAOP 8;DEPO KERETA ML
8317;K309328;DAOP 5 PURWOKERTO;PWT;KERETA;93;DAOP;5;DAOP 5;DAOP 5;DEPO KERETA PWT
8318;K309329;DAOP 5 PURWOKERTO;PWT;KERETA;93;DAOP;5;DAOP 5;DAOP 5;DEPO KERETA PWT
8319;K309330;DAOP 5 PURWOKERTO;PWT;KERETA;93;DAOP;5;DAOP 5;DAOP 5;DEPO KERETA PWT
8320;K309331;DAOP 5 PURWOKERTO;PWT;KERETA;93;DAOP;5;DAOP 5;DAOP 5;DEPO KERETA PWT
8321;K309332;DAOP 2 BANDUNG;BD;KERETA;93;DAOP;2;DAOP 2;DAOP 2;DEPO KERETA BD
8322;K309333;DAOP 2 BANDUNG;BD;KERETA;93;DAOP;2;DAOP 2;DAOP 2;DEPO KERETA BD
8323;K309334;DAOP 9 JEMBER;BW;KERETA;93;DAOP;9;DAOP 9;DAOP 9;DEPO KERETA BW
8324;K309335;DAOP 4 SEMARANG;SMC;KERETA;93;DAOP;4;DAOP 4;DAOP 4;DEPO KERETA SMC
8325;K309336;DAOP 4 SEMARANG;SMC;KERETA;93;DAOP;4;DAOP 4;DAOP 4;DEPO KERETA SMC
8326;K309337;DAOP 5 PURWOKERTO;PWT;KERETA;93;DAOP;5;DAOP 5;DAOP 5;DEPO KERETA PWT
8327;K309338;DAOP 5 PURWOKERTO;PWT;KERETA;93;DAOP;5;DAOP 5;DAOP 5;DEPO KERETA PWT
8328;K309339;DAOP 5 PURWOKERTO;PWT;KERETA;93;DAOP;5;DAOP 5;DAOP 5;DEPO KERETA PWT
8329;K309340;DAOP 5 PURWOKERTO;PWT;KERETA;93;DAOP;5;DAOP 5;DAOP 5;DEPO KERETA PWT
8330;K309341;DAOP 6 YOGYAKARTA;SLO;KERETA;93;DAOP;6;DAOP 6;DAOP 6;DEPO KERETA SLO
8331;K309342;DAOP 6 YOGYAKARTA;SLO;KERETA;93;DAOP;6;DAOP 6;DAOP 6;DEPO KERETA SLO
8332;K309343;DAOP 5 PURWOKERTO;PWT;KERETA;93;DAOP;5;DAOP 5;DAOP 5;DEPO KERETA PWT
8333;K309344;DAOP 5 PURWOKERTO;PWT;KERETA;93;DAOP;5;DAOP 5;DAOP 5;DEPO KERETA PWT
8334;K309345;DAOP 5 PURWOKERTO;PWT;KERETA;93;DAOP;5;DAOP 5;DAOP 5;DEPO KERETA PWT
8335;K309401;DAOP 5 PURWOKERTO;PWT;KERETA;94;DAOP;5;DAOP 5;DAOP 5;DEPO KERETA PWT
8336;K309402;DAOP 8 SURABAYA;SDT;KERETA;94;DAOP;8;DAOP 8;DAOP 8;DEPO KERETA SDT
8337;K309403;DAOP 8 SURABAYA;SDT;KERETA;94;DAOP;8;DAOP 8;DAOP 8;DEPO KERETA SDT
8338;K309404;DAOP 4 SEMARANG;SMC;KERETA;94;DAOP;4;DAOP 4;DAOP 4;DEPO KERETA SMC
8339;K309405;DAOP 4 SEMARANG;SMC;KERETA;94;DAOP;4;DAOP 4;DAOP 4;DEPO KERETA SMC
8340;K309406;DAOP 2 BANDUNG;BD;KERETA;94;DAOP;2;DAOP 2;DAOP 2;DEPO KERETA BD
8341;K309407;DAOP 4 SEMARANG;SMC;KERETA;94;DAOP;4;DAOP 4;DAOP 4;DEPO KERETA SMC
8342;K309408;DAOP 8 SURABAYA;SBI;KERETA;94;DAOP;8;DAOP 8;DAOP 8;DEPO KERETA SBI
8343;K309409;DAOP 4 SEMARANG;SMC;KERETA;94;DAOP;4;DAOP 4;DAOP 4;DEPO KERETA SMC
8344;K309410;DIVRE I SUMATERA UTARA;MDN;KERETA;94;DIVRE;I;DIVRE I;DIVRE I;DEPO KERETA MDN
8345;K309411;DIVRE I SUMATERA UTARA;MDN;KERETA;94;DIVRE;I;DIVRE I;DIVRE I;DEPO KERETA MDN
8346;K309412;DIVRE I SUMATERA UTARA;MDN;KERETA;94;DIVRE;I;DIVRE I;DIVRE I;DEPO KERETA MDN
8347;K309413;DIVRE I SUMATERA UTARA;MDN;KERETA;94;DIVRE;I;DIVRE I;DIVRE I;DEPO KERETA MDN
8348;K309414;DIVRE I SUMATERA UTARA;MDN;KERETA;94;DIVRE;I;DIVRE I;DIVRE I;DEPO KERETA MDN
8349;K309415;DIVRE I SUMATERA UTARA;MDN;KERETA;94;DIVRE;I;DIVRE I;DIVRE I;DEPO KERETA MDN
8350;K309416;DIVRE I SUMATERA UTARA;MDN;KERETA;94;DIVRE;I;DIVRE I;DIVRE I;DEPO KERETA MDN
8351;K309417;DIVRE I SUMATERA UTARA;MDN;KERETA;94;DIVRE;I;DIVRE I;DIVRE I;DEPO KERETA MDN
8352;K309419;DAOP 2 BANDUNG;BD;KERETA;94;DAOP;2;DAOP 2;DAOP 2;DEPO KERETA BD
8353;K309420;DAOP 2 BANDUNG;BD;KERETA;94;DAOP;2;DAOP 2;DAOP 2;DEPO KERETA BD
8354;K309421;DAOP 2 BANDUNG;BD;KERETA;94;DAOP;2;DAOP 2;DAOP 2;DEPO KERETA BD
8355;K309422;DAOP 5 PURWOKERTO;PWT;KERETA;94;DAOP;5;DAOP 5;DAOP 5;DEPO KERETA PWT
8356;K309423;DAOP 2 BANDUNG;BD;KERETA;94;DAOP;2;DAOP 2;DAOP 2;DEPO KERETA BD
8357;K309424;DAOP 4 SEMARANG;SMC;KERETA;94;DAOP;4;DAOP 4;DAOP 4;DEPO KERETA SMC
8358;K309425;DAOP 8 SURABAYA;SDT;KERETA;94;DAOP;8;DAOP 8;DAOP 8;DEPO KERETA SDT
8359;K309426;DAOP 8 SURABAYA;SDT;KERETA;94;DAOP;8;DAOP 8;DAOP 8;DEPO KERETA SDT
8360;K309427;DAOP 5 PURWOKERTO;PWT;KERETA;94;DAOP;5;DAOP 5;DAOP 5;DEPO KERETA PWT
8361;K309428;DAOP 5 PURWOKERTO;PWT;KERETA;94;DAOP;5;DAOP 5;DAOP 5;DEPO KERETA PWT
8362;K309429;DAOP 5 PURWOKERTO;PWT;KERETA;94;DAOP;5;DAOP 5;DAOP 5;DEPO KERETA PWT
8363;K309430;DAOP 5 PURWOKERTO;PWT;KERETA;94;DAOP;5;DAOP 5;DAOP 5;DEPO KERETA PWT
8364;K309431;DAOP 9 JEMBER;BW;KERETA;94;DAOP;9;DAOP 9;DAOP 9;DEPO KERETA BW
8365;K309432;DAOP 2 BANDUNG;BD;KERETA;94;DAOP;2;DAOP 2;DAOP 2;DEPO KERETA BD
8366;K309433;DAOP 8 SURABAYA;SDT;KERETA;94;DAOP;8;DAOP 8;DAOP 8;DEPO KERETA SDT
8367;K309434;DAOP 5 PURWOKERTO;PWT;KERETA;94;DAOP;5;DAOP 5;DAOP 5;DEPO KERETA PWT
8368;K309435;DAOP 5 PURWOKERTO;PWT;KERETA;94;DAOP;5;DAOP 5;DAOP 5;DEPO KERETA PWT
8369;K309437;DAOP 2 BANDUNG;BD;KERETA;94;DAOP;2;DAOP 2;DAOP 2;DEPO KERETA BD
8370;K309438;DAOP 9 JEMBER;BW;KERETA;94;DAOP;9;DAOP 9;DAOP 9;DEPO KERETA BW
8371;K309501;DAOP 8 SURABAYA;SDT;KERETA;95;DAOP;8;DAOP 8;DAOP 8;DEPO KERETA SDT
8372;K309502;DAOP 9 JEMBER;BW;KERETA;95;DAOP;9;DAOP 9;DAOP 9;DEPO KERETA BW
8373;K309503;DAOP 8 SURABAYA;SDT;KERETA;95;DAOP;8;DAOP 8;DAOP 8;DEPO KERETA SDT
8374;K309504;DAOP 5 PURWOKERTO;PWT;KERETA;95;DAOP;5;DAOP 5;DAOP 5;DEPO KERETA PWT
8375;K309505;DAOP 5 PURWOKERTO;PWT;KERETA;95;DAOP;5;DAOP 5;DAOP 5;DEPO KERETA PWT
8376;K309506;DAOP 5 PURWOKERTO;PWT;KERETA;95;DAOP;5;DAOP 5;DAOP 5;DEPO KERETA PWT
8377;K309507;DAOP 9 JEMBER;BW;KERETA;95;DAOP;9;DAOP 9;DAOP 9;DEPO KERETA BW
8378;K309508;DAOP 8 SURABAYA;SDT;KERETA;95;DAOP;8;DAOP 8;DAOP 8;DEPO KERETA SDT
8379;K309601;DAOP 4 SEMARANG;SMC;KERETA;96;DAOP;4;DAOP 4;DAOP 4;DEPO KERETA SMC
8380;K309602;DAOP 8 SURABAYA;SDT;KERETA;96;DAOP;8;DAOP 8;DAOP 8;DEPO KERETA SDT
8381;K309603;DAOP 4 SEMARANG;SMC;KERETA;96;DAOP;4;DAOP 4;DAOP 4;DEPO KERETA SMC
8382;K309604;DAOP 4 SEMARANG;SMC;KERETA;96;DAOP;4;DAOP 4;DAOP 4;DEPO KERETA SMC
8383;K309605;DAOP 8 SURABAYA;SDT;KERETA;96;DAOP;8;DAOP 8;DAOP 8;DEPO KERETA SDT
8384;K309606;DAOP 4 SEMARANG;SMC;KERETA;96;DAOP;4;DAOP 4;DAOP 4;DEPO KERETA SMC
8385;K309607;DAOP 4 SEMARANG;SMC;KERETA;96;DAOP;4;DAOP 4;DAOP 4;DEPO KERETA SMC
8386;K309608;DAOP 9 JEMBER;BW;KERETA;96;DAOP;9;DAOP 9;DAOP 9;DEPO KERETA BW
8387;K309609;DAOP 2 BANDUNG;BD;KERETA;96;DAOP;2;DAOP 2;DAOP 2;DEPO KERETA BD
8388;K309701;DAOP 2 BANDUNG;BD;KERETA;97;DAOP;2;DAOP 2;DAOP 2;DEPO KERETA BD
8389;K309702;DAOP 2 BANDUNG;BD;KERETA;97;DAOP;2;DAOP 2;DAOP 2;DEPO KERETA BD
8390;K309703;DAOP 2 BANDUNG;BD;KERETA;97;DAOP;2;DAOP 2;DAOP 2;DEPO KERETA BD
8391;K309704;DAOP 2 BANDUNG;BD;KERETA;97;DAOP;2;DAOP 2;DAOP 2;DEPO KERETA BD
8392;K309705;DAOP 2 BANDUNG;BD;KERETA;97;DAOP;2;DAOP 2;DAOP 2;DEPO KERETA BD
8393;K309706;DAOP 2 BANDUNG;BD;KERETA;97;DAOP;2;DAOP 2;DAOP 2;DEPO KERETA BD
8394;K309707;DAOP 8 SURABAYA;SDT;KERETA;97;DAOP;8;DAOP 8;DAOP 8;DEPO KERETA SDT
8395;K309710;DAOP 6 YOGYAKARTA;SLO;KERETA;97;DAOP;6;DAOP 6;DAOP 6;DEPO KERETA SLO
8396;K309801;DAOP 2 BANDUNG;BD;KERETA;98;DAOP;2;DAOP 2;DAOP 2;DEPO KERETA BD
8397;K309802;DAOP 2 BANDUNG;BD;KERETA;98;DAOP;2;DAOP 2;DAOP 2;DEPO KERETA BD
8398;K309803;DAOP 2 BANDUNG;BD;KERETA;98;DAOP;2;DAOP 2;DAOP 2;DEPO KERETA BD
8399;K309804;DAOP 2 BANDUNG;BD;KERETA;98;DAOP;2;DAOP 2;DAOP 2;DEPO KERETA BD
8400;K309805;DAOP 2 BANDUNG;BD;KERETA;98;DAOP;2;DAOP 2;DAOP 2;DEPO KERETA BD
8401;K309806;DAOP 2 BANDUNG;BD;KERETA;98;DAOP;2;DAOP 2;DAOP 2;DEPO KERETA BD
8402;K309807;DAOP 6 YOGYAKARTA;SLO;KERETA;98;DAOP;6;DAOP 6;DAOP 6;DEPO KERETA SLO
8403;K309808;DAOP 2 BANDUNG;BD;KERETA;98;DAOP;2;DAOP 2;DAOP 2;DEPO KERETA BD
8404;K309809;DAOP 2 BANDUNG;BD;KERETA;98;DAOP;2;DAOP 2;DAOP 2;DEPO KERETA BD
8405;K309810;DAOP 2 BANDUNG;BD;KERETA;98;DAOP;2;DAOP 2;DAOP 2;DEPO KERETA BD
8406;KM108402;DAOP 5 PURWOKERTO;PWT;KERETA;84;DAOP;5;DAOP 5;DAOP 5;DEPO KERETA PWT
8407;KMP206602;DAOP 8 SURABAYA;SDT;KERETA;66;DAOP;8;DAOP 8;DAOP 8;DEPO KERETA SDT
8408;KMP207801;DAOP 8 SURABAYA;SDT;KERETA;78;DAOP;8;DAOP 8;DAOP 8;DEPO KERETA SDT
8409;KMP207803;DIVRE I SUMATERA UTARA;MDN;KERETA;78;DIVRE;I;DIVRE I;DIVRE I;DEPO KERETA MDN
8410;KMP207804;DIVRE I SUMATERA UTARA;MDN;KERETA;78;DIVRE;I;DIVRE I;DIVRE I;DEPO KERETA MDN
8411;KMP300501;DAOP 2 BANDUNG;BD;KERETA;5;DAOP;2;DAOP 2;DAOP 2;DEPO KERETA BD
8412;KMP300601;DAOP 6 YOGYAKARTA;SLO;KERETA;6;DAOP;6;DAOP 6;DAOP 6;DEPO KERETA SLO
